year,direction,country,mineral_type,value_usd
2013,Imports,ITALY,Mineral fuels (27),200442
2013,Imports,NEW ZEALAND,Copper (74),199564
2013,Imports,UNITED KINGDOM,Mineral fuels (27),198711
2013,Imports,UKRAINE (UKRAINIAN S.S.R.),Metal ores & concentrates (26),195601
2013,Imports,NIGERIA,"Lead, zinc & tin (78-80)",194374
2013,Imports,SPAIN,Mineral fuels (27),188400
2013,Imports,BULGARIA,"Lead, zinc & tin (78-80)",183430
2013,Imports,CHILE,Copper (74),159439
2013,Imports,KUWAIT,Copper (74),153595
2013,Imports,THAILAND,"Lead, zinc & tin (78-80)",142718
2013,Imports,BRAZIL,"Salt, stone & earths (25)",137962
2013,Imports,CANADA,Mineral fuels (27),132304
2013,Imports,FRANCE,"Salt, stone & earths (25)",130045
2013,Imports,KAZAKHSTAN,"Lead, zinc & tin (78-80)",127543
2013,Imports,FINLAND,"Salt, stone & earths (25)",119428
2013,Imports,BRAZIL,Mineral fuels (27),117864
2013,Imports,INDONESIA,"Lead, zinc & tin (78-80)",117366
2013,Imports,PERU,"Lead, zinc & tin (78-80)",116131
2013,Imports,TURKEY,"Salt, stone & earths (25)",109068
2013,Imports,BELGIUM,"Lead, zinc & tin (78-80)",88744
2013,Imports,GERMANY,Nickel (75),88323
2013,Imports,UNITED STATES,Nickel (75),87834
2013,Imports,BELGIUM,Mineral fuels (27),81074
2013,Imports,FRANCE,Nickel (75),78879
2013,Imports,MEXICO,"Salt, stone & earths (25)",78349
2013,Imports,ARGENTINA,"Salt, stone & earths (25)",77023
2013,Imports,LUXEMBOURG,Copper (74),73074
2013,Imports,TURKEY,Mineral fuels (27),71946
2013,Imports,MALAYSIA,Nickel (75),71111
2013,Imports,FINLAND,Mineral fuels (27),69916
2013,Imports,ITALY,"Salt, stone & earths (25)",63218
2013,Imports,"HONDURAS, REPUBLIC OF",Copper (74),62992
2013,Imports,AUSTRIA,"Salt, stone & earths (25)",62655
2013,Imports,VIRGIN ISLANDS (BRITISH),"Salt, stone & earths (25)",58790
2013,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",54699
2013,Imports,SEYCHELLES REPUBLIC,Mineral fuels (27),47374
2013,Imports,MALAYSIA,Metal ores & concentrates (26),40644
2013,Imports,GERMANY,Metal ores & concentrates (26),40395
2013,Imports,SWEDEN,Copper (74),40025
2013,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",37526
2013,Imports,UKRAINE (UKRAINIAN S.S.R.),Mineral fuels (27),37422
2013,Imports,NETHERLANDS,Metal ores & concentrates (26),37211
2013,Imports,CANADA,"Salt, stone & earths (25)",33359
2013,Imports,HONG KONG,Nickel (75),33258
2013,Imports,IRAQ,Mineral fuels (27),31225
2013,Imports,HUNGARY,"Lead, zinc & tin (78-80)",29909
2013,Imports,ITALY,"Lead, zinc & tin (78-80)",26945
2013,Imports,INDIA,"Lead, zinc & tin (78-80)",26600
2013,Imports,NEW ZEALAND,"Salt, stone & earths (25)",23969
2013,Imports,UKRAINE (UKRAINIAN S.S.R.),"Salt, stone & earths (25)",23721
2013,Imports,BELGIUM,Metal ores & concentrates (26),20783
2013,Imports,POLAND,"Lead, zinc & tin (78-80)",18769
2013,Imports,UNITED KINGDOM,Nickel (75),15530
2013,Imports,SWITZERLAND,Gold (7108),14359
2013,Imports,NETHERLANDS,Copper (74),13252
2013,Imports,SPAIN,"Salt, stone & earths (25)",12548
2013,Imports,POLAND,Mineral fuels (27),11701
2013,Imports,BELGIUM,"Salt, stone & earths (25)",11498
2013,Imports,HONG KONG,Gold (7108),11300
2013,Imports,BELGIUM,Copper (74),6004
2013,Imports,SLOVENIA,"Lead, zinc & tin (78-80)",5177
2013,Imports,SWITZERLAND,Copper (74),4927
2013,Imports,ARGENTINA,Mineral fuels (27),4508
2013,Imports,DENMARK,"Lead, zinc & tin (78-80)",2794
2013,Imports,FRANCE,Gold (7108),2755
2013,Imports,NEW ZEALAND,Metal ores & concentrates (26),2419
2013,Imports,TAIWAN,Metal ores & concentrates (26),2356
2013,Imports,FRANCE,"Lead, zinc & tin (78-80)",2242
2013,Imports,FINLAND,Copper (74),1899
2013,Imports,KAZAKHSTAN,Copper (74),1842
2013,Imports,ISRAEL,Mineral fuels (27),1514
2013,Imports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",1356
2013,Imports,BRUNEI DARUSSALAM,"Salt, stone & earths (25)",1340
2013,Imports,DENMARK,Copper (74),1333
2013,Imports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",903
2013,Imports,NORWAY,Copper (74),862
2013,Imports,EGYPT ARAB REPUBLIC,Copper (74),861
2013,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",735
2013,Imports,CANADA,Copper (74),551
2013,Imports,MEXICO,Metal ores & concentrates (26),402
2013,Imports,SPAIN,Nickel (75),364
2013,Imports,SPAIN,Copper (74),147
2013,Imports,SPAIN,"Lead, zinc & tin (78-80)",74
2014,Exports,CHINA,Metal ores & concentrates (26),1681522945
2014,Exports,JAPAN,Metal ores & concentrates (26),823575943
2014,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),592445694
2014,Exports,SINGAPORE,Mineral fuels (27),557933532
2014,Exports,CHINA,Copper (74),404975002
2014,Exports,JAPAN,Nickel (75),326028089
2014,Exports,THAILAND,Mineral fuels (27),293362723
2014,Exports,CHINA,Mineral fuels (27),244529877
2014,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),206641441
2014,Exports,SWITZERLAND,Gold (7108),150267294
2014,Exports,JAPAN,Copper (74),101881628
2014,Exports,MALAYSIA,Mineral fuels (27),88689592
2014,Exports,CAMBODIA,Mineral fuels (27),75577233
2014,Exports,"KOREA, REP. (SOUTH)",Copper (74),63667501
2014,Exports,TAIWAN,Gold (7108),40338921
2014,Exports,JAPAN,Gold (7108),31112557
2014,Exports,TAIWAN,Copper (74),27594134
2014,Exports,HONG KONG,Gold (7108),27272887
2014,Exports,AUSTRALIA,Gold (7108),26790972
2014,Exports,AUSTRALIA,Metal ores & concentrates (26),26117414
2014,Exports,THAILAND,Copper (74),26034624
2014,Exports,HONG KONG,Copper (74),22480250
2014,Exports,CHINA,Gold (7108),17245142
2014,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",9093745
2014,Exports,INDIA,Metal ores & concentrates (26),8539887
2014,Exports,JAPAN,"Lead, zinc & tin (78-80)",7444723
2014,Exports,THAILAND,"Lead, zinc & tin (78-80)",7177441
2014,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",7026468
2014,Exports,TAIWAN,Mineral fuels (27),6556821
2014,Exports,TAIWAN,"Salt, stone & earths (25)",6519346
2014,Exports,"KOREA, DPR (NORTH)","Lead, zinc & tin (78-80)",6234481
2014,Exports,TAIWAN,"Lead, zinc & tin (78-80)",6148229
2014,Exports,CHINA,"Salt, stone & earths (25)",3587580
2014,Exports,JAPAN,"Salt, stone & earths (25)",3534854
2014,Exports,VIETNAM,Copper (74),2685828
2014,Exports,AUSTRALIA,Mineral fuels (27),2681486
2014,Exports,INDIA,Mineral fuels (27),2501961
2014,Exports,UNITED STATES,Mineral fuels (27),2438382
2014,Exports,INDONESIA,"Salt, stone & earths (25)",2153393
2014,Exports,MALAYSIA,Copper (74),1975931
2014,Exports,INDIA,"Salt, stone & earths (25)",1939005
2014,Exports,MALAYSIA,"Salt, stone & earths (25)",1903997
2014,Exports,SINGAPORE,"Salt, stone & earths (25)",1866396
2014,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",1842100
2014,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",1824490
2014,Exports,"MICRONESIA, FEDERATED STATES OF","Salt, stone & earths (25)",1471456
2014,Exports,MALAYSIA,Gold (7108),1453233
2014,Exports,HONG KONG,Metal ores & concentrates (26),1180676
2014,Exports,INDONESIA,"Lead, zinc & tin (78-80)",872475
2014,Exports,INDIA,"Lead, zinc & tin (78-80)",847337
2014,Exports,INDONESIA,Copper (74),672726
2014,Exports,CHINA,"Lead, zinc & tin (78-80)",634689
2014,Exports,INDONESIA,Mineral fuels (27),633740
2014,Exports,INDIA,Copper (74),594067
2014,Exports,UNITED STATES,Copper (74),547351
2014,Exports,"KOREA, DPR (NORTH)",Copper (74),465955
2014,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",410547
2014,Exports,BANGLADESH,"Lead, zinc & tin (78-80)",397161
2014,Exports,PAPUA NEW GUINEA,"Salt, stone & earths (25)",386000
2014,Exports,UNITED STATES,Gold (7108),359963
2014,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",348770
2014,Exports,HONG KONG,Mineral fuels (27),312665
2014,Exports,CANADA,Mineral fuels (27),306836
2014,Exports,PAPUA NEW GUINEA,Mineral fuels (27),274209
2014,Exports,VIETNAM,"Salt, stone & earths (25)",252089
2014,Exports,VIETNAM,Metal ores & concentrates (26),247719
2014,Exports,SINGAPORE,Copper (74),246683
2014,Exports,"KOREA, REP. (SOUTH)",Gold (7108),237506
2014,Exports,JAPAN,Mineral fuels (27),213940
2014,Exports,KYRGYZSTAN,Gold (7108),212555
2014,Exports,UNITED STATES,"Lead, zinc & tin (78-80)",205212
2014,Exports,GERMANY,"Lead, zinc & tin (78-80)",202291
2014,Exports,NEW ZEALAND,Mineral fuels (27),199841
2014,Exports,CZECH REPUBLIC,Copper (74),193494
2014,Exports,ITALY,"Lead, zinc & tin (78-80)",185192
2014,Exports,ITALY,Gold (7108),179213
2014,Exports,BELGIUM,"Lead, zinc & tin (78-80)",172743
2014,Exports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),141285
2014,Exports,SWEDEN,Mineral fuels (27),135038
2014,Exports,RUSSIA,"Salt, stone & earths (25)",132758
2014,Exports,MEXICO,"Lead, zinc & tin (78-80)",131117
2014,Exports,CHILE,"Salt, stone & earths (25)",124626
2014,Exports,FINLAND,Mineral fuels (27),124214
2014,Exports,HUNGARY,Copper (74),119200
2014,Exports,VIETNAM,Mineral fuels (27),116749
2014,Exports,SINGAPORE,Nickel (75),115462
2014,Exports,THAILAND,"Salt, stone & earths (25)",113475
2014,Exports,THAILAND,Gold (7108),105129
2014,Exports,HONG KONG,"Salt, stone & earths (25)",103076
2014,Exports,SINGAPORE,Metal ores & concentrates (26),96810
2014,Exports,CZECH REPUBLIC,"Lead, zinc & tin (78-80)",91889
2014,Exports,MEXICO,Copper (74),89477
2014,Exports,AUSTRIA,Mineral fuels (27),84057
2014,Exports,PAPUA NEW GUINEA,"Lead, zinc & tin (78-80)",76380
2014,Exports,NETHERLANDS,Nickel (75),69369
2014,Exports,GERMANY,"Salt, stone & earths (25)",67721
2014,Exports,SWITZERLAND,Metal ores & concentrates (26),67651
2014,Exports,TAIWAN,Metal ores & concentrates (26),65675
2014,Exports,GERMANY,Nickel (75),60175
2014,Exports,UNITED ARAB EMIRATES,Metal ores & concentrates (26),56400
2014,Exports,HONG KONG,Nickel (75),56391
2014,Exports,AUSTRALIA,"Salt, stone & earths (25)",53952
2014,Exports,AUSTRALIA,Copper (74),53055
2014,Exports,U.S. MINOR OUTLYING ISLANDS,Mineral fuels (27),52412
2014,Exports,GERMANY,Copper (74),52038
2014,Exports,THAILAND,Nickel (75),46912
2014,Exports,HONG KONG,"Lead, zinc & tin (78-80)",46142
2014,Exports,NORWAY,Mineral fuels (27),46113
2014,Exports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",45077
2014,Exports,NETHERLANDS,Copper (74),44400
2014,Exports,THAILAND,Metal ores & concentrates (26),41765
2014,Exports,UNITED STATES,"Salt, stone & earths (25)",39880
2014,Exports,"MARSHALL ISLANDS, REP. OF","Salt, stone & earths (25)",34530
2014,Exports,BELGIUM,"Salt, stone & earths (25)",31208
2014,Exports,NETHERLANDS,"Salt, stone & earths (25)",30978
2014,Exports,"MICRONESIA, FEDERATED STATES OF","Lead, zinc & tin (78-80)",30104
2014,Exports,FRANCE,"Salt, stone & earths (25)",28937
2014,Exports,MALAYSIA,Metal ores & concentrates (26),27133
2014,Exports,AUSTRALIA,"Lead, zinc & tin (78-80)",25102
2014,Exports,INDIA,Gold (7108),24000
2014,Exports,FINLAND,"Salt, stone & earths (25)",19525
2014,Exports,SRI LANKA (CEYLON),"Salt, stone & earths (25)",15362
2014,Exports,AFGHANISTAN,"Lead, zinc & tin (78-80)",12973
2014,Exports,UNITED KINGDOM,Copper (74),11000
2014,Exports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",10240
2014,Exports,SPAIN,"Lead, zinc & tin (78-80)",9870
2014,Exports,UNITED KINGDOM,"Salt, stone & earths (25)",9838
2014,Exports,PORTUGAL,"Lead, zinc & tin (78-80)",7133
2014,Exports,AUSTRIA,"Lead, zinc & tin (78-80)",5889
2014,Exports,TURKEY,"Salt, stone & earths (25)",5384
2014,Exports,SOLOMON ISLANDS (BRITISH),Mineral fuels (27),4731
2014,Exports,NEW CALEDONIA,Copper (74),4387
2014,Exports,NEW ZEALAND,"Lead, zinc & tin (78-80)",3955
2014,Exports,LEBANON,"Lead, zinc & tin (78-80)",3841
2014,Exports,BRAZIL,"Salt, stone & earths (25)",3420
2014,Exports,CANADA,"Lead, zinc & tin (78-80)",3175
2014,Exports,POLAND,"Lead, zinc & tin (78-80)",3093
2014,Exports,UNITED STATES,Nickel (75),2558
2014,Exports,CANADA,"Salt, stone & earths (25)",2005
2014,Exports,BRUNEI DARUSSALAM,Mineral fuels (27),1985
2014,Exports,ITALY,"Salt, stone & earths (25)",1892
2014,Exports,RUSSIA,"Lead, zinc & tin (78-80)",1777
2014,Exports,CANADA,Copper (74),1764
2014,Exports,BAHRAIN,"Salt, stone & earths (25)",1632
2014,Exports,FINLAND,"Lead, zinc & tin (78-80)",1449
2014,Exports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",1005
2014,Exports,FRANCE,Copper (74),826
2014,Exports,SINGAPORE,Gold (7108),809
2014,Exports,PACIFIC TRUST TERRITORY,"Salt, stone & earths (25)",450
2014,Exports,KENYA,"Salt, stone & earths (25)",420
2014,Exports,PAPUA NEW GUINEA,Copper (74),356
2014,Exports,MALAYSIA,Nickel (75),240
2014,Exports,INDONESIA,Gold (7108),31
2014,Imports,SAUDI ARABIA,Mineral fuels (27),3172040175
2014,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),2331623440
2014,Imports,TAIWAN,Mineral fuels (27),1673218221
2014,Imports,CHINA,Mineral fuels (27),1015027334
2014,Imports,RUSSIA,Mineral fuels (27),951120664
2014,Imports,SINGAPORE,Mineral fuels (27),937854784
2014,Imports,INDONESIA,Mineral fuels (27),791504708
2014,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),784184102
2014,Imports,QATAR,Mineral fuels (27),591278794
2014,Imports,MALAYSIA,Mineral fuels (27),577874540
2014,Imports,THAILAND,Mineral fuels (27),367656918
2014,Imports,INDIA,Mineral fuels (27),129972745
2014,Imports,"KOREA, REP. (SOUTH)",Copper (74),127982223
2014,Imports,VIETNAM,Mineral fuels (27),90764712
2014,Imports,TAIWAN,Copper (74),84648827
2014,Imports,AUSTRALIA,Metal ores & concentrates (26),77544882
2014,Imports,BRUNEI DARUSSALAM,Mineral fuels (27),69711520
2014,Imports,VIETNAM,"Salt, stone & earths (25)",57352956
2014,Imports,PERU,Metal ores & concentrates (26),45300931
2014,Imports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",38318726
2014,Imports,CANADA,Metal ores & concentrates (26),36930525
2014,Imports,HONG KONG,Mineral fuels (27),36589293
2014,Imports,JAPAN,Copper (74),34961539
2014,Imports,INDONESIA,Copper (74),33033730
2014,Imports,CHINA,Copper (74),32985814
2014,Imports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",25990517
2014,Imports,KUWAIT,Mineral fuels (27),23451924
2014,Imports,CHINA,"Salt, stone & earths (25)",23150173
2014,Imports,AUSTRALIA,Mineral fuels (27),23001093
2014,Imports,THAILAND,"Salt, stone & earths (25)",22491133
2014,Imports,AUSTRALIA,"Salt, stone & earths (25)",20596974
2014,Imports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),20146169
2014,Imports,JAPAN,"Lead, zinc & tin (78-80)",19832849
2014,Imports,PAPUA NEW GUINEA,Metal ores & concentrates (26),18816905
2014,Imports,JAPAN,Mineral fuels (27),17746755
2014,Imports,MALAYSIA,Copper (74),17661984
2014,Imports,HONG KONG,Copper (74),16797036
2014,Imports,NIGERIA,Mineral fuels (27),15554331
2014,Imports,THAILAND,Metal ores & concentrates (26),15469850
2014,Imports,MALAYSIA,"Salt, stone & earths (25)",15306654
2014,Imports,MALAYSIA,"Lead, zinc & tin (78-80)",13992937
2014,Imports,JAPAN,"Salt, stone & earths (25)",12062264
2014,Imports,TAIWAN,"Salt, stone & earths (25)",11360731
2014,Imports,JAPAN,Metal ores & concentrates (26),10844269
2014,Imports,THAILAND,Copper (74),10633657
2014,Imports,UNITED STATES,Mineral fuels (27),10489915
2014,Imports,UKRAINE (UKRAINIAN S.S.R.),Metal ores & concentrates (26),8315067
2014,Imports,TAIWAN,"Lead, zinc & tin (78-80)",8117828
2014,Imports,TURKEY,Metal ores & concentrates (26),7622582
2014,Imports,TAIWAN,Metal ores & concentrates (26),7612490
2014,Imports,BULGARIA,Copper (74),6963473
2014,Imports,VIETNAM,"Lead, zinc & tin (78-80)",5717027
2014,Imports,SINGAPORE,Copper (74),4162087
2014,Imports,INDIA,"Lead, zinc & tin (78-80)",4140538
2014,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",4100965
2014,Imports,UNITED STATES,"Salt, stone & earths (25)",3774207
2014,Imports,BRAZIL,Metal ores & concentrates (26),3772853
2014,Imports,JAPAN,Gold (7108),3326182
2014,Imports,GERMANY,"Salt, stone & earths (25)",3253706
2014,Imports,UNITED ARAB EMIRATES,Copper (74),3081342
2014,Imports,UNITED STATES,Copper (74),2872889
2014,Imports,HONG KONG,"Lead, zinc & tin (78-80)",2784162
2014,Imports,CHINA,"Lead, zinc & tin (78-80)",2538302
2014,Imports,GERMANY,Copper (74),2403927
2014,Imports,INDIA,Copper (74),2357094
2014,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",2001433
2014,Imports,CHINA,Metal ores & concentrates (26),1963534
2014,Imports,BELGIUM,Copper (74),1938958
2014,Imports,PERU,"Lead, zinc & tin (78-80)",1913491
2014,Imports,CANADA,"Lead, zinc & tin (78-80)",1907586
2014,Imports,SINGAPORE,Gold (7108),1829188
2014,Imports,INDIA,"Salt, stone & earths (25)",1826264
2014,Imports,BELGIUM,"Lead, zinc & tin (78-80)",1671771
2014,Imports,IRAN,Mineral fuels (27),1597493
2014,Imports,INDONESIA,"Salt, stone & earths (25)",1595752
2014,Imports,INDONESIA,Metal ores & concentrates (26),1389597
2014,Imports,AUSTRALIA,Copper (74),1232087
2014,Imports,GERMANY,Mineral fuels (27),1231529
2014,Imports,CANADA,Nickel (75),1057414
2014,Imports,RUSSIA,"Salt, stone & earths (25)",1052269
2014,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",998798
2014,Imports,SINGAPORE,Nickel (75),686832
2014,Imports,OMAN,Mineral fuels (27),608400
2014,Imports,SPAIN,Copper (74),596298
2014,Imports,CHINA,Gold (7108),595841
2014,Imports,"KOREA, REP. (SOUTH)",Nickel (75),559971
2014,Imports,ITALY,Copper (74),538610
2014,Imports,CYPRUS,Mineral fuels (27),497425
2014,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",471973
2014,Imports,NETHERLANDS,Mineral fuels (27),415872
2014,Imports,GERMANY,"Lead, zinc & tin (78-80)",410793
2014,Imports,PAPUA NEW GUINEA,Mineral fuels (27),405213
2014,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",389199
2014,Imports,TAIWAN,Nickel (75),369319
2014,Imports,THAILAND,"Lead, zinc & tin (78-80)",368038
2014,Imports,BELGIUM,Mineral fuels (27),356516
2014,Imports,VIETNAM,Copper (74),356167
2014,Imports,UNITED KINGDOM,Mineral fuels (27),348975
2014,Imports,SWITZERLAND,"Salt, stone & earths (25)",343019
2014,Imports,KAZAKHSTAN,"Lead, zinc & tin (78-80)",341016
2014,Imports,CHINA,Nickel (75),329292
2014,Imports,AUSTRALIA,Nickel (75),318427
2014,Imports,SAUDI ARABIA,Copper (74),302022
2014,Imports,SWITZERLAND,Copper (74),291291
2014,Imports,SINGAPORE,"Salt, stone & earths (25)",269693
2014,Imports,NEW ZEALAND,Copper (74),265343
2014,Imports,"KOREA, REP. (SOUTH)",Gold (7108),254748
2014,Imports,NETHERLANDS,Copper (74),254529
2014,Imports,TURKEY,Mineral fuels (27),232904
2014,Imports,FRANCE,Copper (74),223997
2014,Imports,NETHERLANDS,Metal ores & concentrates (26),197360
2014,Imports,BRAZIL,"Salt, stone & earths (25)",196811
2014,Imports,NETHERLANDS,"Salt, stone & earths (25)",185409
2014,Imports,UNITED KINGDOM,Copper (74),172994
2014,Imports,BELGIUM,"Salt, stone & earths (25)",169618
2014,Imports,JAPAN,Nickel (75),163348
2014,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),158164
2014,Imports,AUSTRIA,"Salt, stone & earths (25)",144437
2014,Imports,ISRAEL,"Salt, stone & earths (25)",144035
2014,Imports,HONG KONG,"Salt, stone & earths (25)",143252
2014,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",137473
2014,Imports,GERMANY,Gold (7108),135086
2014,Imports,ITALY,"Salt, stone & earths (25)",133167
2014,Imports,INDIA,Nickel (75),127960
2014,Imports,FRANCE,"Salt, stone & earths (25)",121817
2014,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",110710
2014,Imports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),109266
2014,Imports,HONG KONG,Gold (7108),106007
2014,Imports,SPAIN,Mineral fuels (27),104178
2014,Imports,MALAYSIA,Nickel (75),99074
2014,Imports,AZERBAIJAN,"Salt, stone & earths (25)",98539
2014,Imports,GERMANY,Nickel (75),89498
2014,Imports,MEXICO,"Lead, zinc & tin (78-80)",85123
2014,Imports,ARGENTINA,Copper (74),83855
2014,Imports,INDONESIA,"Lead, zinc & tin (78-80)",77737
2014,Imports,ITALY,Mineral fuels (27),69782
2014,Imports,HONG KONG,Nickel (75),66344
2014,Imports,CANADA,"Salt, stone & earths (25)",62059
2014,Imports,SWEDEN,Mineral fuels (27),61981
2014,Imports,UNITED STATES,Gold (7108),60349
2014,Imports,CYPRUS,"Salt, stone & earths (25)",56544
2014,Imports,TURKEY,Copper (74),56520
2014,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",54978
2014,Imports,UKRAINE (UKRAINIAN S.S.R.),"Salt, stone & earths (25)",52582
2014,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",52461
2014,Imports,UNITED KINGDOM,Nickel (75),46921
2014,Imports,ITALY,Metal ores & concentrates (26),41518
2014,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",39442
2014,Imports,ISRAEL,Mineral fuels (27),36171
2014,Imports,TURKEY,"Salt, stone & earths (25)",33211
2014,Imports,UNITED STATES,Nickel (75),31445
2014,Imports,INDIA,Metal ores & concentrates (26),29791
2014,Imports,SERBIA,Mineral fuels (27),27042
2014,Imports,MEXICO,"Salt, stone & earths (25)",24244
2014,Imports,POLAND,"Lead, zinc & tin (78-80)",24225
2014,Imports,FINLAND,"Salt, stone & earths (25)",22727
2014,Imports,NEW ZEALAND,"Salt, stone & earths (25)",20754
2014,Imports,HONG KONG,Metal ores & concentrates (26),19532
2014,Imports,FRANCE,Mineral fuels (27),17834
2014,Imports,FRANCE,"Lead, zinc & tin (78-80)",17368
