year,direction,country,mineral_type,value_usd
2022,Imports,BAHRAIN,"Salt, stone & earths (25)",39
2023,Exports,CHINA,Metal ores & concentrates (26),1512656872
2023,Exports,CHINA,Copper (74),1073255244
2023,Exports,THAILAND,Copper (74),521643583
2023,Exports,HONG KONG,Gold (7108),495754947
2023,Exports,JAPAN,Nickel (75),489213917
2023,Exports,SWITZERLAND,Gold (7108),486958954
2023,Exports,JAPAN,Metal ores & concentrates (26),447258689
2023,Exports,CHINA,Mineral fuels (27),390266021
2023,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),201931175
2023,Exports,VIETNAM,Copper (74),164252085
2023,Exports,TAIWAN,Copper (74),156697601
2023,Exports,"KOREA, REP. (SOUTH)",Copper (74),155926340
2023,Exports,INDIA,Copper (74),133818316
2023,Exports,INDIA,Gold (7108),128410816
2023,Exports,INDONESIA,Copper (74),126689830
2023,Exports,SINGAPORE,Metal ores & concentrates (26),114935823
2023,Exports,THAILAND,Mineral fuels (27),109708970
2023,Exports,INDIA,Metal ores & concentrates (26),73783748
2023,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),69880485
2023,Exports,AUSTRALIA,Gold (7108),68896522
2023,Exports,MALAYSIA,Copper (74),67414904
2023,Exports,INDIA,"Lead, zinc & tin (78-80)",62576061
2023,Exports,JAPAN,Copper (74),51985825
2023,Exports,AUSTRALIA,Copper (74),51697807
2023,Exports,BRUNEI DARUSSALAM,Mineral fuels (27),46833000
2023,Exports,SINGAPORE,Mineral fuels (27),33700815
2023,Exports,JAPAN,Mineral fuels (27),16233047
2023,Exports,TAIWAN,Gold (7108),12635521
2023,Exports,INDIA,Mineral fuels (27),10339364
2023,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",9113540
2023,Exports,BELGIUM,Nickel (75),7873030
2023,Exports,THAILAND,"Lead, zinc & tin (78-80)",7272247
2023,Exports,TAIWAN,Mineral fuels (27),6901043
2023,Exports,VIETNAM,Mineral fuels (27),6890596
2023,Exports,CHINA,Gold (7108),6588345
2023,Exports,JAPAN,"Lead, zinc & tin (78-80)",6192155
2023,Exports,MALAYSIA,Mineral fuels (27),6175673
2023,Exports,INDONESIA,Metal ores & concentrates (26),5247812
2023,Exports,TAIWAN,"Salt, stone & earths (25)",5200074
2023,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",4890044
2023,Exports,HONG KONG,Metal ores & concentrates (26),4643535
2023,Exports,CHINA,"Salt, stone & earths (25)",4310211
2023,Exports,HONG KONG,Copper (74),4277466
2023,Exports,JAPAN,Gold (7108),3192266
2023,Exports,SINGAPORE,"Salt, stone & earths (25)",3013509
2023,Exports,CHINA,"Lead, zinc & tin (78-80)",2143054
2023,Exports,MALAYSIA,Gold (7108),2080133
2023,Exports,JAPAN,"Salt, stone & earths (25)",1863237
2023,Exports,SINGAPORE,Copper (74),1847442
2023,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",1814816
2023,Exports,INDONESIA,"Salt, stone & earths (25)",1674770
2023,Exports,INDONESIA,Mineral fuels (27),1596000
2023,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",1513134
2023,Exports,VIETNAM,Metal ores & concentrates (26),1473362
2023,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",1471095
2023,Exports,ITALY,Gold (7108),1153797
2023,Exports,GERMANY,Copper (74),943759
2023,Exports,TAIWAN,"Lead, zinc & tin (78-80)",929811
2023,Exports,CAMBODIA,"Lead, zinc & tin (78-80)",563780
2023,Exports,UNITED STATES,Copper (74),485764
2023,Exports,"MICRONESIA, FEDERATED STATES OF","Salt, stone & earths (25)",448944
2023,Exports,MALAYSIA,Metal ores & concentrates (26),430131
2023,Exports,UNITED STATES,"Salt, stone & earths (25)",395815
2023,Exports,"KOREA, REP. (SOUTH)",Nickel (75),342446
2023,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",326961
2023,Exports,TURKEY,Copper (74),312268
2023,Exports,TURKEY,"Lead, zinc & tin (78-80)",282580
2023,Exports,MALAYSIA,Nickel (75),282543
2023,Exports,UNITED STATES,Metal ores & concentrates (26),255299
2023,Exports,VIETNAM,"Salt, stone & earths (25)",229752
2023,Exports,BELGIUM,Metal ores & concentrates (26),200000
2023,Exports,GERMANY,"Lead, zinc & tin (78-80)",187690
2023,Exports,MALAYSIA,"Salt, stone & earths (25)",108672
2023,Exports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",105718
2023,Exports,MEXICO,Copper (74),95051
2023,Exports,INDONESIA,"Lead, zinc & tin (78-80)",89178
2023,Exports,CAMBODIA,Copper (74),80085
2023,Exports,NETHERLANDS,Copper (74),77330
2023,Exports,INDIA,"Salt, stone & earths (25)",77148
2023,Exports,SINGAPORE,Nickel (75),74761
2023,Exports,HUNGARY,"Lead, zinc & tin (78-80)",74200
2023,Exports,VIETNAM,"Lead, zinc & tin (78-80)",68124
2023,Exports,THAILAND,Gold (7108),60802
2023,Exports,"KOREA, REP. (SOUTH)",Gold (7108),58561
2023,Exports,AUSTRALIA,Mineral fuels (27),39564
2023,Exports,PAPUA NEW GUINEA,"Salt, stone & earths (25)",38000
2023,Exports,UNITED STATES,Mineral fuels (27),37456
2023,Exports,THAILAND,"Salt, stone & earths (25)",36413
2023,Exports,BRAZIL,Nickel (75),34175
2023,Exports,CAMBODIA,Mineral fuels (27),30673
2023,Exports,BRAZIL,"Salt, stone & earths (25)",25772
2023,Exports,SINGAPORE,Gold (7108),24493
2023,Exports,PAPUA NEW GUINEA,"Lead, zinc & tin (78-80)",24000
2023,Exports,"PALAU, REP. OF",Copper (74),17585
2023,Exports,TAIWAN,Metal ores & concentrates (26),16000
2023,Exports,INDONESIA,Gold (7108),15220
2023,Exports,NETHERLANDS,"Lead, zinc & tin (78-80)",13602
2023,Exports,THAILAND,Nickel (75),13104
2023,Exports,TURKEY,Metal ores & concentrates (26),10000
2023,Exports,UNITED ARAB EMIRATES,Metal ores & concentrates (26),8750
2023,Exports,GERMANY,"Salt, stone & earths (25)",8146
2023,Exports,FRANCE,Copper (74),7510
2023,Exports,HONG KONG,"Salt, stone & earths (25)",6102
2023,Exports,"PAKISTAN, ISLAMIC REP. OF","Lead, zinc & tin (78-80)",6000
2023,Exports,PAPUA NEW GUINEA,Copper (74),5698
2023,Exports,BELGIUM,"Salt, stone & earths (25)",5467
2023,Exports,"MICRONESIA, FEDERATED STATES OF",Copper (74),4370
2023,Exports,FRANCE,"Lead, zinc & tin (78-80)",4109
2023,Exports,"MARSHALL ISLANDS, REP. OF",Copper (74),4000
2023,Exports,UNITED KINGDOM,Copper (74),3911
2023,Exports,SAUDI ARABIA,Copper (74),3526
2023,Exports,UNITED KINGDOM,Nickel (75),3353
2023,Exports,UNITED ARAB EMIRATES,Mineral fuels (27),2526
2023,Exports,UNITED STATES,"Lead, zinc & tin (78-80)",2379
2023,Exports,BELGIUM,"Lead, zinc & tin (78-80)",2000
2023,Exports,CANADA,"Salt, stone & earths (25)",1978
2023,Exports,"MICRONESIA, FEDERATED STATES OF",Mineral fuels (27),1944
2023,Exports,ITALY,Copper (74),1522
2023,Exports,AUSTRALIA,"Salt, stone & earths (25)",1229
2023,Exports,UNITED STATES,Nickel (75),1222
2023,Exports,RUSSIA,Mineral fuels (27),1171
2023,Exports,SWITZERLAND,Copper (74),960
2023,Exports,RUSSIA,"Salt, stone & earths (25)",866
2023,Exports,FINLAND,Copper (74),757
2023,Exports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),750
2023,Exports,UNITED ARAB EMIRATES,Copper (74),554
2023,Exports,AUSTRIA,Copper (74),526
2023,Exports,SPAIN,Copper (74),403
2023,Exports,BRUNEI DARUSSALAM,Copper (74),261
2023,Exports,OMAN,Copper (74),249
2023,Exports,GREECE,Copper (74),245
2023,Exports,ITALY,Nickel (75),222
2023,Exports,SYRIAN ARAB REPUBLIC,Copper (74),200
2023,Exports,SAUDI ARABIA,"Salt, stone & earths (25)",116
2023,Exports,GUATEMALA,Copper (74),100
2023,Exports,MAURITIUS,"Salt, stone & earths (25)",79
2023,Exports,"PALAU, REP. OF","Lead, zinc & tin (78-80)",41
2023,Exports,PAPUA NEW GUINEA,Mineral fuels (27),35
2023,Exports,MOROCCO,Copper (74),34
2023,Imports,INDONESIA,Mineral fuels (27),4044616324
2023,Imports,CHINA,Mineral fuels (27),3495315367
2023,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),3177061782
2023,Imports,SAUDI ARABIA,Mineral fuels (27),2265157308
2023,Imports,AUSTRALIA,Metal ores & concentrates (26),1884520927
2023,Imports,SINGAPORE,Mineral fuels (27),1831459081
2023,Imports,MALAYSIA,Mineral fuels (27),1626479246
2023,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),1439205469
2023,Imports,INDONESIA,Metal ores & concentrates (26),679974683
2023,Imports,BRAZIL,Metal ores & concentrates (26),648662976
2023,Imports,VIETNAM,"Salt, stone & earths (25)",471811979
2023,Imports,JAPAN,Mineral fuels (27),424848118
2023,Imports,THAILAND,Mineral fuels (27),399365141
2023,Imports,KUWAIT,Mineral fuels (27),385506653
2023,Imports,IRAQ,Mineral fuels (27),385405167
2023,Imports,TAIWAN,Mineral fuels (27),331621472
2023,Imports,QATAR,Mineral fuels (27),322125749
2023,Imports,BRUNEI DARUSSALAM,Mineral fuels (27),234906190
2023,Imports,JAPAN,Copper (74),199120796
2023,Imports,THAILAND,Copper (74),196132483
2023,Imports,UNITED STATES,Mineral fuels (27),186399421
2023,Imports,CANADA,Metal ores & concentrates (26),179743551
2023,Imports,"KOREA, REP. (SOUTH)",Copper (74),168214580
2023,Imports,CHINA,Copper (74),161419256
2023,Imports,INDIA,Mineral fuels (27),155566843
2023,Imports,PAPUA NEW GUINEA,Metal ores & concentrates (26),145337595
2023,Imports,MEXICO,Metal ores & concentrates (26),120989642
2023,Imports,OMAN,Mineral fuels (27),114250495
2023,Imports,VIETNAM,Mineral fuels (27),88092727
2023,Imports,AUSTRALIA,Mineral fuels (27),84280390
2023,Imports,TAIWAN,Copper (74),80472668
2023,Imports,EGYPT ARAB REPUBLIC,Mineral fuels (27),75818860
2023,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",73658735
2023,Imports,PERU,Metal ores & concentrates (26),68624478
2023,Imports,ALGERIA,Mineral fuels (27),64959475
2023,Imports,SERBIA,Metal ores & concentrates (26),63802919
2023,Imports,CHILE,Metal ores & concentrates (26),59678649
2023,Imports,MYANMAR,Metal ores & concentrates (26),55303222
2023,Imports,MALAYSIA,"Lead, zinc & tin (78-80)",49562973
2023,Imports,MALAYSIA,Copper (74),46389077
2023,Imports,AUSTRALIA,"Salt, stone & earths (25)",45274768
2023,Imports,CHINA,"Salt, stone & earths (25)",43746980
2023,Imports,VIETNAM,Copper (74),42753921
2023,Imports,NIGERIA,Mineral fuels (27),39252929
2023,Imports,INDONESIA,"Salt, stone & earths (25)",37660050
2023,Imports,SINGAPORE,Gold (7108),36164081
2023,Imports,JAPAN,"Salt, stone & earths (25)",35077381
2023,Imports,RUSSIA,Mineral fuels (27),33213958
2023,Imports,INDIA,Metal ores & concentrates (26),31410248
2023,Imports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",30483505
2023,Imports,UNITED ARAB EMIRATES,Copper (74),25760153
2023,Imports,INDONESIA,Copper (74),24765001
2023,Imports,ERITREA,Metal ores & concentrates (26),23842117
2023,Imports,JAPAN,"Lead, zinc & tin (78-80)",20744333
2023,Imports,MALAYSIA,"Salt, stone & earths (25)",17512165
2023,Imports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",16867417
2023,Imports,ALGERIA,"Salt, stone & earths (25)",12748606
2023,Imports,CHINA,Metal ores & concentrates (26),11662249
2023,Imports,TOGO,"Salt, stone & earths (25)",11421900
2023,Imports,ANGOLA,Mineral fuels (27),11352957
2023,Imports,JAPAN,Nickel (75),11170841
2023,Imports,SWITZERLAND,Mineral fuels (27),11012743
2023,Imports,THAILAND,"Salt, stone & earths (25)",10212440
2023,Imports,"KOREA, REP. (SOUTH)",Nickel (75),9959992
2023,Imports,MOROCCO,"Salt, stone & earths (25)",9252372
2023,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",8649370
2023,Imports,VIETNAM,Metal ores & concentrates (26),7524274
2023,Imports,JAPAN,Gold (7108),6961033
2023,Imports,GERMANY,Copper (74),6816241
2023,Imports,SINGAPORE,Copper (74),6230268
2023,Imports,UNITED STATES,"Salt, stone & earths (25)",6061449
2023,Imports,"NAURU, REP. OF","Salt, stone & earths (25)",5744745
2023,Imports,OMAN,"Salt, stone & earths (25)",5640066
2023,Imports,JAPAN,Metal ores & concentrates (26),5526037
2023,Imports,"KOREA, REP. (SOUTH)",Gold (7108),5402728
2023,Imports,CHINA,"Lead, zinc & tin (78-80)",4674651
2023,Imports,COLOMBIA,Metal ores & concentrates (26),4296845
2023,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",3709240
2023,Imports,TAIWAN,"Lead, zinc & tin (78-80)",3681818
2023,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",3596763
2023,Imports,CHINA,Nickel (75),3462088
2023,Imports,UNITED STATES,Metal ores & concentrates (26),3298139
2023,Imports,PERU,Mineral fuels (27),3013710
2023,Imports,INDONESIA,"Lead, zinc & tin (78-80)",2985428
2023,Imports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",2925081
2023,Imports,BELGIUM,Nickel (75),2654030
2023,Imports,INDIA,Copper (74),2600032
2023,Imports,HONG KONG,"Lead, zinc & tin (78-80)",2569010
2023,Imports,FINLAND,Nickel (75),2445110
2023,Imports,SWITZERLAND,Copper (74),2436390
2023,Imports,UNITED STATES,Copper (74),2435115
2023,Imports,INDIA,"Salt, stone & earths (25)",2202519
2023,Imports,PERU,"Lead, zinc & tin (78-80)",1912459
2023,Imports,GERMANY,Mineral fuels (27),1795702
2023,Imports,GERMANY,Metal ores & concentrates (26),1587634
2023,Imports,UNITED STATES,Nickel (75),1583020
2023,Imports,HONG KONG,Copper (74),1538190
2023,Imports,CZECH REPUBLIC,Copper (74),1506600
2023,Imports,INDIA,Nickel (75),1444465
2023,Imports,RUSSIA,"Salt, stone & earths (25)",1375107
2023,Imports,GERMANY,"Lead, zinc & tin (78-80)",1294601
2023,Imports,AUSTRIA,Nickel (75),1186543
2023,Imports,FRANCE,Mineral fuels (27),1162812
2023,Imports,TAIWAN,Metal ores & concentrates (26),1138768
2023,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),1130781
2023,Imports,TAIWAN,"Salt, stone & earths (25)",1123203
2023,Imports,NEW ZEALAND,Copper (74),1107671
2023,Imports,ITALY,Copper (74),1016367
2023,Imports,SPAIN,Copper (74),988556
2023,Imports,FRANCE,Copper (74),975184
2023,Imports,NEW ZEALAND,"Salt, stone & earths (25)",883486
2023,Imports,HONG KONG,Mineral fuels (27),877193
2023,Imports,BELGIUM,Mineral fuels (27),865792
2023,Imports,POLAND,Mineral fuels (27),830116
2023,Imports,THAILAND,Nickel (75),829904
2023,Imports,TURKEY,Copper (74),822684
2023,Imports,NETHERLANDS,Mineral fuels (27),721444
2023,Imports,UNITED KINGDOM,Mineral fuels (27),717806
2023,Imports,AUSTRALIA,Nickel (75),665068
2023,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",640821
2023,Imports,SWITZERLAND,Nickel (75),631930
2023,Imports,CANADA,"Lead, zinc & tin (78-80)",620203
2023,Imports,NETHERLANDS,Nickel (75),616818
2023,Imports,CHINA,Gold (7108),564999
2023,Imports,BAHRAIN,Mineral fuels (27),554299
2023,Imports,CANADA,Mineral fuels (27),541198
2023,Imports,UKRAINE (UKRAINIAN S.S.R.),Metal ores & concentrates (26),528541
2023,Imports,UNITED KINGDOM,Nickel (75),522987
2023,Imports,BRAZIL,Copper (74),507260
2023,Imports,PORTUGAL,Copper (74),465192
2023,Imports,INDIA,"Lead, zinc & tin (78-80)",462329
2023,Imports,AUSTRALIA,Gold (7108),454157
2023,Imports,THAILAND,"Lead, zinc & tin (78-80)",439100
2023,Imports,GERMANY,Nickel (75),432723
2023,Imports,ARGENTINA,"Salt, stone & earths (25)",394623
2023,Imports,FRANCE,Nickel (75),383423
2023,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",374379
2023,Imports,TURKEY,Mineral fuels (27),373239
2023,Imports,ITALY,Mineral fuels (27),369246
2023,Imports,BANGLADESH,Copper (74),351783
2023,Imports,NETHERLANDS,Copper (74),343643
2023,Imports,TAIWAN,Nickel (75),300499
2023,Imports,TURKEY,"Salt, stone & earths (25)",276186
2023,Imports,UNITED KINGDOM,Copper (74),271635
2023,Imports,SPAIN,"Salt, stone & earths (25)",246326
2023,Imports,HONG KONG,Nickel (75),242272
2023,Imports,CANADA,Nickel (75),236044
2023,Imports,GERMANY,"Salt, stone & earths (25)",231358
2023,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",226916
2023,Imports,HONG KONG,Gold (7108),223989
2023,Imports,VIETNAM,"Lead, zinc & tin (78-80)",221001
2023,Imports,ARGENTINA,Mineral fuels (27),209108
2023,Imports,FRANCE,"Salt, stone & earths (25)",205645
2023,Imports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),189277
2023,Imports,SINGAPORE,Nickel (75),168339
2023,Imports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",164693
2023,Imports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",155688
2023,Imports,NORWAY,Nickel (75),149170
2023,Imports,BELGIUM,Copper (74),149062
2023,Imports,BULGARIA,"Lead, zinc & tin (78-80)",147815
2023,Imports,AUSTRALIA,Copper (74),146105
2023,Imports,UNITED STATES,Gold (7108),132611
2023,Imports,GREECE,"Salt, stone & earths (25)",131875
2023,Imports,SIERRA LEONE,Metal ores & concentrates (26),128370
2023,Imports,GEORGIA,"Salt, stone & earths (25)",122788
2023,Imports,SWEDEN,Mineral fuels (27),117546
2023,Imports,SPAIN,Mineral fuels (27),109641
2023,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",107827
2023,Imports,LIECHTENSTEIN,Mineral fuels (27),101815
2023,Imports,ITALY,Nickel (75),80967
2023,Imports,NETHERLANDS,"Salt, stone & earths (25)",76353
2023,Imports,CANADA,"Salt, stone & earths (25)",69445
2023,Imports,PAPUA NEW GUINEA,Copper (74),67322
2023,Imports,DENMARK,Mineral fuels (27),64697
2023,Imports,SPAIN,"Lead, zinc & tin (78-80)",63585
2023,Imports,EGYPT ARAB REPUBLIC,Copper (74),63352
2023,Imports,ISRAEL,"Salt, stone & earths (25)",54658
2023,Imports,CROATIA,"Salt, stone & earths (25)",54433
2023,Imports,LUXEMBOURG,Copper (74),53026
2023,Imports,ITALY,"Salt, stone & earths (25)",43902
2023,Imports,HONG KONG,"Salt, stone & earths (25)",39443
2023,Imports,FINLAND,"Salt, stone & earths (25)",33178
2023,Imports,AUSTRIA,Copper (74),32230
2023,Imports,ISRAEL,Mineral fuels (27),30359
2023,Imports,POLAND,"Lead, zinc & tin (78-80)",27052
2023,Imports,ITALY,Gold (7108),26217
2023,Imports,SWEDEN,Copper (74),25634
2023,Imports,MEXICO,Copper (74),25606
2023,Imports,ANDORRA,Mineral fuels (27),24389
2023,Imports,NORWAY,"Salt, stone & earths (25)",22948
2023,Imports,SINGAPORE,"Salt, stone & earths (25)",22706
2023,Imports,BELGIUM,"Salt, stone & earths (25)",20374
2023,Imports,SWITZERLAND,"Salt, stone & earths (25)",20224
2023,Imports,MALAYSIA,Nickel (75),17765
2023,Imports,NORWAY,Copper (74),17224
2023,Imports,TURKEY,Nickel (75),15427
2023,Imports,THAILAND,Metal ores & concentrates (26),15270
2023,Imports,MEXICO,Mineral fuels (27),14933
2023,Imports,AUSTRIA,Mineral fuels (27),13914
2023,Imports,FINLAND,Copper (74),12154
2023,Imports,BELGIUM,Metal ores & concentrates (26),12134
2023,Imports,POLAND,Copper (74),11374
2023,Imports,FINLAND,Mineral fuels (27),11141
2023,Imports,NEW ZEALAND,Metal ores & concentrates (26),10920
2023,Imports,CANADA,Copper (74),9867
2023,Imports,ISRAEL,Copper (74),9804
2023,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",9507
2023,Imports,MEXICO,"Salt, stone & earths (25)",9234
2023,Imports,MEXICO,"Lead, zinc & tin (78-80)",9110
2023,Imports,URUGUAY,Mineral fuels (27),8887
2023,Imports,VIETNAM,Nickel (75),8790
2023,Imports,ITALY,"Lead, zinc & tin (78-80)",8340
2023,Imports,UKRAINE (UKRAINIAN S.S.R.),Mineral fuels (27),7990
2023,Imports,FRANCE,"Lead, zinc & tin (78-80)",7801
2023,Imports,BELGIUM,"Lead, zinc & tin (78-80)",7788
2023,Imports,CZECH REPUBLIC,Nickel (75),7601
2023,Imports,MYANMAR,Copper (74),6771
2023,Imports,GUATEMALA,Copper (74),6507
2023,Imports,RUSSIA,Copper (74),5886
2023,Imports,SWEDEN,Nickel (75),4489
2023,Imports,AUSTRIA,"Salt, stone & earths (25)",4389
2023,Imports,"SOUTH AFRICA, REP. OF",Copper (74),3902
2023,Imports,GREECE,Mineral fuels (27),3399
2023,Imports,LUXEMBOURG,"Lead, zinc & tin (78-80)",3195
2023,Imports,GERMANY,Gold (7108),3177
2023,Imports,JORDAN,Copper (74),2972
2023,Imports,UNITED ARAB EMIRATES,Nickel (75),2736
2023,Imports,LUXEMBOURG,Mineral fuels (27),2717
2023,Imports,DENMARK,"Lead, zinc & tin (78-80)",2495
2023,Imports,INDONESIA,Nickel (75),2016
2023,Imports,QATAR,Copper (74),1959
2023,Imports,DENMARK,Copper (74),1911
2023,Imports,SWEDEN,"Lead, zinc & tin (78-80)",1847
2023,Imports,SLOVENIA,Copper (74),1728
2023,Imports,DENMARK,Gold (7108),1698
2023,Imports,ROMANIA,Copper (74),1486
2023,Imports,INDIA,Gold (7108),1442
2023,Imports,PERU,Copper (74),1297
2023,Imports,NORWAY,"Lead, zinc & tin (78-80)",832
2023,Imports,SLOVAKIA,Copper (74),803
2023,Imports,FINLAND,"Lead, zinc & tin (78-80)",622
2023,Imports,FRANCE,Metal ores & concentrates (26),604
2023,Imports,UGANDA,Mineral fuels (27),583
2023,Imports,HUNGARY,Copper (74),537
2023,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)","Lead, zinc & tin (78-80)",525
2023,Imports,CZECH REPUBLIC,"Lead, zinc & tin (78-80)",510
2023,Imports,SLOVAKIA,Mineral fuels (27),504
2023,Imports,CROATIA,Copper (74),477
2023,Imports,NEPAL,Copper (74),461
2023,Imports,ROMANIA,"Lead, zinc & tin (78-80)",456
2023,Imports,IRELAND,Mineral fuels (27),412
2023,Imports,CZECH REPUBLIC,Mineral fuels (27),404
2023,Imports,SPAIN,Nickel (75),397
2023,Imports,BULGARIA,Copper (74),392
2023,Imports,MALAYSIA,Gold (7108),384
2023,Imports,IRELAND,Copper (74),366
2023,Imports,GREECE,Copper (74),305
2023,Imports,MALAYSIA,Metal ores & concentrates (26),271
2023,Imports,"PAKISTAN, ISLAMIC REP. OF",Copper (74),211
2023,Imports,LIECHTENSTEIN,"Salt, stone & earths (25)",113
2023,Imports,"SOUTH AFRICA, REP. OF",Nickel (75),79
2023,Imports,TUNISIA,"Lead, zinc & tin (78-80)",74
2023,Imports,UKRAINE (UKRAINIAN S.S.R.),Copper (74),60
2023,Imports,ANDORRA,Copper (74),56
2023,Imports,CZECH REPUBLIC,"Salt, stone & earths (25)",49
2023,Imports,"EQUATORIAL GUINEA, REP. OF",Copper (74),32
2023,Imports,CYPRUS,Mineral fuels (27),27
2024,Exports,CHINA,Metal ores & concentrates (26),1879591476
2024,Exports,HONG KONG,Gold (7108),601856343
2024,Exports,CHINA,Copper (74),569903839
2024,Exports,SWITZERLAND,Gold (7108),549293390
2024,Exports,JAPAN,Metal ores & concentrates (26),480469918
2024,Exports,CHINA,Mineral fuels (27),463366124
2024,Exports,THAILAND,Copper (74),428066586
2024,Exports,JAPAN,Nickel (75),378624999
2024,Exports,INDONESIA,Metal ores & concentrates (26),229104385
2024,Exports,VIETNAM,Copper (74),200414214
2024,Exports,"KOREA, REP. (SOUTH)",Copper (74),152333238
2024,Exports,INDIA,Gold (7108),149975250
2024,Exports,TAIWAN,Copper (74),144538661
2024,Exports,INDONESIA,Copper (74),121338031
2024,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),97470322
2024,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),85139908
2024,Exports,BRUNEI DARUSSALAM,Mineral fuels (27),77405504
2024,Exports,THAILAND,Mineral fuels (27),69813086
2024,Exports,JAPAN,Copper (74),66350570
2024,Exports,MALAYSIA,Copper (74),60677811
2024,Exports,INDIA,"Lead, zinc & tin (78-80)",52660377
2024,Exports,INDIA,Metal ores & concentrates (26),51823006
2024,Exports,AUSTRALIA,Gold (7108),42070956
2024,Exports,UNITED ARAB EMIRATES,Mineral fuels (27),39128455
2024,Exports,SINGAPORE,Mineral fuels (27),30890491
2024,Exports,QATAR,Mineral fuels (27),22057245
2024,Exports,JAPAN,"Lead, zinc & tin (78-80)",16594211
2024,Exports,MALAYSIA,Mineral fuels (27),15562553
2024,Exports,SAUDI ARABIA,Mineral fuels (27),15536051
2024,Exports,UNITED STATES,Mineral fuels (27),15187549
2024,Exports,TAIWAN,Mineral fuels (27),12825527
2024,Exports,CHINA,"Lead, zinc & tin (78-80)",12738105
2024,Exports,TURKEY,Mineral fuels (27),10374197
2024,Exports,JAPAN,Mineral fuels (27),9622073
2024,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",9270765
2024,Exports,CHINA,"Salt, stone & earths (25)",7924182
2024,Exports,AUSTRALIA,Mineral fuels (27),6437664
2024,Exports,BAHRAIN,Mineral fuels (27),5537385
2024,Exports,KUWAIT,Mineral fuels (27),5389905
2024,Exports,OMAN,Mineral fuels (27),5283109
2024,Exports,VIETNAM,Mineral fuels (27),5009679
2024,Exports,TAIWAN,"Lead, zinc & tin (78-80)",4347341
2024,Exports,ITALY,Gold (7108),4078816
2024,Exports,VIETNAM,"Lead, zinc & tin (78-80)",3901518
2024,Exports,HONG KONG,Mineral fuels (27),3676434
2024,Exports,INDIA,Mineral fuels (27),3378986
2024,Exports,INDONESIA,Mineral fuels (27),3130352
2024,Exports,TAIWAN,"Salt, stone & earths (25)",3027981
2024,Exports,INDIA,Copper (74),2653544
2024,Exports,HONG KONG,Copper (74),2113406
2024,Exports,GERMANY,Copper (74),2093938
2024,Exports,JAPAN,"Salt, stone & earths (25)",1948456
2024,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",1931083
2024,Exports,THAILAND,"Lead, zinc & tin (78-80)",1894935
2024,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",1798949
2024,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",1239310
2024,Exports,BELGIUM,Metal ores & concentrates (26),1118557
2024,Exports,INDONESIA,"Salt, stone & earths (25)",805273
2024,Exports,JAPAN,Gold (7108),707589
2024,Exports,UNITED STATES,"Salt, stone & earths (25)",687731
2024,Exports,TURKEY,Copper (74),681504
2024,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",669153
2024,Exports,UNITED STATES,Copper (74),492983
2024,Exports,SINGAPORE,Copper (74),406800
2024,Exports,"MARSHALL ISLANDS, REP. OF","Salt, stone & earths (25)",397695
2024,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",371233
2024,Exports,"KOREA, REP. (SOUTH)",Nickel (75),370846
2024,Exports,UNITED STATES,Metal ores & concentrates (26),321335
2024,Exports,"PALAU, REP. OF",Mineral fuels (27),315486
2024,Exports,FRANCE,Mineral fuels (27),297136
