Geographic location,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2012=100)
..REGION X (NORTHERN MINDANAO),Electricity (ND),0.11351426
..REGION X (NORTHERN MINDANAO),Gas (ND),0.00416461
..REGION X (NORTHERN MINDANAO),Liquid fuels (ND),0.02354369
..REGION X (NORTHERN MINDANAO),Solid fuels (ND),0.20552473
..REGION X (NORTHERN MINDANAO),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.11075654
..REGION X (NORTHERN MINDANAO),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00302475
..REGION X (NORTHERN MINDANAO),Furniture and furnishings (D),0.00282812
..REGION X (NORTHERN MINDANAO),Carpets and other floor coverings (D),0.00019663
..REGION X (NORTHERN MINDANAO),HOUSEHOLD TEXTILES,0.00579103
..REGION X (NORTHERN MINDANAO),Household textiles (SD),0.00579103
..REGION X (NORTHERN MINDANAO),HOUSEHOLD APPLIANCES,0.00532839
..REGION X (NORTHERN MINDANAO),Major household appliances whether electric or not (D),0.00456922
..REGION X (NORTHERN MINDANAO),Small electric household appliances (SD),0.00063030
..REGION X (NORTHERN MINDANAO),Repair of household appliances (S),0.00012887
..REGION X (NORTHERN MINDANAO),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00277707
..REGION X (NORTHERN MINDANAO),"Glassware, tableware and household utensils (SD)",0.00277707
..REGION X (NORTHERN MINDANAO),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00115992
..REGION X (NORTHERN MINDANAO),Major tools and equipment (D),..
..REGION X (NORTHERN MINDANAO),Small tools and miscellaneous accessories (SD),0.00115992
..REGION X (NORTHERN MINDANAO),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.09267538
..REGION X (NORTHERN MINDANAO),Non-durable household goods (ND),0.09194136
..REGION X (NORTHERN MINDANAO),Domestic services and household services (S),0.00073402
..REGION X (NORTHERN MINDANAO),HEALTH,0.11453970
..REGION X (NORTHERN MINDANAO),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.05843294
..REGION X (NORTHERN MINDANAO),Pharmaceutical Products (ND),0.05626132
..REGION X (NORTHERN MINDANAO),Other medical products (ND),0.00132312
..REGION X (NORTHERN MINDANAO),Therapeutic appliances and equipment (D),0.00084850
..REGION X (NORTHERN MINDANAO),OUTPATIENT SERVICES,0.00705240
..REGION X (NORTHERN MINDANAO),Medical services,0.00557972
..REGION X (NORTHERN MINDANAO),Dental services (S),0.00025693
..REGION X (NORTHERN MINDANAO),Paramedical services (S),0.00121575
..REGION X (NORTHERN MINDANAO),HOSPITAL SERVICES,0.04905436
..REGION X (NORTHERN MINDANAO),Hospital services (In-Patient Services),0.04905436
..REGION X (NORTHERN MINDANAO),TRANSPORT,0.27864567
..REGION X (NORTHERN MINDANAO),Purchase of vehicles,0.01468523
..REGION X (NORTHERN MINDANAO),Motorcycle,0.01434293
..REGION X (NORTHERN MINDANAO),Bicycle and tricycle,0.00034230
..REGION X (NORTHERN MINDANAO),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.03998339
..REGION X (NORTHERN MINDANAO),Spare parts and accessories for personal transport equipment (SD),0.00513961
..REGION X (NORTHERN MINDANAO),Fuel and lubricants for personal transport equipment (ND),0.03000045
..REGION X (NORTHERN MINDANAO),Maintenance and repair of personal transport equipment (S),0.00484333
..REGION X (NORTHERN MINDANAO),Other services with respect of personal transport equipment (S),..
..REGION X (NORTHERN MINDANAO),TRANSPORT SERVICES,0.22397705
..REGION X (NORTHERN MINDANAO),Passenger transport by railway,..
..REGION X (NORTHERN MINDANAO),Passenger transport by road,0.21683983
..REGION X (NORTHERN MINDANAO),Passenger transport by air,0.00125640
..REGION X (NORTHERN MINDANAO),Passenger transport by sea and inland waterway,0.00588082
..REGION X (NORTHERN MINDANAO),COMMUNICATION,0.06960822
..REGION X (NORTHERN MINDANAO),POSTAL SERVICES,..
..REGION X (NORTHERN MINDANAO),Postal services (S),..
..REGION X (NORTHERN MINDANAO),TELEPHONE AND TELEFAX EQUIPMENT,0.01726491
..REGION X (NORTHERN MINDANAO),Telephone and telefax equipment (S),0.01726491
..REGION X (NORTHERN MINDANAO),TELEPHONE AND TELEFAX SERVICES,0.05234331
..REGION X (NORTHERN MINDANAO),Telephone and telefax services (S),0.05234331
..REGION X (NORTHERN MINDANAO),RECREATION AND CULTURE,0.04237142
..REGION X (NORTHERN MINDANAO),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.00911734
..REGION X (NORTHERN MINDANAO),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00823268
..REGION X (NORTHERN MINDANAO),Photographic and cinematographic equipment and optical instruments (D),..
..REGION X (NORTHERN MINDANAO),Information processing equipment (D),0.00079542
..REGION X (NORTHERN MINDANAO),Recording media (SD),0.00008924
..REGION X (NORTHERN MINDANAO),"Repair of audio-visual, photographic and information processing equipment (S)",..
..REGION X (NORTHERN MINDANAO),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,0.00015045
..REGION X (NORTHERN MINDANAO),Musical instruments and major durables for indoor recreation (D),0.00015045
..REGION X (NORTHERN MINDANAO),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00283535
..REGION X (NORTHERN MINDANAO),"Games, toys and hobbies (SD)",0.00147860
..REGION X (NORTHERN MINDANAO),"Equipment for sport, camping and open-air recreation (SD)",0.00003106
..REGION X (NORTHERN MINDANAO),"Gardens, plants and flowers (ND)",0.00004952
..REGION X (NORTHERN MINDANAO),Pets and related products (ND),0.00127617
..REGION X (NORTHERN MINDANAO),RECREATIONAL AND CULTURAL SERVICES,0.00446686
..REGION X (NORTHERN MINDANAO),Recreational and sporting services (S),..
..REGION X (NORTHERN MINDANAO),Cultural services (S),0.00004509
..REGION X (NORTHERN MINDANAO),Games of chance (S),0.00442177
..REGION X (NORTHERN MINDANAO),NEWSPAPERS. BOOKS AND STATIONERY,0.02580142
..REGION X (NORTHERN MINDANAO),Books (SD),0.00114834
..REGION X (NORTHERN MINDANAO),Newspapers and periodicals (ND),0.00001458
..REGION X (NORTHERN MINDANAO),Miscellaneous printed matter (ND),0.00033586
..REGION X (NORTHERN MINDANAO),Stationery and drawing materials (ND),0.02430264
..REGION X (NORTHERN MINDANAO),EDUCATION,0.05473261
..REGION X (NORTHERN MINDANAO),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01378544
..REGION X (NORTHERN MINDANAO),Pre-primary education services (S),0.00273587
..REGION X (NORTHERN MINDANAO),Primary education services (S),0.01104957
..REGION X (NORTHERN MINDANAO),SECONDARY (HIGH SCHOOL) EDUCATION,0.01215796
..REGION X (NORTHERN MINDANAO),Secondary education services (S),0.01215796
..REGION X (NORTHERN MINDANAO),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00242826
..REGION X (NORTHERN MINDANAO),Post-secondary non-tertiary education services (S),0.00242826
..REGION X (NORTHERN MINDANAO),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.02613796
..REGION X (NORTHERN MINDANAO),First stage of tertiary education services (S),0.02483646
..REGION X (NORTHERN MINDANAO),Second stage of tertiary education services (S),0.00130150
..REGION X (NORTHERN MINDANAO),EDUCATION NOT DEFINABLE BY LEVEL,0.00022299
..REGION X (NORTHERN MINDANAO),Education services not definable by level (S),0.00022299
..REGION X (NORTHERN MINDANAO),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.41171782
..REGION X (NORTHERN MINDANAO),CATERING SERVICES,0.17164103
..REGION X (NORTHERN MINDANAO),"Restaurants, cafes and the like (S)",0.17164103
..REGION X (NORTHERN MINDANAO),PERSONAL CARE,0.20493336
..REGION X (NORTHERN MINDANAO),Hairdressing salons and personal grooming establishments (S),0.01976149
..REGION X (NORTHERN MINDANAO),Electric appliances for personal care (SD),..
..REGION X (NORTHERN MINDANAO),"Other appliances, articles and products for personal care (ND)",0.18517187
..REGION X (NORTHERN MINDANAO),"PERSONAL EFFECTS, N.E.C.",0.02659208
..REGION X (NORTHERN MINDANAO),"Jewellery, clocks and watches (D)",0.01751907
..REGION X (NORTHERN MINDANAO),Other personal effects (SD),0.00907301
..REGION X (NORTHERN MINDANAO),"OTHER SERVICES, n.e.c.",0.00855135
..REGION X (NORTHERN MINDANAO),"Other services, n.e.c.",0.00855135
..REGION XI (DAVAO REGION),ALL ITEMS,5.61769358
..REGION XI (DAVAO REGION),FOOD AND NON-ALCOHOLIC BEVERAGES,3.41046451
..REGION XI (DAVAO REGION),FOOD,3.22567831
..REGION XI (DAVAO REGION),Bread and cereals (ND),1.62407046
..REGION XI (DAVAO REGION),Rice,1.11592543
..REGION XI (DAVAO REGION),Corn,0.32041887
..REGION XI (DAVAO REGION),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.18772616
..REGION XI (DAVAO REGION),Meat (ND),0.30713241
..REGION XI (DAVAO REGION),Fish  and Seafood (ND),0.57463867
..REGION XI (DAVAO REGION),"Milk, cheese and eggs (ND)",0.16600309
..REGION XI (DAVAO REGION),Oils and fats (ND),0.04994767
..REGION XI (DAVAO REGION),Fruit (ND),0.08541569
..REGION XI (DAVAO REGION),Vegetables (ND),0.26444280
..REGION XI (DAVAO REGION),"Sugar, jam, honey, chocolate and confectionery (ND)",0.07996503
..REGION XI (DAVAO REGION),Food products n.e.c. (ND),0.07406249
..REGION XI (DAVAO REGION),NON-ALCOHOLIC BEVERAGES,0.18478620
..REGION XI (DAVAO REGION),"Coffee, tea and cocoa (ND)",0.11604017
..REGION XI (DAVAO REGION),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.06874603
..REGION XI (DAVAO REGION),ALCOHOLIC BEVERAGES AND TOBACCO,0.13538414
..REGION XI (DAVAO REGION),ALCOHOLIC BEVERAGES,0.04755477
..REGION XI (DAVAO REGION),Spirits (ND),0.01724873
..REGION XI (DAVAO REGION),Wine (ND),0.01914479
..REGION XI (DAVAO REGION),Beer (ND),0.01116125
..REGION XI (DAVAO REGION),TOBACCO,0.08782937
..REGION XI (DAVAO REGION),Tobacco (ND),0.08782937
..REGION XI (DAVAO REGION),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..REGION XI (DAVAO REGION),Other vegetable-based products,..
..REGION XI (DAVAO REGION),NON-FOOD,2.07184493
..REGION XI (DAVAO REGION),CLOTHING AND FOOTWEAR,0.13912731
..REGION XI (DAVAO REGION),CLOTHING,0.09963099
..REGION XI (DAVAO REGION),Clothing materials (SD),0.00011869
..REGION XI (DAVAO REGION),Garments (SD),0.09796765
..REGION XI (DAVAO REGION),Other articles of clothing and clothing accessories (SD),0.00106622
..REGION XI (DAVAO REGION),"Cleaning, repair and hire of clothing (S)",0.00047843
..REGION XI (DAVAO REGION),FOOTWEAR,0.03949632
..REGION XI (DAVAO REGION),Shoes and other footwear (SD),0.03943570
..REGION XI (DAVAO REGION),Repair and hire of footwear (S),0.00006062
..REGION XI (DAVAO REGION),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.77339371
..REGION XI (DAVAO REGION),ACTUAL RENTALS FOR HOUSING,0.37339203
..REGION XI (DAVAO REGION),Actual rentals paid by tenants (S),0.37339203
..REGION XI (DAVAO REGION),MAINTENANCE AND REPAIR OF THE DWELLING,0.01535192
..REGION XI (DAVAO REGION),Materials for the maintenance and repair of the dwelling (ND),0.01345187
..REGION XI (DAVAO REGION),Services for the maintenance and repair of the dwelling (S),0.00190005
..REGION XI (DAVAO REGION),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.02802527
..REGION XI (DAVAO REGION),Water supply (ND),0.02802527
..REGION XI (DAVAO REGION),"ELECTRICITY, GAS AND OTHER FUELS",0.35662449
..REGION XI (DAVAO REGION),Electricity (ND),0.12181280
..REGION XI (DAVAO REGION),Gas (ND),0.00505806
..REGION XI (DAVAO REGION),Liquid fuels (ND),0.02760901
..REGION XI (DAVAO REGION),Solid fuels (ND),0.20214462
..REGION XI (DAVAO REGION),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.11359430
..REGION XI (DAVAO REGION),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00337649
..REGION XI (DAVAO REGION),Furniture and furnishings (D),0.00322503
..REGION XI (DAVAO REGION),Carpets and other floor coverings (D),0.00015146
..REGION XI (DAVAO REGION),HOUSEHOLD TEXTILES,0.00373944
..REGION XI (DAVAO REGION),Household textiles (SD),0.00373944
..REGION XI (DAVAO REGION),HOUSEHOLD APPLIANCES,0.00603568
..REGION XI (DAVAO REGION),Major household appliances whether electric or not (D),0.00535699
..REGION XI (DAVAO REGION),Small electric household appliances (SD),0.00058701
..REGION XI (DAVAO REGION),Repair of household appliances (S),0.00009168
..REGION XI (DAVAO REGION),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00177132
..REGION XI (DAVAO REGION),"Glassware, tableware and household utensils (SD)",0.00177132
..REGION XI (DAVAO REGION),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00079727
..REGION XI (DAVAO REGION),Major tools and equipment (D),..
..REGION XI (DAVAO REGION),Small tools and miscellaneous accessories (SD),0.00079727
..REGION XI (DAVAO REGION),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.09787410
..REGION XI (DAVAO REGION),Non-durable household goods (ND),0.09772440
..REGION XI (DAVAO REGION),Domestic services and household services (S),0.00014970
..REGION XI (DAVAO REGION),HEALTH,0.10099664
..REGION XI (DAVAO REGION),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.04992675
..REGION XI (DAVAO REGION),Pharmaceutical Products (ND),0.04857104
..REGION XI (DAVAO REGION),Other medical products (ND),0.00111732
..REGION XI (DAVAO REGION),Therapeutic appliances and equipment (D),0.00023839
..REGION XI (DAVAO REGION),OUTPATIENT SERVICES,0.01989543
..REGION XI (DAVAO REGION),Medical services,0.01762135
..REGION XI (DAVAO REGION),Dental services (S),..
..REGION XI (DAVAO REGION),Paramedical services (S),0.00227408
..REGION XI (DAVAO REGION),HOSPITAL SERVICES,0.03117446
..REGION XI (DAVAO REGION),Hospital services (In-Patient Services),0.03117446
..REGION XI (DAVAO REGION),TRANSPORT,0.30852920
..REGION XI (DAVAO REGION),Purchase of vehicles,0.01742893
..REGION XI (DAVAO REGION),Motorcycle,0.01722908
..REGION XI (DAVAO REGION),Bicycle and tricycle,0.00019985
..REGION XI (DAVAO REGION),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.04468004
..REGION XI (DAVAO REGION),Spare parts and accessories for personal transport equipment (SD),0.00267938
..REGION XI (DAVAO REGION),Fuel and lubricants for personal transport equipment (ND),0.03775277
..REGION XI (DAVAO REGION),Maintenance and repair of personal transport equipment (S),0.00424789
..REGION XI (DAVAO REGION),Other services with respect of personal transport equipment (S),..
..REGION XI (DAVAO REGION),TRANSPORT SERVICES,0.24642023
..REGION XI (DAVAO REGION),Passenger transport by railway,..
..REGION XI (DAVAO REGION),Passenger transport by road,0.23872225
..REGION XI (DAVAO REGION),Passenger transport by air,0.00422244
..REGION XI (DAVAO REGION),Passenger transport by sea and inland waterway,0.00347554
..REGION XI (DAVAO REGION),COMMUNICATION,0.05628099
..REGION XI (DAVAO REGION),POSTAL SERVICES,0.00002462
..REGION XI (DAVAO REGION),Postal services (S),0.00002462
..REGION XI (DAVAO REGION),TELEPHONE AND TELEFAX EQUIPMENT,0.01504102
..REGION XI (DAVAO REGION),Telephone and telefax equipment (S),0.01504102
..REGION XI (DAVAO REGION),TELEPHONE AND TELEFAX SERVICES,0.04121535
..REGION XI (DAVAO REGION),Telephone and telefax services (S),0.04121535
..REGION XI (DAVAO REGION),RECREATION AND CULTURE,0.04663617
..REGION XI (DAVAO REGION),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.01626700
..REGION XI (DAVAO REGION),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.01422077
..REGION XI (DAVAO REGION),Photographic and cinematographic equipment and optical instruments (D),..
..REGION XI (DAVAO REGION),Information processing equipment (D),0.00193231
..REGION XI (DAVAO REGION),Recording media (SD),0.00011392
..REGION XI (DAVAO REGION),"Repair of audio-visual, photographic and information processing equipment (S)",..
..REGION XI (DAVAO REGION),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,0.00031452
..REGION XI (DAVAO REGION),Musical instruments and major durables for indoor recreation (D),0.00031452
..REGION XI (DAVAO REGION),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00106043
..REGION XI (DAVAO REGION),"Games, toys and hobbies (SD)",0.00099522
..REGION XI (DAVAO REGION),"Equipment for sport, camping and open-air recreation (SD)",0.00001092
..REGION XI (DAVAO REGION),"Gardens, plants and flowers (ND)",0.00004844
..REGION XI (DAVAO REGION),Pets and related products (ND),0.00000585
..REGION XI (DAVAO REGION),RECREATIONAL AND CULTURAL SERVICES,0.00326149
..REGION XI (DAVAO REGION),Recreational and sporting services (S),0.00006390
..REGION XI (DAVAO REGION),Cultural services (S),0.00009396
..REGION XI (DAVAO REGION),Games of chance (S),0.00310363
..REGION XI (DAVAO REGION),NEWSPAPERS. BOOKS AND STATIONERY,0.02573273
..REGION XI (DAVAO REGION),Books (SD),0.00110343
..REGION XI (DAVAO REGION),Newspapers and periodicals (ND),0.00011811
..REGION XI (DAVAO REGION),Miscellaneous printed matter (ND),..
..REGION XI (DAVAO REGION),Stationery and drawing materials (ND),0.02451119
..REGION XI (DAVAO REGION),EDUCATION,0.05356140
..REGION XI (DAVAO REGION),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01803123
..REGION XI (DAVAO REGION),Pre-primary education services (S),..
..REGION XI (DAVAO REGION),Primary education services (S),0.01803123
..REGION XI (DAVAO REGION),SECONDARY (HIGH SCHOOL) EDUCATION,0.02295729
..REGION XI (DAVAO REGION),Secondary education services (S),0.02295729
..REGION XI (DAVAO REGION),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,..
..REGION XI (DAVAO REGION),Post-secondary non-tertiary education services (S),..
..REGION XI (DAVAO REGION),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.01257288
..REGION XI (DAVAO REGION),First stage of tertiary education services (S),0.01257288
..REGION XI (DAVAO REGION),Second stage of tertiary education services (S),..
..REGION XI (DAVAO REGION),EDUCATION NOT DEFINABLE BY LEVEL,..
..REGION XI (DAVAO REGION),Education services not definable by level (S),..
..REGION XI (DAVAO REGION),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.47972521
..REGION XI (DAVAO REGION),CATERING SERVICES,0.25876089
..REGION XI (DAVAO REGION),"Restaurants, cafes and the like (S)",0.25876089
..REGION XI (DAVAO REGION),PERSONAL CARE,0.20920668
..REGION XI (DAVAO REGION),Hairdressing salons and personal grooming establishments (S),0.02072393
..REGION XI (DAVAO REGION),Electric appliances for personal care (SD),..
..REGION XI (DAVAO REGION),"Other appliances, articles and products for personal care (ND)",0.18848275
..REGION XI (DAVAO REGION),"PERSONAL EFFECTS, N.E.C.",0.01175764
..REGION XI (DAVAO REGION),"Jewellery, clocks and watches (D)",0.01175764
..REGION XI (DAVAO REGION),Other personal effects (SD),..
..REGION XI (DAVAO REGION),"OTHER SERVICES, n.e.c.",..
..REGION XI (DAVAO REGION),"Other services, n.e.c.",..
..REGION XII (SOCCSKSARGEN),ALL ITEMS,7.20393210
..REGION XII (SOCCSKSARGEN),FOOD AND NON-ALCOHOLIC BEVERAGES,4.24373906
..REGION XII (SOCCSKSARGEN),FOOD,3.99816100
..REGION XII (SOCCSKSARGEN),Bread and cereals (ND),2.11248509
..REGION XII (SOCCSKSARGEN),Rice,1.67531596
..REGION XII (SOCCSKSARGEN),Corn,0.18955742
..REGION XII (SOCCSKSARGEN),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.24761171
..REGION XII (SOCCSKSARGEN),Meat (ND),0.27005091
..REGION XII (SOCCSKSARGEN),Fish  and Seafood (ND),0.65940363
..REGION XII (SOCCSKSARGEN),"Milk, cheese and eggs (ND)",0.17993907
..REGION XII (SOCCSKSARGEN),Oils and fats (ND),0.05865539
..REGION XII (SOCCSKSARGEN),Fruit (ND),0.13562593
..REGION XII (SOCCSKSARGEN),Vegetables (ND),0.34829150
..REGION XII (SOCCSKSARGEN),"Sugar, jam, honey, chocolate and confectionery (ND)",0.12964228
..REGION XII (SOCCSKSARGEN),Food products n.e.c. (ND),0.10406720
..REGION XII (SOCCSKSARGEN),NON-ALCOHOLIC BEVERAGES,0.24557806
..REGION XII (SOCCSKSARGEN),"Coffee, tea and cocoa (ND)",0.16131550
..REGION XII (SOCCSKSARGEN),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.08426256
..REGION XII (SOCCSKSARGEN),ALCOHOLIC BEVERAGES AND TOBACCO,0.22637041
..REGION XII (SOCCSKSARGEN),ALCOHOLIC BEVERAGES,0.06947084
..REGION XII (SOCCSKSARGEN),Spirits (ND),0.03177948
..REGION XII (SOCCSKSARGEN),Wine (ND),0.02394728
..REGION XII (SOCCSKSARGEN),Beer (ND),0.01374408
..REGION XII (SOCCSKSARGEN),TOBACCO,0.15689957
..REGION XII (SOCCSKSARGEN),Tobacco (ND),0.15689957
..REGION XII (SOCCSKSARGEN),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..REGION XII (SOCCSKSARGEN),Other vegetable-based products,..
..REGION XII (SOCCSKSARGEN),NON-FOOD,2.73382263
..REGION XII (SOCCSKSARGEN),CLOTHING AND FOOTWEAR,0.19612703
..REGION XII (SOCCSKSARGEN),CLOTHING,0.14230752
..REGION XII (SOCCSKSARGEN),Clothing materials (SD),0.00055121
..REGION XII (SOCCSKSARGEN),Garments (SD),0.14040941
..REGION XII (SOCCSKSARGEN),Other articles of clothing and clothing accessories (SD),0.00100118
..REGION XII (SOCCSKSARGEN),"Cleaning, repair and hire of clothing (S)",0.00034572
..REGION XII (SOCCSKSARGEN),FOOTWEAR,0.05381951
..REGION XII (SOCCSKSARGEN),Shoes and other footwear (SD),0.05374081
..REGION XII (SOCCSKSARGEN),Repair and hire of footwear (S),0.00007870
..REGION XII (SOCCSKSARGEN),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.99719300
..REGION XII (SOCCSKSARGEN),ACTUAL RENTALS FOR HOUSING,0.48140627
..REGION XII (SOCCSKSARGEN),Actual rentals paid by tenants (S),0.48140627
..REGION XII (SOCCSKSARGEN),MAINTENANCE AND REPAIR OF THE DWELLING,0.01769715
..REGION XII (SOCCSKSARGEN),Materials for the maintenance and repair of the dwelling (ND),0.01580305
..REGION XII (SOCCSKSARGEN),Services for the maintenance and repair of the dwelling (S),0.00189410
..REGION XII (SOCCSKSARGEN),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.03513378
..REGION XII (SOCCSKSARGEN),Water supply (ND),0.03513378
..REGION XII (SOCCSKSARGEN),"ELECTRICITY, GAS AND OTHER FUELS",0.46295580
..REGION XII (SOCCSKSARGEN),Electricity (ND),0.13497533
..REGION XII (SOCCSKSARGEN),Gas (ND),0.00289762
..REGION XII (SOCCSKSARGEN),Liquid fuels (ND),0.03936947
..REGION XII (SOCCSKSARGEN),Solid fuels (ND),0.28571338
..REGION XII (SOCCSKSARGEN),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.12949098
..REGION XII (SOCCSKSARGEN),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00213083
..REGION XII (SOCCSKSARGEN),Furniture and furnishings (D),0.00207916
..REGION XII (SOCCSKSARGEN),Carpets and other floor coverings (D),0.00005167
..REGION XII (SOCCSKSARGEN),HOUSEHOLD TEXTILES,0.00492727
..REGION XII (SOCCSKSARGEN),Household textiles (SD),0.00492727
..REGION XII (SOCCSKSARGEN),HOUSEHOLD APPLIANCES,0.00374735
..REGION XII (SOCCSKSARGEN),Major household appliances whether electric or not (D),0.00183177
..REGION XII (SOCCSKSARGEN),Small electric household appliances (SD),0.00183641
..REGION XII (SOCCSKSARGEN),Repair of household appliances (S),0.00007917
..REGION XII (SOCCSKSARGEN),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00420021
..REGION XII (SOCCSKSARGEN),"Glassware, tableware and household utensils (SD)",0.00420021
..REGION XII (SOCCSKSARGEN),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00164886
..REGION XII (SOCCSKSARGEN),Major tools and equipment (D),0.00082442
..REGION XII (SOCCSKSARGEN),Small tools and miscellaneous accessories (SD),0.00082444
..REGION XII (SOCCSKSARGEN),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.11283646
..REGION XII (SOCCSKSARGEN),Non-durable household goods (ND),0.11217006
..REGION XII (SOCCSKSARGEN),Domestic services and household services (S),0.00066640
..REGION XII (SOCCSKSARGEN),HEALTH,0.17307156
..REGION XII (SOCCSKSARGEN),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.04963638
..REGION XII (SOCCSKSARGEN),Pharmaceutical Products (ND),0.04617671
..REGION XII (SOCCSKSARGEN),Other medical products (ND),0.00259011
..REGION XII (SOCCSKSARGEN),Therapeutic appliances and equipment (D),0.00086956
..REGION XII (SOCCSKSARGEN),OUTPATIENT SERVICES,0.01776743
..REGION XII (SOCCSKSARGEN),Medical services,0.01364262
..REGION XII (SOCCSKSARGEN),Dental services (S),0.00041524
..REGION XII (SOCCSKSARGEN),Paramedical services (S),0.00370957
..REGION XII (SOCCSKSARGEN),HOSPITAL SERVICES,0.10566775
..REGION XII (SOCCSKSARGEN),Hospital services (In-Patient Services),0.10566775
..REGION XII (SOCCSKSARGEN),TRANSPORT,0.33813074
..REGION XII (SOCCSKSARGEN),Purchase of vehicles,0.02866420
..REGION XII (SOCCSKSARGEN),Motorcycle,0.02810165
..REGION XII (SOCCSKSARGEN),Bicycle and tricycle,0.00056255
..REGION XII (SOCCSKSARGEN),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.03436528
..REGION XII (SOCCSKSARGEN),Spare parts and accessories for personal transport equipment (SD),0.00329675
..REGION XII (SOCCSKSARGEN),Fuel and lubricants for personal transport equipment (ND),0.02936223
..REGION XII (SOCCSKSARGEN),Maintenance and repair of personal transport equipment (S),0.00170630
..REGION XII (SOCCSKSARGEN),Other services with respect of personal transport equipment (S),..
..REGION XII (SOCCSKSARGEN),TRANSPORT SERVICES,0.27510126
..REGION XII (SOCCSKSARGEN),Passenger transport by railway,..
..REGION XII (SOCCSKSARGEN),Passenger transport by road,0.26913216
..REGION XII (SOCCSKSARGEN),Passenger transport by air,0.00335867
..REGION XII (SOCCSKSARGEN),Passenger transport by sea and inland waterway,0.00261043
..REGION XII (SOCCSKSARGEN),COMMUNICATION,0.08543601
..REGION XII (SOCCSKSARGEN),POSTAL SERVICES,..
..REGION XII (SOCCSKSARGEN),Postal services (S),..
..REGION XII (SOCCSKSARGEN),TELEPHONE AND TELEFAX EQUIPMENT,0.01571463
..REGION XII (SOCCSKSARGEN),Telephone and telefax equipment (S),0.01571463
..REGION XII (SOCCSKSARGEN),TELEPHONE AND TELEFAX SERVICES,0.06972138
..REGION XII (SOCCSKSARGEN),Telephone and telefax services (S),0.06972138
