Geolocation,Commodity Description,Weights
....Tawi-tawi,04.5.3 - Liquid fuels (ND),0.00016998
....Tawi-tawi,04.5.3.0 - Liquid fuels (ND),0.00016998
....Tawi-tawi,04.5.4 - Solid fuels (ND),0.00384248
....Tawi-tawi,"04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",0.00250345
....Tawi-tawi,04.5.4.3 - Charcoal (ND),0.00133903
....Tawi-tawi,"05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.00199225
....Tawi-tawi,"05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00017443
....Tawi-tawi,"05.1.1 - Furniture, furnishings and loose carpets (D)",0.00017443
....Tawi-tawi,05.1.1.1 - Household furniture (D),0.00017443
....Tawi-tawi,05.1.1.3 - Lighting equipment (D),..
....Tawi-tawi,"05.1.1.4 - Furnishings, loose carpets and rugs (D)",..
....Tawi-tawi,05.2 - HOUSEHOLD TEXTILES,0.00010504
....Tawi-tawi,05.2.1 - Household textiles (SD),0.00010504
....Tawi-tawi,05.2.1.1 - Furnishing fabrics and curtains (SD),0.00002632
....Tawi-tawi,05.2.1.2 - Bed linen and bedding (SD),0.00007685
....Tawi-tawi,05.2.1.3 - Table linen and bathroom linen (SD),0.00000187
....Tawi-tawi,05.2.1.9 - Other household textiles (SD),..
....Tawi-tawi,05.3 - HOUSEHOLD APPLIANCES,0.00026993
....Tawi-tawi,"05.3.1 - Major household appliances, whether electric or not (D)",0.00017156
....Tawi-tawi,05.3.1.1 - Major kitchen appliances (D),0.00017156
....Tawi-tawi,05.3.1.2 - Major laundry appliances (D),..
....Tawi-tawi,"05.3.1.3 - Heaters, air conditioners (D)",..
....Tawi-tawi,05.3.2 - Small household appliances (SD),0.00009837
....Tawi-tawi,05.3.2.1 - Small appliances for cooking and processing of food (SD),0.00002588
....Tawi-tawi,05.3.2.9 - Other small household appliances (SD),0.00007249
....Tawi-tawi,"05.3.3 - Repair, installation and hire of household appliances (S)",..
....Tawi-tawi,"05.3.3.0 - Repair, installation and hire of household appliances (S)",..
....Tawi-tawi,"05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00000749
....Tawi-tawi,"05.4.0 - Glassware, tableware and household utensils (SD)",0.00000749
....Tawi-tawi,"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00000428
....Tawi-tawi,"05.4.0.2 - Cutlery, flatware and silverware (SD)",0.00000107
....Tawi-tawi,05.4.0.3 - Kitchen utensils and articles (SD),0.00000214
....Tawi-tawi,05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00000145
....Tawi-tawi,05.5.1 - Motorized tools and equipment (D),..
....Tawi-tawi,05.5.1.0 - Motorized tools and equipment (D),..
....Tawi-tawi,05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00000145
....Tawi-tawi,05.5.2.1 - Non-motorized tools (SD),0.00000058
....Tawi-tawi,05.5.2.2 - Miscellaneous accessories (SD),0.00000087
....Tawi-tawi,05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00143391
....Tawi-tawi,05.6.1 - Non-durable household goods (ND),0.00137752
....Tawi-tawi,05.6.1.1 - Household cleaning and maintenance products (ND),0.00034438
....Tawi-tawi,05.6.1.9 - Other non-durable household goods (ND),0.00103314
....Tawi-tawi,05.6.2 - Domestic services and household services (S),0.00005639
....Tawi-tawi,05.6.2.1 - Domestic services by paid staff (S),0.00005639
....Tawi-tawi,06 - HEALTH,0.00082268
....Tawi-tawi,06.1 - MEDICINES AND HEALTH PRODUCTS,0.00061846
....Tawi-tawi,06.1.1 - Medicines (ND),0.00061433
....Tawi-tawi,"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",0.00061433
....Tawi-tawi,06.1.2 - Medical products (ND),0.00000179
....Tawi-tawi,06.1.2.1 - Medical diagnostic products (ND),..
....Tawi-tawi,06.1.2.2 - Prevention and protective devices (ND),0.00000179
....Tawi-tawi,06.1.2.3 - Treatment devices for personal use (ND),..
....Tawi-tawi,06.1.3 - Assistive products (D),0.00000234
....Tawi-tawi,06.1.3.1 - Assistive products for vision (D),0.00000234
....Tawi-tawi,06.2 - OUTPATIENT CARE SERVICES,0.00007335
....Tawi-tawi,06.2.1 - Preventive care services (S),0.00007335
....Tawi-tawi,06.2.1.9 - Other preventive services (S),0.00007335
....Tawi-tawi,06.2.2 - Outpatient dental services (S),..
....Tawi-tawi,06.2.2.1 - Dental preventive services (S),..
....Tawi-tawi,06.2.3 - Other outpatient care services (S),..
....Tawi-tawi,06.2.3.1 - Outpatient curative and rehabilitative services (S),..
....Tawi-tawi,06.3 - INPATIENT CARE SERVICES,0.00013087
....Tawi-tawi,06.3.1 - Inpatient curative and rehabilitative services (S),0.00013087
....Tawi-tawi,06.3.1.0 - Inpatient curative and rehabilitative services (S),0.00013087
....Tawi-tawi,06.4 - OTHER HEALTH SERVICES,..
....Tawi-tawi,06.4.1 - Diagnostic imaging services and medical laboratory services (S),..
....Tawi-tawi,06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),..
....Tawi-tawi,07 - TRANSPORT,0.00765535
....Tawi-tawi,07.1 - PURCHASE OF VEHICLES,..
....Tawi-tawi,07.1.1 - Motor cars (D),..
....Tawi-tawi,07.1.1.1 - New motor cars (D),..
....Tawi-tawi,07.1.2 - Motorcycles (D),..
....Tawi-tawi,07.1.2.0 - Motorcycles (D),..
....Tawi-tawi,07.1.3 - Bicycles (D),..
....Tawi-tawi,07.1.3.0 - Bicycles (D),..
....Tawi-tawi,07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00448860
....Tawi-tawi,07.2.1 - Parts and accessories for personal transport equipment (SD),0.00002723
....Tawi-tawi,07.2.1.1 - Tires (SD),..
....Tawi-tawi,07.2.1.2 - Parts for personal transport equipment (SD),0.00002723
....Tawi-tawi,07.2.1.3 - Accessories for personal transport equipment (SD),..
....Tawi-tawi,07.2.2 - Fuels and lubricants for personal transport equipment (ND),0.00446137
....Tawi-tawi,07.2.2.1 - Diesel (ND),0.00022283
....Tawi-tawi,07.2.2.2 - Gasoline (ND),0.00423522
....Tawi-tawi,07.2.2.3 - Other fuels for personal transport equipment (ND),..
....Tawi-tawi,07.2.2.4 - Lubricants (ND),0.00000332
....Tawi-tawi,07.2.3 - Maintenance and repair of personal transport equipment (S),..
....Tawi-tawi,07.2.3.0 - Maintenance and repair of personal transport equipment (S),..
....Tawi-tawi,07.2.4 - Other services in respect of personal transport equipment (S),..
....Tawi-tawi,07.2.4.2 - Toll facilities (S),..
....Tawi-tawi,"07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
....Tawi-tawi,07.3 - PASSENGER TRANSPORT SERVICES,0.00316619
....Tawi-tawi,07.3.1 - Passenger transport by railway (S),..
....Tawi-tawi,07.3.1.1 - Passenger transport by train (S),..
....Tawi-tawi,07.3.1.2 - Passenger transport by rapid transit and tram (S),..
....Tawi-tawi,07.3.2 - Passenger transport by road (S),..
....Tawi-tawi,07.3.2.1 - Passenger transport by bus and coach (S),..
....Tawi-tawi,07.3.2.2 - Passenger transport by taxi and hired car with driver (S),..
....Tawi-tawi,07.3.2.9 - Other passenger transport by road (S),..
....Tawi-tawi,07.3.3 - Passenger transport by air (S),0.00005667
....Tawi-tawi,"07.3.3.1 - Passenger transport by air, domestic (S)",0.00005667
....Tawi-tawi,07.3.4 - Passenger transport by sea and inland waterway (S),0.00310952
....Tawi-tawi,07.3.4.0 - Passenger transport by sea and inland waterway (S),0.00310952
....Tawi-tawi,07.4 - TRANSPORT SERVICES OF GOODS,0.00000056
....Tawi-tawi,07.4.1 - Postal and courier services (S),0.00000056
....Tawi-tawi,07.4.1.1 - Letter handling services (S),0.00000028
....Tawi-tawi,07.4.1.2 - Courier and parcel delivery services (S),0.00000028
....Tawi-tawi,08 - INFORMATION AND COMMUNICATION,0.00211580
....Tawi-tawi,08.1 - INFORMATION AND COMMUNICATION EQUIPMENT,0.00058111
....Tawi-tawi,08.1.1 - Fixed telephone equipment (D),..
....Tawi-tawi,08.1.1.0 - Fixed telephone equipment (D),..
....Tawi-tawi,08.1.2 - Mobile telephone equipment (D),0.00033549
....Tawi-tawi,08.1.2.0 - Mobile telephone equipment (D),0.00033549
....Tawi-tawi,08.1.3 - Information processing equipment (D),0.00005691
....Tawi-tawi,"08.1.3.1 - Computers, laptops and tablets (D)",..
....Tawi-tawi,08.1.3.2 - Peripheral equipment and its consumable components (D),0.00005691
....Tawi-tawi,"08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.00017514
....Tawi-tawi,"08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.00017514
....Tawi-tawi,08.1.5 - Unrecorded recording media (SD),0.00001357
....Tawi-tawi,08.1.5.0 - Unrecorded recording media (SD),0.00001357
....Tawi-tawi,08.3 - INFORMATION AND COMMUNICATION SERVICES,0.00153469
....Tawi-tawi,08.3.1 - Fixed communication services (S),..
....Tawi-tawi,08.3.1.0 - Fixed communication services (S),..
....Tawi-tawi,08.3.2 - Mobile communication services (S),0.00153469
....Tawi-tawi,08.3.2.0 - Mobile communication services (S),0.00153469
....Tawi-tawi,08.3.3 - Internet access provision services and net storage services (S),..
....Tawi-tawi,08.3.3.0 - Internet access provision services and net storage services (S),..
....Tawi-tawi,08.3.5 - Repair and rental of information and communication equipment (S),..
....Tawi-tawi,08.3.5.0 - Repair and rental of information and communication equipment (S),..
....Tawi-tawi,"09 - RECREATION, SPORT AND CULTURE",0.00066828
....Tawi-tawi,09.1 - RECREATIONAL DURABLES,..
....Tawi-tawi,09.1.1 - Photographic and cinematographic equipment and optical instruments (D),..
....Tawi-tawi,09.1.1.1 - Cameras (D),..
....Tawi-tawi,09.2 - OTHER RECREATIONAL GOODS,0.00002727
....Tawi-tawi,"09.2.1 - Games, toys and hobbies (SD)",0.00002727
....Tawi-tawi,"09.2.1.2 - Other games, toys and hobbies (SD)",0.00002727
....Tawi-tawi,"09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
....Tawi-tawi,09.2.2.1 - Equipment for sport (SD),..
....Tawi-tawi,09.2.2.2 - Equipment for camping and open-air recreation (SD),..
....Tawi-tawi,09.3 - GARDEN PRODUCTS AND PETS,0.00000877
....Tawi-tawi,"09.3.1 - Garden products, plants and flowers (ND)",0.00000877
....Tawi-tawi,09.3.1.1 - Garden products (ND),0.00000877
....Tawi-tawi,"09.3.1.2 - Plants, seeds and flowers (ND)",..
....Tawi-tawi,09.3.2 - Pets and products for pets (ND),..
....Tawi-tawi,09.3.2.2 - Products for pets and other household animals (ND),..
....Tawi-tawi,09.4 - RECREATIONAL SERVICES,0.00000137
....Tawi-tawi,09.4.6 - Recreational and sporting services (S),..
....Tawi-tawi,09.4.6.2 - Sporting services - practice (S),..
....Tawi-tawi,09.4.7 - Games of chance (S),0.00000137
....Tawi-tawi,09.4.7.0 - Games of chance (S),0.00000137
....Tawi-tawi,09.5 - CULTURAL GOODS,0.00000338
....Tawi-tawi,09.5.1 - Musical instruments (D),0.00000338
....Tawi-tawi,09.5.1.0 - Musical instruments (D),0.00000338
....Tawi-tawi,09.6 - CULTURAL SERVICES,..
....Tawi-tawi,"09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
....Tawi-tawi,"09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
....Tawi-tawi,09.6.3 - Photographic services (S),..
....Tawi-tawi,09.6.3.0 - Photographic services (S),..
....Tawi-tawi,09.6.9 - Other cultural services (S),..
....Tawi-tawi,09.6.9.0 - Other cultural services (S),..
....Tawi-tawi,"09.7 - NEWSPAPERS, BOOKS AND STATIONERY",0.00062749
....Tawi-tawi,09.7.1 - Books (SD),0.00000715
....Tawi-tawi,09.7.1.1 - Educational and textbooks in printed or electronic copy (SD),0.00000715
....Tawi-tawi,09.7.1.9 - Other books (SD) in printed or electronic copy,..
....Tawi-tawi,09.7.2 - Newspapers and periodicals (ND),..
....Tawi-tawi,09.7.2.1 - Newspapers (ND),..
....Tawi-tawi,09.7.2.2 - Magazines and periodicals (ND),..
....Tawi-tawi,09.7.4 - Stationery and drawing materials (ND),0.00062034
....Tawi-tawi,09.7.4.0 - Stationery and drawing materials (ND),0.00062034
....Tawi-tawi,09.8 - PACKAGE HOLIDAYS (S),..
....Tawi-tawi,09.8.0 - Package holidays (S),..
....Tawi-tawi,09.8.0.0 - Package holidays (S),..
....Tawi-tawi,10 - EDUCATION SERVICES,0.00038699
....Tawi-tawi,10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,..
....Tawi-tawi,10.1.0 - Early chilhood and primary education (S),..
....Tawi-tawi,10.1.0.1 - Early childhood education services (S),..
....Tawi-tawi,10.1.0.2 - Primary education (S),..
....Tawi-tawi,10.2 - SECONDARY EDUCATION  (S),..
....Tawi-tawi,10.2.0 - Secondary education (S),..
....Tawi-tawi,10.2.0.1 - Lower secondary general education services,..
....Tawi-tawi,10.2.0.2 - Lower secondary technical-vocational livelihood programs services,..
....Tawi-tawi,10.4 - TERTIARY EDUCATION (S),0.00038699
....Tawi-tawi,10.4.0 - Tertiary education (s),0.00038699
....Tawi-tawi,10.4.0.0 - Tertiary education (s),0.00038699
....Tawi-tawi,10.5 - EDUCATION NOT DEFINED BY LEVEL (S),..
....Tawi-tawi,10.5.0 - Education not defined by level (s),..
....Tawi-tawi,10.5.0.2 - Review classes for professional and licensure examination (S),..
....Tawi-tawi,10.5.0.9 - Other education not defined by level (S),..
....Tawi-tawi,11 - RESTAURANTS AND ACCOMMODATION SERVICES,0.00186852
....Tawi-tawi,11.1 - FOOD AND BEVERAGE SERVING SERVICES,0.00186240
....Tawi-tawi,"11.1.1 - Restaurants, café and the like (S)",0.00186240
....Tawi-tawi,"11.1.1.1 - Restaurants, café and the like - with full service (S)",0.00186240
....Tawi-tawi,11.2 - ACCOMMODATION SERVICES,0.00000612
....Tawi-tawi,11.2.0 - Accommodation services (S),0.00000612
....Tawi-tawi,"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",0.00000612
....Tawi-tawi,12 - FINANCIAL SERVICES,0.00003420
....Tawi-tawi,12.2 - FINANCIAL SERVICES,0.00003420
....Tawi-tawi,12.2.1 - Financial intermediation services indirectly measured (S),0.00003420
....Tawi-tawi,12.2.1.0 - Financial intermediation services indirectly measured (S),0.00003420
....Tawi-tawi,12.2.9 - Other financial services (S),..
....Tawi-tawi,12.2.9.1 - Remittances fees (S),..
....Tawi-tawi,"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.00703433
....Tawi-tawi,13.1 - PERSONAL CARE,0.00590876
....Tawi-tawi,13.1.1 - Electric appliances for personal care (SD),..
....Tawi-tawi,13.1.1.1 - Electric appliances for personal care (SD),..
....Tawi-tawi,"13.1.2 - Other appliances, articles and products for personal care (ND)",0.00572552
....Tawi-tawi,"13.1.2.0 - Other appliances, articles and products for personal care (ND)",0.00572552
....Tawi-tawi,13.1.3 - Hairdressing salons and personal grooming establishments (S),0.00018324
....Tawi-tawi,13.1.3.1 - Hairdressing (S),0.00009162
....Tawi-tawi,13.1.3.2 - Personal grooming treatments (S),0.00009162
....Tawi-tawi,13.2 - OTHER PERSONAL EFFECTS,0.00106966
....Tawi-tawi,13.2.1 - Jewellery and watches (D),0.00051066
....Tawi-tawi,13.2.1.1 - Jewellery and watches (D),0.00051066
....Tawi-tawi,"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",..
....Tawi-tawi,13.2.9 - Other personal effects n.e.c. (SD),0.00055900
....Tawi-tawi,13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00055900
....Tawi-tawi,13.9 - OTHER SERVICES,0.00005591
....Tawi-tawi,13.9.0 - Other services (S),0.00005591
....Tawi-tawi,13.9.0.9 - Other services n.e.c. (S),0.00005591
..Region XIII (Caraga),0 - ALL ITEMS,1.96264630
..Region XIII (Caraga),01 - FOOD AND NON-ALCOHOLIC BEVERAGES,0.91717814
..Region XIII (Caraga),01.1 - FOOD,0.85252676
..Region XIII (Caraga),01.1.1 - Cereals and cereal products (ND),0.34619927
..Region XIII (Caraga),01.1.1.1 - Cereals (ND),0.29438489
..Region XIII (Caraga),01.1.1.12 - Rice,0.27445946
..Region XIII (Caraga),01.1.1.16 - Corn,0.01992543
..Region XIII (Caraga),"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.05181438
..Region XIII (Caraga),01.1.1.2 - Flour of cereals (ND),0.00057401
..Region XIII (Caraga),01.1.1.3 - Bread and bakery products (ND),0.03223014
..Region XIII (Caraga),01.1.1.4 - Breakfast cereals (ND),0.00044129
..Region XIII (Caraga),"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.01391882
..Region XIII (Caraga),01.1.1.9 - Other cereal and grain mill products (ND),0.00465012
..Region XIII (Caraga),01.1.2 - Meat and other parts of slaughtered land animals (ND),0.12456330
..Region XIII (Caraga),"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.09532451
..Region XIII (Caraga),"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
..Region XIII (Caraga),"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00242605
..Region XIII (Caraga),"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.02681274
..Region XIII (Caraga),01.1.3 - Fish and other seafood (ND),0.15580788
..Region XIII (Caraga),"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.11581630
..Region XIII (Caraga),"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.01275997
..Region XIII (Caraga),01.1.3.3 - Fish preparations (ND),0.01179184
..Region XIII (Caraga),"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",0.01527728
..Region XIII (Caraga),01.1.3.6 - Other seafood preparations (ND),0.00016249
..Region XIII (Caraga),"01.1.4 - Milk, other dairy products and eggs (ND)",0.06921286
..Region XIII (Caraga),01.1.4.1 - Raw and whole milk (ND),0.00020093
..Region XIII (Caraga),01.1.4.3 - Other milk and cream (ND),0.04011626
..Region XIII (Caraga),01.1.4.4 - Non-animal milk (ND),0.00000574
..Region XIII (Caraga),01.1.4.5 - Cheese (ND),0.00065349
..Region XIII (Caraga),01.1.4.6 - Yoghurt and similar products (ND),0.00001894
..Region XIII (Caraga),01.1.4.7 - Milk-based dessert and beverages (ND),0.00002799
..Region XIII (Caraga),01.1.4.8 - Eggs (ND),0.02818951
..Region XIII (Caraga),01.1.5 - Oils and fats (ND),0.01005030
..Region XIII (Caraga),01.1.5.1 - Vegetable oils (ND),0.00851128
..Region XIII (Caraga),01.1.5.2 - Butter and other fats and oils derived from milk (ND),0.00002893
..Region XIII (Caraga),01.1.5.3 - Margarine and similar preparations (ND),0.00150789
..Region XIII (Caraga),01.1.5.9 - Other animal oils and fats (ND),0.00000220
..Region XIII (Caraga),01.1.6 - Fruits and nuts (ND),0.03402766
..Region XIII (Caraga),"01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",0.03177658
..Region XIII (Caraga),"01.1.6.2 - Citrus fruits, fresh (ND)",0.00067870
..Region XIII (Caraga),"01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",0.00029231
..Region XIII (Caraga),"01.1.6.5 - Other fruits, fresh (ND)",0.00005684
..Region XIII (Caraga),"01.1.6.7 - Fruit, dried and dehydrated (ND)",0.00004454
..Region XIII (Caraga),"01.1.6.8 - Nuts, in shell or shelled (ND)",0.00048915
..Region XIII (Caraga),01.1.6.9 - Fruit and nuts ground and other preparations (ND),0.00068954
..Region XIII (Caraga),"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.06139518
..Region XIII (Caraga),"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",0.01463858
..Region XIII (Caraga),"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",0.02324664
..Region XIII (Caraga),"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",0.00038091
..Region XIII (Caraga),"01.1.7.4 - Other vegetables, fresh or chilled (ND)",0.01481786
..Region XIII (Caraga),"01.1.7.5 - Tubers, plantains and cooking bananas (ND)",0.00790130
..Region XIII (Caraga),"01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00040989
..Region XIII (Caraga),"01.1.8 - Sugar, confectionery and desserts (ND)",0.01800368
..Region XIII (Caraga),01.1.8.1 - Cane and beet sugar (ND),0.00998856
..Region XIII (Caraga),"01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00028724
..Region XIII (Caraga),"01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",0.00112171
..Region XIII (Caraga),"01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",0.00037779
..Region XIII (Caraga),"01.1.8.6 - Ice, ice cream and sorbet (ND)",0.00537672
..Region XIII (Caraga),01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND),0.00085166
..Region XIII (Caraga),01.1.9 - Ready-made food and other food products n.e.c. (ND),0.03326663
..Region XIII (Caraga),01.1.9.2 - Baby food (ND),0.01110489
..Region XIII (Caraga),"01.1.9.3 - Salt, condiments and sauces (ND)",0.01428902
..Region XIII (Caraga),"01.1.9.4 - Spices, culinary herbs and seeds (ND)",0.00762264
..Region XIII (Caraga),01.1.9.9 - Other food products n.e.c. (ND),0.00025008
..Region XIII (Caraga),01.2 - NON-ALCOHOLIC BEVERAGES,0.06465138
..Region XIII (Caraga),01.2.1 - Fruit and vegetable juices (ND),0.00332884
..Region XIII (Caraga),01.2.1.0 - Fruit and vegetable juices (ND),0.00332884
..Region XIII (Caraga),01.2.2 - Coffee and coffee substitutes (ND),0.02448742
..Region XIII (Caraga),01.2.2.0 - Coffee and coffee substitutes (ND),0.02448742
..Region XIII (Caraga),"01.2.3 - Tea, maté and other plant products for infusion (ND)",0.00037031
..Region XIII (Caraga),"01.2.3.0 - Tea, maté and other plant products for infusion (ND)",0.00037031
..Region XIII (Caraga),01.2.4 - Cocoa drinks (ND),0.00902513
..Region XIII (Caraga),01.2.4.0 - Cocoa drinks (ND),0.00902513
..Region XIII (Caraga),01.2.5 - Water (ND),0.01408603
..Region XIII (Caraga),01.2.5.0 - Water (ND),0.01408603
..Region XIII (Caraga),01.2.6 - Soft drinks (ND),0.01297014
..Region XIII (Caraga),01.2.6.0 - Soft drinks (ND),0.01297014
..Region XIII (Caraga),01.2.9 - Other non-alcoholic beverages (ND),0.00038351
..Region XIII (Caraga),01.2.9.0 - Other non-alcoholic beverages (ND),0.00038351
..Region XIII (Caraga),02 - ALCOHOLIC BEVERAGES AND TOBACCO,0.04026460
..Region XIII (Caraga),02.1 - ALCOHOLIC BEVERAGES,0.02007510
..Region XIII (Caraga),02.1.1 - Spirits and liquors (ND),0.00923392
..Region XIII (Caraga),02.1.1.0 - Spirits and liquors (ND),0.00923392
..Region XIII (Caraga),02.1.2 - Wine (ND),0.00144431
..Region XIII (Caraga),02.1.2.1 - Wine from grapes (ND),0.00030444
..Region XIII (Caraga),02.1.2.2 - Wine from other sources (ND),0.00113987
..Region XIII (Caraga),02.1.3 - Beer (ND),0.00939687
..Region XIII (Caraga),02.1.3.0 - Beer (ND),0.00939687
..Region XIII (Caraga),02.3 - TOBACCO,0.02018950
..Region XIII (Caraga),02.3.0 - Tobacco (ND),0.02018950
..Region XIII (Caraga),02.3.0.1 - Cigarettes (ND),0.01917425
..Region XIII (Caraga),02.3.0.2 - Cigars (ND),0.00009719
..Region XIII (Caraga),02.3.0.9 - Other tobacco products (ND),0.00091806
..Region XIII (Caraga),02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..Region XIII (Caraga),02.4.0 - Other vegetable-based tobacco products (ND),..
..Region XIII (Caraga),02.4.0.0 - Other vegetable-based tobacco products (ND),..
..Region XIII (Caraga),02.900 - NON-FOOD,1.00520356
..Region XIII (Caraga),03 - CLOTHING AND FOOTWEAR,0.07399338
..Region XIII (Caraga),03.1 - CLOTHING,0.05371442
..Region XIII (Caraga),03.1.1 - Clothing materials (SD),0.00007975
..Region XIII (Caraga),03.1.1.0 - Clothing materials (SD),0.00007975
..Region XIII (Caraga),03.1.2 - Garments (SD),0.05285109
..Region XIII (Caraga),03.1.2.1 - Garments for men or boys (SD),0.02762604
..Region XIII (Caraga),03.1.2.2 - Garments for women or girls (SD),0.02437437
..Region XIII (Caraga),03.1.2.3 - Garments for infants (0 to under 2 years) (SD),0.00084710
..Region XIII (Caraga),03.1.2.4 - School uniforms (SD),0.00000358
..Region XIII (Caraga),03.1.3 - Other articles of clothing and clothing accessories (SD),0.00026186
..Region XIII (Caraga),03.1.3.1 - Other articles of clothing (SD),0.00023229
..Region XIII (Caraga),03.1.3.2 - Clothing accessories (SD),0.00002957
..Region XIII (Caraga),"03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",0.00052172
..Region XIII (Caraga),03.1.4.1 - Cleaning of clothing (S),0.00035727
..Region XIII (Caraga),"03.1.4.2 - Repair, tailoring and hire of clothing (S)",0.00016445
..Region XIII (Caraga),03.2 - FOOTWEAR,0.02027896
..Region XIII (Caraga),03.2.1 - Shoes and other footwear (SD),0.02026320
..Region XIII (Caraga),03.2.1.1 - Footwear for men (SD),0.00771449
..Region XIII (Caraga),03.2.1.2 - Footwear for women (SD),0.00609083
..Region XIII (Caraga),03.2.1.3 - Footwear for infants and children (SD),0.00645788
..Region XIII (Caraga),"03.2.2 - Cleaning, repair, and hire of footwear (S)",0.00001576
..Region XIII (Caraga),"03.2.2.0 - Cleaning, repair, and hire of footwear (S)",0.00001576
..Region XIII (Caraga),"04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.33877700
..Region XIII (Caraga),04.1 - ACTUAL RENTALS FOR HOUSING,0.18194330
..Region XIII (Caraga),04.1.1 - Actual rentals paid by tenants for main residence (S),0.18194330
..Region XIII (Caraga),04.1.1.0 - Actual rentals paid by tenants for main residence (S),0.18194330
..Region XIII (Caraga),"04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.01630463
..Region XIII (Caraga),04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND),0.01260308
..Region XIII (Caraga),04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND),0.01260308
..Region XIII (Caraga),"04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",0.00370155
..Region XIII (Caraga),"04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",0.00370155
..Region XIII (Caraga),04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.01542975
..Region XIII (Caraga),04.4.1 - Water supply (ND),0.01542975
..Region XIII (Caraga),04.4.1.1 - Water supply through network systems (ND),0.01542975
..Region XIII (Caraga),"04.5 - ELECTRICITY, GAS AND OTHER FUELS",0.12509932
..Region XIII (Caraga),04.5.1 - Electricity (ND),0.07380244
..Region XIII (Caraga),04.5.1.0 - Electricity (ND),0.07380244
..Region XIII (Caraga),04.5.2 - Gas (ND),0.01541290
..Region XIII (Caraga),04.5.2.2 - Liquefied hydrocarbons (ND),0.01541290
..Region XIII (Caraga),04.5.3 - Liquid fuels (ND),0.00107872
..Region XIII (Caraga),04.5.3.0 - Liquid fuels (ND),0.00107872
..Region XIII (Caraga),04.5.4 - Solid fuels (ND),0.03480526
..Region XIII (Caraga),"04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",0.03396518
..Region XIII (Caraga),04.5.4.3 - Charcoal (ND),0.00084008
