Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
MIMAROPA Region,Cigarettes (ND),0.04864123
MIMAROPA Region,Cigars (ND),0.00095793
MIMAROPA Region,Other tobacco products (ND),0.00102462
MIMAROPA Region,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
MIMAROPA Region,Other vegetable-based tobacco products (ND),..
MIMAROPA Region,Other vegetable-based tobacco products (ND),..
MIMAROPA Region,NON-FOOD,1.40650306
MIMAROPA Region,CLOTHING AND FOOTWEAR,0.10839239
MIMAROPA Region,CLOTHING,0.09137859
MIMAROPA Region,Clothing materials (SD),0.00008789
MIMAROPA Region,Clothing materials (SD),0.00008789
MIMAROPA Region,Garments (SD),0.09088419
MIMAROPA Region,Garments for men or boys (SD),0.04693847
MIMAROPA Region,Garments for women or girls (SD),0.04262515
MIMAROPA Region,Garments for infants (0 to under 2 years) (SD),0.00132057
MIMAROPA Region,Other articles of clothing and clothing accessories (SD),0.00037321
MIMAROPA Region,Other articles of clothing (SD),0.00031256
MIMAROPA Region,Clothing accessories (SD),0.00006065
MIMAROPA Region,"Cleaning, repair, tailoring and hire of clothing (S)",0.00003330
MIMAROPA Region,Cleaning of clothing (S),..
MIMAROPA Region,"Repair, tailoring and hire of clothing (S)",0.00003330
MIMAROPA Region,FOOTWEAR,0.01701380
MIMAROPA Region,Shoes and other footwear (SD),0.01698218
MIMAROPA Region,Footwear for men (SD),0.00932929
MIMAROPA Region,Footwear for women (SD),0.00765289
MIMAROPA Region,"Cleaning, repair, and hire of footwear (S)",0.00003162
MIMAROPA Region,"Cleaning, repair, and hire of footwear (S)",0.00003162
MIMAROPA Region,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.51723069
MIMAROPA Region,ACTUAL RENTALS FOR HOUSING,0.15330643
MIMAROPA Region,Actual rentals paid by tenants for main residence (S),0.15330643
MIMAROPA Region,Actual rentals paid by tenants for main residence (S),0.15330643
MIMAROPA Region,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.02843092
MIMAROPA Region,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.02416361
MIMAROPA Region,Materials for the maintenance and repair of the dwelling (ND),0.02416361
MIMAROPA Region,"Services for the maintenance, repair and security of the dwelling (S)",0.00426731
MIMAROPA Region,"Services for the maintenance, repair and security of the dwelling (S)",0.00426731
MIMAROPA Region,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.02061848
MIMAROPA Region,Water supply (ND),0.02061848
MIMAROPA Region,Water supply through network systems (ND),0.02061848
MIMAROPA Region,"ELECTRICITY, GAS AND OTHER FUELS",0.31487486
MIMAROPA Region,Electricity (ND),0.14740244
MIMAROPA Region,Electricity (ND),0.14740244
MIMAROPA Region,Gas (ND),0.02330323
MIMAROPA Region,Liquefied hydrocarbons (ND),0.02330323
MIMAROPA Region,Liquid fuels (ND),0.00987674
MIMAROPA Region,Liquid fuels (ND),0.00987674
MIMAROPA Region,Solid fuels (ND),0.13429245
MIMAROPA Region,"Wood fuel, including pellets and briquettes (ND)",0.05749676
MIMAROPA Region,Charcoal (ND),0.07679569
MIMAROPA Region,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.08289982
MIMAROPA Region,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00316921
MIMAROPA Region,"Furniture, furnishings and loose carpets (D)",0.00316921
MIMAROPA Region,Household furniture (D),0.00267348
MIMAROPA Region,"Furnishings, loose carpets and rugs (D)",0.00049573
MIMAROPA Region,HOUSEHOLD TEXTILES,0.00435241
MIMAROPA Region,Household textiles (SD),0.00435241
MIMAROPA Region,Furnishing fabrics and curtains (SD),0.00131604
MIMAROPA Region,Bed linen and bedding (SD),0.00300177
MIMAROPA Region,Other household textiles (SD),0.00003460
MIMAROPA Region,HOUSEHOLD APPLIANCES,0.01139992
MIMAROPA Region,"Major household appliances, whether electric or not (D)",0.00873478
MIMAROPA Region,Major kitchen appliances (D),0.00472423
MIMAROPA Region,Major laundry appliances (D),0.00401055
MIMAROPA Region,Small household appliances (SD),0.00252962
MIMAROPA Region,Small appliances for cooking and processing of food (SD),0.00058725
MIMAROPA Region,Other small household appliances (SD),0.00194237
MIMAROPA Region,"Repair, installation and hire of household appliances (S)",0.00013552
MIMAROPA Region,"Repair, installation and hire of household appliances (S)",0.00013552
MIMAROPA Region,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00135442
MIMAROPA Region,"Glassware, tableware and household utensils (SD)",0.00135442
MIMAROPA Region,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00135442
MIMAROPA Region,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00020914
MIMAROPA Region,Non-motorized tools and miscellaneous accessories (SD),0.00020914
MIMAROPA Region,Non-motorized tools (SD),0.00009271
MIMAROPA Region,Miscellaneous accessories (SD),0.00011643
MIMAROPA Region,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.06241472
MIMAROPA Region,Non-durable household goods (ND),0.06241472
MIMAROPA Region,Household cleaning and maintenance products (ND),0.02575556
MIMAROPA Region,Other non-durable household goods (ND),0.03665916
MIMAROPA Region,HEALTH,0.04772233
MIMAROPA Region,MEDICINES AND HEALTH PRODUCTS,0.03973957
MIMAROPA Region,Medicines (ND),0.03771636
MIMAROPA Region,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.03771636
MIMAROPA Region,Medical products (ND),0.00056309
MIMAROPA Region,Medical diagnostic products (ND),0.00001179
MIMAROPA Region,Prevention and protective devices (ND),0.00051842
MIMAROPA Region,Treatment devices for personal use (ND),0.00003288
MIMAROPA Region,Assistive products (D),0.00146012
MIMAROPA Region,Assistive products for vision (D),0.00146012
MIMAROPA Region,OUTPATIENT CARE SERVICES,0.00327408
MIMAROPA Region,Preventive care services (S),0.00282853
MIMAROPA Region,Other preventive services (S),0.00282853
MIMAROPA Region,Outpatient dental services (S),0.00044555
MIMAROPA Region,Dental preventive services (S),0.00044555
MIMAROPA Region,INPATIENT CARE SERVICES,0.00461200
MIMAROPA Region,Inpatient curative and rehabilitative services (S),0.00461200
MIMAROPA Region,Inpatient curative and rehabilitative services (S),0.00461200
MIMAROPA Region,OTHER HEALTH SERVICES,0.00009668
MIMAROPA Region,Diagnostic imaging services and medical laboratory services (S),0.00009668
MIMAROPA Region,Diagnostic imaging services and medical laboratory services (S),0.00009668
MIMAROPA Region,TRANSPORT,0.21506152
MIMAROPA Region,PURCHASE OF VEHICLES,0.03525774
MIMAROPA Region,Motorcycles (D),0.03488792
MIMAROPA Region,Motorcycles (D),0.03488792
MIMAROPA Region,Bicycles (D),0.00036982
MIMAROPA Region,Bicycles (D),0.00036982
MIMAROPA Region,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.07921651
MIMAROPA Region,Parts and accessories for personal transport equipment (SD),0.00222298
MIMAROPA Region,Tires (SD),0.00200557
MIMAROPA Region,Parts for personal transport equipment (SD),0.00021741
MIMAROPA Region,Fuels and lubricants for personal transport equipment (ND),0.07188403
MIMAROPA Region,Diesel (ND),0.00301883
MIMAROPA Region,Gasoline (ND),0.06832439
MIMAROPA Region,Lubricants (ND),0.00054081
MIMAROPA Region,Maintenance and repair of personal transport equipment (S),0.00503982
MIMAROPA Region,Maintenance and repair of personal transport equipment (S),0.00503982
MIMAROPA Region,Other services in respect of personal transport equipment (S),0.00006968
MIMAROPA Region,Toll facilities (S),0.00006968
MIMAROPA Region,PASSENGER TRANSPORT SERVICES,0.10058543
MIMAROPA Region,Passenger transport by railway (S),..
MIMAROPA Region,Passenger transport by rapid transit and tram (S),..
MIMAROPA Region,Passenger transport by road (S),0.09646723
MIMAROPA Region,Passenger transport by bus and coach (S),0.00523992
MIMAROPA Region,Passenger transport by taxi and hired car with driver (S),..
MIMAROPA Region,Other passenger transport by road (S),0.09122731
MIMAROPA Region,Passenger transport by air (S),0.00094988
MIMAROPA Region,"Passenger transport by air, domestic (S)",0.00094988
MIMAROPA Region,Passenger transport by sea and inland waterway (S),0.00316832
MIMAROPA Region,Passenger transport by sea and inland waterway (S),0.00316832
MIMAROPA Region,TRANSPORT SERVICES OF GOODS,0.00000184
MIMAROPA Region,Postal and courier services (S),0.00000184
MIMAROPA Region,Letter handling services (S),..
MIMAROPA Region,Courier and parcel delivery services (S),0.00000184
MIMAROPA Region,INFORMATION AND COMMUNICATION,0.03669153
MIMAROPA Region,INFORMATION AND COMMUNICATION EQUIPMENT,0.00378501
MIMAROPA Region,Mobile telephone equipment (D),..
MIMAROPA Region,Mobile telephone equipment (D),..
MIMAROPA Region,Information processing equipment (D),..
MIMAROPA Region,"Computers, laptops and tablets (D)",..
MIMAROPA Region,Peripheral equipment and its consumable components (D),..
MIMAROPA Region,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00378501
MIMAROPA Region,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00378501
MIMAROPA Region,Unrecorded recording media (SD),..
MIMAROPA Region,Unrecorded recording media (SD),..
MIMAROPA Region,INFORMATION AND COMMUNICATION SERVICES,0.03290652
MIMAROPA Region,Fixed communication services (S),0.00037516
MIMAROPA Region,Fixed communication services (S),0.00037516
MIMAROPA Region,Mobile communication services (S),0.02232122
MIMAROPA Region,Mobile communication services (S),0.02232122
MIMAROPA Region,Internet access provision services and net storage services (S),0.01021014
MIMAROPA Region,Internet access provision services and net storage services (S),0.01021014
MIMAROPA Region,"RECREATION, SPORT AND CULTURE",0.02889364
MIMAROPA Region,OTHER RECREATIONAL GOODS,0.00264867
MIMAROPA Region,"Games, toys and hobbies (SD)",0.00264867
MIMAROPA Region,"Other games, toys and hobbies (SD)",0.00264867
MIMAROPA Region,"Equipment for sport, camping and open-air recreation (SD)",..
MIMAROPA Region,Equipment for sport (SD),..
MIMAROPA Region,GARDEN PRODUCTS AND PETS,0.00017915
MIMAROPA Region,"Garden products, plants and flowers (ND)",0.00009886
MIMAROPA Region,Garden products (ND),0.00009206
MIMAROPA Region,"Plants, seeds and flowers (ND)",0.00000680
MIMAROPA Region,Pets and products for pets (ND),0.00008029
MIMAROPA Region,Products for pets and other household animals (ND),0.00008029
MIMAROPA Region,RECREATIONAL SERVICES,0.00169274
MIMAROPA Region,Recreational and sporting services (S),..
MIMAROPA Region,Sporting services - practice (S),..
MIMAROPA Region,Games of chance (S),0.00169274
MIMAROPA Region,Games of chance (S),0.00169274
MIMAROPA Region,CULTURAL GOODS,..
MIMAROPA Region,Musical instruments (D),..
MIMAROPA Region,Musical instruments (D),..
MIMAROPA Region,CULTURAL SERVICES,0.00788094
MIMAROPA Region,Other cultural services (S),0.00788094
MIMAROPA Region,Other cultural services (S),0.00788094
MIMAROPA Region,"NEWSPAPERS, BOOKS AND STATIONERY",0.01649214
MIMAROPA Region,Books (SD),0.00013098
MIMAROPA Region,Educational and textbooks in printed or electronic copy (SD),0.00008686
MIMAROPA Region,Other books (SD) in printed or electronic copy,0.00004412
MIMAROPA Region,Newspapers and periodicals (ND),0.00000537
MIMAROPA Region,Newspapers (ND),0.00000537
MIMAROPA Region,Stationery and drawing materials (ND),0.01635579
MIMAROPA Region,Stationery and drawing materials (ND),0.01635579
MIMAROPA Region,PACKAGE HOLIDAYS (S),..
MIMAROPA Region,Package holidays (S),..
MIMAROPA Region,Package holidays (S),..
MIMAROPA Region,EDUCATION SERVICES,0.00197440
MIMAROPA Region,EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00020786
MIMAROPA Region,Early chilhood and primary education (S),0.00020786
MIMAROPA Region,Early childhood education services (S),0.00007289
MIMAROPA Region,Primary education (S),0.00013497
MIMAROPA Region,SECONDARY EDUCATION  (S),0.00111887
MIMAROPA Region,Secondary education (S),0.00111887
MIMAROPA Region,Lower secondary general education services,0.00111887
MIMAROPA Region,Lower secondary technical-vocational livelihood programs services,..
MIMAROPA Region,TERTIARY EDUCATION (S),0.00064767
MIMAROPA Region,Tertiary education (s),0.00064767
MIMAROPA Region,Tertiary education (s),0.00064767
MIMAROPA Region,RESTAURANTS AND ACCOMMODATION SERVICES,0.20226489
MIMAROPA Region,FOOD AND BEVERAGE SERVING SERVICES,0.20226489
MIMAROPA Region,"Restaurants, café and the like (S)",0.20226489
MIMAROPA Region,"Restaurants, café and the like - with full service (S)",0.20226489
MIMAROPA Region,ACCOMMODATION SERVICES,..
MIMAROPA Region,Accommodation services (S),..
MIMAROPA Region,"Hotels, motels, inns and similar accommodation services (S)",..
MIMAROPA Region,FINANCIAL SERVICES,0.00000540
MIMAROPA Region,FINANCIAL SERVICES,0.00000540
MIMAROPA Region,Financial intermediation services indirectly measured (S),0.00000441
MIMAROPA Region,Financial intermediation services indirectly measured (S),0.00000441
MIMAROPA Region,Other financial services (S),0.00000099
MIMAROPA Region,Remittances fees (S),0.00000099
MIMAROPA Region,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.16536645
MIMAROPA Region,PERSONAL CARE,0.15030002
MIMAROPA Region,Electric appliances for personal care (SD),..
MIMAROPA Region,Electric appliances for personal care (SD),..
MIMAROPA Region,"Other appliances, articles and products for personal care (ND)",0.13470720
MIMAROPA Region,"Other appliances, articles and products for personal care (ND)",0.13470720
MIMAROPA Region,Hairdressing salons and personal grooming establishments (S),0.01559282
MIMAROPA Region,Hairdressing (S),0.00779641
MIMAROPA Region,Personal grooming treatments (S),0.00779641
MIMAROPA Region,OTHER PERSONAL EFFECTS,0.01425669
MIMAROPA Region,Jewellery and watches (D),0.00052209
MIMAROPA Region,Jewellery and watches (D),0.00052209
MIMAROPA Region,"Repair and hire of jewellery, clocks and watches (S)",..
MIMAROPA Region,Other personal effects n.e.c. (SD),0.01373460
MIMAROPA Region,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.01373460
MIMAROPA Region,OTHER SERVICES,0.00080974
MIMAROPA Region,Other services (S),0.00080974
MIMAROPA Region,Other services n.e.c. (S),0.00080974
MARINDUQUE,ALL ITEMS,0.26758653
MARINDUQUE,FOOD AND NON-ALCOHOLIC BEVERAGES,0.13784615
MARINDUQUE,FOOD,0.12934341
MARINDUQUE,Cereals and cereal products (ND),0.04950465
MARINDUQUE,Cereals (ND),0.03954667
MARINDUQUE,Rice,0.03938650
MARINDUQUE,Corn,0.00016017
MARINDUQUE,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00995798
MARINDUQUE,Flour of cereals (ND),0.00019625
MARINDUQUE,Bread and bakery products (ND),0.00566966
MARINDUQUE,Breakfast cereals (ND),0.00003012
MARINDUQUE,"Macaroni, noodles, couscous and similar pasta products (ND)",0.00249466
MARINDUQUE,Other cereal and grain mill products (ND),0.00156729
MARINDUQUE,Meat and other parts of slaughtered land animals (ND),0.01667457
MARINDUQUE,"Meat, fresh, chilled or frozen (ND)",0.01213882
MARINDUQUE,"Meat, dried, salted, in brine or smoked (ND)",0.00007138
MARINDUQUE,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00036715
MARINDUQUE,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00409722
MARINDUQUE,Fish and other seafood (ND),0.02863700
MARINDUQUE,"Fish, live, fresh, chilled or frozen (ND)",0.02319062
MARINDUQUE,"Fish, dried, salted, in brine or smoked (ND)",0.00160579
MARINDUQUE,Fish preparations (ND),0.00211304
MARINDUQUE,"Other seafood, live, fresh, chilled or frozen (ND)",0.00169570
MARINDUQUE,Other seafood preparations (ND),0.00003185
MARINDUQUE,"Milk, other dairy products and eggs (ND)",0.00757523
MARINDUQUE,Raw and whole milk (ND),..
MARINDUQUE,Other milk and cream (ND),0.00383881
MARINDUQUE,Non-animal milk (ND),..
MARINDUQUE,Cheese (ND),0.00012510
MARINDUQUE,Yoghurt and similar products (ND),..
MARINDUQUE,Milk-based dessert and beverages (ND),..
MARINDUQUE,Eggs (ND),0.00361132
MARINDUQUE,Oils and fats (ND),0.00221875
MARINDUQUE,Vegetable oils (ND),0.00207182
MARINDUQUE,Butter and other fats and oils derived from milk (ND),0.00000215
MARINDUQUE,Margarine and similar preparations (ND),0.00014478
MARINDUQUE,Other animal oils and fats (ND),..
MARINDUQUE,Fruits and nuts (ND),0.00531641
MARINDUQUE,"Dates, figs and tropical fruits, fresh (ND)",0.00472021
MARINDUQUE,"Citrus fruits, fresh (ND)",0.00019249
MARINDUQUE,"Fruit, dried and dehydrated (ND)",..
MARINDUQUE,"Nuts, in shell or shelled (ND)",0.00021197
MARINDUQUE,Fruit and nuts ground and other preparations (ND),0.00019174
MARINDUQUE,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.01082531
MARINDUQUE,"Leafy or stem vegetables, fresh or chilled (ND)",0.00292365
MARINDUQUE,"Fruit-bearing vegetables, fresh or chilled (ND)",0.00397922
MARINDUQUE,"Other vegetables, fresh or chilled (ND)",0.00264852
MARINDUQUE,"Tubers, plantains and cooking bananas (ND)",0.00108837
MARINDUQUE,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00018555
MARINDUQUE,"Sugar, confectionery and desserts (ND)",0.00431349
MARINDUQUE,Cane and beet sugar (ND),0.00225216
MARINDUQUE,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00006277
MARINDUQUE,"Nut purée, nut butter and nut pastes (ND)",0.00044690
MARINDUQUE,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00033981
MARINDUQUE,"Ice, ice cream and sorbet (ND)",0.00083738
MARINDUQUE,Other sugar confectionery and desserts n.e.c. (ND),0.00037447
MARINDUQUE,Ready-made food and other food products n.e.c. (ND),0.00427800
MARINDUQUE,Baby food (ND),..
MARINDUQUE,"Salt, condiments and sauces (ND)",0.00280940
MARINDUQUE,"Spices, culinary herbs and seeds (ND)",0.00116523
MARINDUQUE,Other food products n.e.c. (ND),0.00030337
MARINDUQUE,NON-ALCOHOLIC BEVERAGES,0.00850274
MARINDUQUE,Fruit and vegetable juices (ND),0.00052673
MARINDUQUE,Fruit and vegetable juices (ND),0.00052673
MARINDUQUE,Coffee and coffee substitutes (ND),0.00442532
MARINDUQUE,Coffee and coffee substitutes (ND),0.00442532
MARINDUQUE,"Tea, maté and other plant products for infusion (ND)",0.00005695
MARINDUQUE,"Tea, maté and other plant products for infusion (ND)",0.00005695
MARINDUQUE,Cocoa drinks (ND),0.00085322
MARINDUQUE,Cocoa drinks (ND),0.00085322
MARINDUQUE,Water (ND),0.00196665
MARINDUQUE,Water (ND),0.00196665
MARINDUQUE,Soft drinks (ND),0.00055624
MARINDUQUE,Soft drinks (ND),0.00055624
MARINDUQUE,Other non-alcoholic beverages (ND),0.00011763
