Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
BILIRAN,OTHER PERSONAL EFFECTS,0.00081759
BILIRAN,Jewellery and watches (D),0.00014596
BILIRAN,Jewellery and watches (D),0.00014596
BILIRAN,"Repair and hire of jewellery, clocks and watches (S)",..
BILIRAN,Other personal effects n.e.c. (SD),0.00067163
BILIRAN,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00067163
BILIRAN,OTHER SERVICES,0.00010169
BILIRAN,Other services (S),0.00010169
BILIRAN,Other services n.e.c. (S),0.00010169
TACLOBAN CITY,ALL ITEMS,0.20579899
TACLOBAN CITY,FOOD AND NON-ALCOHOLIC BEVERAGES,0.11256119
TACLOBAN CITY,FOOD,0.10296118
TACLOBAN CITY,Cereals and cereal products (ND),0.04796032
TACLOBAN CITY,Cereals (ND),0.03887026
TACLOBAN CITY,Rice,0.03873579
TACLOBAN CITY,Corn,0.00013447
TACLOBAN CITY,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00909006
TACLOBAN CITY,Flour of cereals (ND),0.00006834
TACLOBAN CITY,Bread and bakery products (ND),0.00703435
TACLOBAN CITY,Breakfast cereals (ND),0.00003421
TACLOBAN CITY,"Macaroni, noodles, couscous and similar pasta products (ND)",0.00195316
TACLOBAN CITY,Other cereal and grain mill products (ND),..
TACLOBAN CITY,Meat and other parts of slaughtered land animals (ND),0.01541564
TACLOBAN CITY,"Meat, fresh, chilled or frozen (ND)",0.01190329
TACLOBAN CITY,"Meat, dried, salted, in brine or smoked (ND)",0.00004127
TACLOBAN CITY,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00028573
TACLOBAN CITY,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00318535
TACLOBAN CITY,Fish and other seafood (ND),0.01641240
TACLOBAN CITY,"Fish, live, fresh, chilled or frozen (ND)",0.01319192
TACLOBAN CITY,"Fish, dried, salted, in brine or smoked (ND)",0.00095841
TACLOBAN CITY,Fish preparations (ND),0.00175236
TACLOBAN CITY,"Other seafood, live, fresh, chilled or frozen (ND)",0.00050971
TACLOBAN CITY,Other seafood preparations (ND),..
TACLOBAN CITY,"Milk, other dairy products and eggs (ND)",0.00736237
TACLOBAN CITY,Raw and whole milk (ND),0.00002090
TACLOBAN CITY,Other milk and cream (ND),0.00395910
TACLOBAN CITY,Non-animal milk (ND),..
TACLOBAN CITY,Cheese (ND),0.00012087
TACLOBAN CITY,Yoghurt and similar products (ND),..
TACLOBAN CITY,Milk-based dessert and beverages (ND),0.00003656
TACLOBAN CITY,Eggs (ND),0.00322494
TACLOBAN CITY,Oils and fats (ND),0.00154035
TACLOBAN CITY,Vegetable oils (ND),0.00141279
TACLOBAN CITY,Butter and other fats and oils derived from milk (ND),0.00000245
TACLOBAN CITY,Margarine and similar preparations (ND),0.00012511
TACLOBAN CITY,Other animal oils and fats (ND),..
TACLOBAN CITY,Fruits and nuts (ND),0.00251983
TACLOBAN CITY,"Dates, figs and tropical fruits, fresh (ND)",0.00237457
TACLOBAN CITY,"Citrus fruits, fresh (ND)",..
TACLOBAN CITY,"Fruit, dried and dehydrated (ND)",0.00000190
TACLOBAN CITY,"Nuts, in shell or shelled (ND)",0.00010455
TACLOBAN CITY,Fruit and nuts ground and other preparations (ND),0.00003881
TACLOBAN CITY,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.00608078
TACLOBAN CITY,"Leafy or stem vegetables, fresh or chilled (ND)",0.00201511
TACLOBAN CITY,"Fruit-bearing vegetables, fresh or chilled (ND)",0.00181460
TACLOBAN CITY,"Other vegetables, fresh or chilled (ND)",0.00173225
TACLOBAN CITY,"Tubers, plantains and cooking bananas (ND)",0.00044642
TACLOBAN CITY,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00007240
TACLOBAN CITY,"Sugar, confectionery and desserts (ND)",0.00193729
TACLOBAN CITY,Cane and beet sugar (ND),0.00080555
TACLOBAN CITY,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00000993
TACLOBAN CITY,"Nut purée, nut butter and nut pastes (ND)",0.00018839
TACLOBAN CITY,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00011429
TACLOBAN CITY,"Ice, ice cream and sorbet (ND)",0.00057092
TACLOBAN CITY,Other sugar confectionery and desserts n.e.c. (ND),0.00024821
TACLOBAN CITY,Ready-made food and other food products n.e.c. (ND),0.00373220
TACLOBAN CITY,Baby food (ND),0.00108621
TACLOBAN CITY,"Salt, condiments and sauces (ND)",0.00176325
TACLOBAN CITY,"Spices, culinary herbs and seeds (ND)",0.00085690
TACLOBAN CITY,Other food products n.e.c. (ND),0.00002584
TACLOBAN CITY,NON-ALCOHOLIC BEVERAGES,0.00960001
TACLOBAN CITY,Fruit and vegetable juices (ND),0.00027802
TACLOBAN CITY,Fruit and vegetable juices (ND),0.00027802
TACLOBAN CITY,Coffee and coffee substitutes (ND),0.00486988
TACLOBAN CITY,Coffee and coffee substitutes (ND),0.00486988
TACLOBAN CITY,"Tea, maté and other plant products for infusion (ND)",0.00001653
TACLOBAN CITY,"Tea, maté and other plant products for infusion (ND)",0.00001653
TACLOBAN CITY,Cocoa drinks (ND),0.00138484
TACLOBAN CITY,Cocoa drinks (ND),0.00138484
TACLOBAN CITY,Water (ND),0.00210164
TACLOBAN CITY,Water (ND),0.00210164
TACLOBAN CITY,Soft drinks (ND),0.00083928
TACLOBAN CITY,Soft drinks (ND),0.00083928
TACLOBAN CITY,Other non-alcoholic beverages (ND),0.00010982
TACLOBAN CITY,Other non-alcoholic beverages (ND),0.00010982
TACLOBAN CITY,ALCOHOLIC BEVERAGES AND TOBACCO,0.00591211
TACLOBAN CITY,ALCOHOLIC BEVERAGES,0.00230491
TACLOBAN CITY,Spirits and liquors (ND),0.00006480
TACLOBAN CITY,Spirits and liquors (ND),0.00006480
TACLOBAN CITY,Wine (ND),0.00125341
TACLOBAN CITY,Wine from other sources (ND),0.00125341
TACLOBAN CITY,Beer (ND),0.00098670
TACLOBAN CITY,Beer (ND),0.00098670
TACLOBAN CITY,TOBACCO,0.00360720
TACLOBAN CITY,Tobacco (ND),0.00360720
TACLOBAN CITY,Cigarettes (ND),0.00360486
TACLOBAN CITY,Cigars (ND),..
TACLOBAN CITY,Other tobacco products (ND),0.00000234
TACLOBAN CITY,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
TACLOBAN CITY,Other vegetable-based tobacco products (ND),..
TACLOBAN CITY,Other vegetable-based tobacco products (ND),..
TACLOBAN CITY,NON-FOOD,0.08732569
TACLOBAN CITY,CLOTHING AND FOOTWEAR,0.00442316
TACLOBAN CITY,CLOTHING,0.00386015
TACLOBAN CITY,Clothing materials (SD),0.00007090
TACLOBAN CITY,Clothing materials (SD),0.00007090
TACLOBAN CITY,Garments (SD),0.00377038
TACLOBAN CITY,Garments for men or boys (SD),0.00209842
TACLOBAN CITY,Garments for women or girls (SD),0.00159140
TACLOBAN CITY,Garments for infants (0 to under 2 years) (SD),0.00008056
TACLOBAN CITY,Other articles of clothing and clothing accessories (SD),0.00001887
TACLOBAN CITY,Other articles of clothing (SD),0.00001806
TACLOBAN CITY,Clothing accessories (SD),0.00000081
TACLOBAN CITY,"Cleaning, repair, tailoring and hire of clothing (S)",..
TACLOBAN CITY,Cleaning of clothing (S),..
TACLOBAN CITY,"Repair, tailoring and hire of clothing (S)",..
TACLOBAN CITY,FOOTWEAR,0.00056301
TACLOBAN CITY,Shoes and other footwear (SD),0.00056301
TACLOBAN CITY,Footwear for men (SD),0.00032705
TACLOBAN CITY,Footwear for women (SD),0.00023596
TACLOBAN CITY,"Cleaning, repair, and hire of footwear (S)",..
TACLOBAN CITY,"Cleaning, repair, and hire of footwear (S)",..
TACLOBAN CITY,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.03837052
TACLOBAN CITY,ACTUAL RENTALS FOR HOUSING,0.02051478
TACLOBAN CITY,Actual rentals paid by tenants for main residence (S),0.02051478
TACLOBAN CITY,Actual rentals paid by tenants for main residence (S),0.02051478
TACLOBAN CITY,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00017239
TACLOBAN CITY,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00017239
TACLOBAN CITY,Materials for the maintenance and repair of the dwelling (ND),0.00017239
TACLOBAN CITY,"Services for the maintenance, repair and security of the dwelling (S)",..
TACLOBAN CITY,"Services for the maintenance, repair and security of the dwelling (S)",..
TACLOBAN CITY,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00313114
TACLOBAN CITY,Water supply (ND),0.00313114
TACLOBAN CITY,Water supply through network systems (ND),0.00313114
TACLOBAN CITY,"ELECTRICITY, GAS AND OTHER FUELS",0.01455221
TACLOBAN CITY,Electricity (ND),0.00678509
TACLOBAN CITY,Electricity (ND),0.00678509
TACLOBAN CITY,Gas (ND),0.00413406
TACLOBAN CITY,Liquefied hydrocarbons (ND),0.00413406
TACLOBAN CITY,Liquid fuels (ND),0.00064674
TACLOBAN CITY,Liquid fuels (ND),0.00064674
TACLOBAN CITY,Solid fuels (ND),0.00298632
TACLOBAN CITY,"Wood fuel, including pellets and briquettes (ND)",0.00249692
TACLOBAN CITY,Charcoal (ND),0.00048940
TACLOBAN CITY,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.00459931
TACLOBAN CITY,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00026165
TACLOBAN CITY,"Furniture, furnishings and loose carpets (D)",0.00026165
TACLOBAN CITY,Household furniture (D),0.00026165
TACLOBAN CITY,"Furnishings, loose carpets and rugs (D)",..
TACLOBAN CITY,HOUSEHOLD TEXTILES,0.00011476
TACLOBAN CITY,Household textiles (SD),0.00011476
TACLOBAN CITY,Furnishing fabrics and curtains (SD),0.00004257
TACLOBAN CITY,Bed linen and bedding (SD),0.00005835
TACLOBAN CITY,Other household textiles (SD),0.00001384
TACLOBAN CITY,HOUSEHOLD APPLIANCES,0.00037837
TACLOBAN CITY,"Major household appliances, whether electric or not (D)",0.00022607
TACLOBAN CITY,Major kitchen appliances (D),0.00010149
TACLOBAN CITY,Major laundry appliances (D),0.00012458
TACLOBAN CITY,Small household appliances (SD),0.00015230
TACLOBAN CITY,Small appliances for cooking and processing of food (SD),0.00003966
TACLOBAN CITY,Other small household appliances (SD),0.00011264
TACLOBAN CITY,"Repair, installation and hire of household appliances (S)",..
TACLOBAN CITY,"Repair, installation and hire of household appliances (S)",..
TACLOBAN CITY,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00009531
TACLOBAN CITY,"Glassware, tableware and household utensils (SD)",0.00009531
TACLOBAN CITY,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00009531
TACLOBAN CITY,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00000802
TACLOBAN CITY,Non-motorized tools and miscellaneous accessories (SD),0.00000802
TACLOBAN CITY,Non-motorized tools (SD),0.00000321
TACLOBAN CITY,Miscellaneous accessories (SD),0.00000481
TACLOBAN CITY,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.00374120
TACLOBAN CITY,Non-durable household goods (ND),0.00374120
TACLOBAN CITY,Household cleaning and maintenance products (ND),0.00093530
TACLOBAN CITY,Other non-durable household goods (ND),0.00280590
TACLOBAN CITY,HEALTH,0.00252039
TACLOBAN CITY,MEDICINES AND HEALTH PRODUCTS,0.00213373
TACLOBAN CITY,Medicines (ND),0.00209047
TACLOBAN CITY,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.00209047
TACLOBAN CITY,Medical products (ND),0.00002871
TACLOBAN CITY,Medical diagnostic products (ND),0.00000957
TACLOBAN CITY,Prevention and protective devices (ND),0.00000957
TACLOBAN CITY,Treatment devices for personal use (ND),0.00000957
TACLOBAN CITY,Assistive products (D),0.00001455
TACLOBAN CITY,Assistive products for vision (D),0.00001455
TACLOBAN CITY,OUTPATIENT CARE SERVICES,..
TACLOBAN CITY,Preventive care services (S),..
TACLOBAN CITY,Other preventive services (S),..
TACLOBAN CITY,Outpatient dental services (S),..
TACLOBAN CITY,Dental preventive services (S),..
TACLOBAN CITY,INPATIENT CARE SERVICES,0.00035355
TACLOBAN CITY,Inpatient curative and rehabilitative services (S),0.00035355
TACLOBAN CITY,Inpatient curative and rehabilitative services (S),0.00035355
TACLOBAN CITY,OTHER HEALTH SERVICES,0.00003311
TACLOBAN CITY,Diagnostic imaging services and medical laboratory services (S),0.00003311
TACLOBAN CITY,Diagnostic imaging services and medical laboratory services (S),0.00003311
TACLOBAN CITY,TRANSPORT,0.01210959
TACLOBAN CITY,PURCHASE OF VEHICLES,0.00096901
TACLOBAN CITY,Motorcycles (D),0.00096901
TACLOBAN CITY,Motorcycles (D),0.00096901
TACLOBAN CITY,Bicycles (D),..
TACLOBAN CITY,Bicycles (D),..
TACLOBAN CITY,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00130384
TACLOBAN CITY,Parts and accessories for personal transport equipment (SD),..
TACLOBAN CITY,Tires (SD),..
TACLOBAN CITY,Parts for personal transport equipment (SD),..
TACLOBAN CITY,Fuels and lubricants for personal transport equipment (ND),0.00119473
TACLOBAN CITY,Diesel (ND),0.00014908
TACLOBAN CITY,Gasoline (ND),0.00103616
TACLOBAN CITY,Lubricants (ND),0.00000949
TACLOBAN CITY,Maintenance and repair of personal transport equipment (S),0.00010911
TACLOBAN CITY,Maintenance and repair of personal transport equipment (S),0.00010911
TACLOBAN CITY,Other services in respect of personal transport equipment (S),..
TACLOBAN CITY,Toll facilities (S),..
TACLOBAN CITY,PASSENGER TRANSPORT SERVICES,0.00982369
TACLOBAN CITY,Passenger transport by railway (S),..
TACLOBAN CITY,Passenger transport by rapid transit and tram (S),..
TACLOBAN CITY,Passenger transport by road (S),0.00979348
TACLOBAN CITY,Passenger transport by bus and coach (S),0.00017399
TACLOBAN CITY,Passenger transport by taxi and hired car with driver (S),..
TACLOBAN CITY,Other passenger transport by road (S),0.00961949
TACLOBAN CITY,Passenger transport by air (S),0.00002282
TACLOBAN CITY,"Passenger transport by air, domestic (S)",0.00002282
TACLOBAN CITY,Passenger transport by sea and inland waterway (S),0.00000739
TACLOBAN CITY,Passenger transport by sea and inland waterway (S),0.00000739
TACLOBAN CITY,TRANSPORT SERVICES OF GOODS,0.00001305
TACLOBAN CITY,Postal and courier services (S),0.00001305
TACLOBAN CITY,Letter handling services (S),0.00000979
TACLOBAN CITY,Courier and parcel delivery services (S),0.00000326
TACLOBAN CITY,INFORMATION AND COMMUNICATION,0.00297120
TACLOBAN CITY,INFORMATION AND COMMUNICATION EQUIPMENT,0.00011442
TACLOBAN CITY,Mobile telephone equipment (D),..
TACLOBAN CITY,Mobile telephone equipment (D),..
TACLOBAN CITY,Information processing equipment (D),..
TACLOBAN CITY,"Computers, laptops and tablets (D)",..
TACLOBAN CITY,Peripheral equipment and its consumable components (D),..
TACLOBAN CITY,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00010361
TACLOBAN CITY,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00010361
TACLOBAN CITY,Unrecorded recording media (SD),0.00001081
TACLOBAN CITY,Unrecorded recording media (SD),0.00001081
TACLOBAN CITY,INFORMATION AND COMMUNICATION SERVICES,0.00285678
TACLOBAN CITY,Fixed communication services (S),..
TACLOBAN CITY,Fixed communication services (S),..
TACLOBAN CITY,Mobile communication services (S),0.00273595
TACLOBAN CITY,Mobile communication services (S),0.00273595
TACLOBAN CITY,Internet access provision services and net storage services (S),0.00012083
TACLOBAN CITY,Internet access provision services and net storage services (S),0.00012083
TACLOBAN CITY,"RECREATION, SPORT AND CULTURE",0.00153238
TACLOBAN CITY,OTHER RECREATIONAL GOODS,0.00015173
TACLOBAN CITY,"Games, toys and hobbies (SD)",0.00014993
TACLOBAN CITY,"Other games, toys and hobbies (SD)",0.00014993
TACLOBAN CITY,"Equipment for sport, camping and open-air recreation (SD)",0.00000180
TACLOBAN CITY,Equipment for sport (SD),0.00000180
TACLOBAN CITY,GARDEN PRODUCTS AND PETS,0.00000980
TACLOBAN CITY,"Garden products, plants and flowers (ND)",0.00000980
TACLOBAN CITY,Garden products (ND),0.00000980
TACLOBAN CITY,"Plants, seeds and flowers (ND)",..
TACLOBAN CITY,Pets and products for pets (ND),..
TACLOBAN CITY,Products for pets and other household animals (ND),..
TACLOBAN CITY,RECREATIONAL SERVICES,0.00042455
TACLOBAN CITY,Recreational and sporting services (S),0.00000263
TACLOBAN CITY,Sporting services - practice (S),0.00000263
TACLOBAN CITY,Games of chance (S),0.00042192
TACLOBAN CITY,Games of chance (S),0.00042192
TACLOBAN CITY,CULTURAL GOODS,..
TACLOBAN CITY,Musical instruments (D),..
TACLOBAN CITY,Musical instruments (D),..
TACLOBAN CITY,CULTURAL SERVICES,..
TACLOBAN CITY,Other cultural services (S),..
TACLOBAN CITY,Other cultural services (S),..
TACLOBAN CITY,"NEWSPAPERS, BOOKS AND STATIONERY",0.00094630
TACLOBAN CITY,Books (SD),0.00000463
TACLOBAN CITY,Educational and textbooks in printed or electronic copy (SD),0.00000463
TACLOBAN CITY,Other books (SD) in printed or electronic copy,..
TACLOBAN CITY,Newspapers and periodicals (ND),..
TACLOBAN CITY,Newspapers (ND),..
TACLOBAN CITY,Stationery and drawing materials (ND),0.00094167
TACLOBAN CITY,Stationery and drawing materials (ND),0.00094167
TACLOBAN CITY,PACKAGE HOLIDAYS (S),..
TACLOBAN CITY,Package holidays (S),..
TACLOBAN CITY,Package holidays (S),..
TACLOBAN CITY,EDUCATION SERVICES,0.00028221
TACLOBAN CITY,EARLY CHILDHOOD AND PRIMARY EDUCATION,..
TACLOBAN CITY,Early chilhood and primary education (S),..
TACLOBAN CITY,Early childhood education services (S),..
TACLOBAN CITY,Primary education (S),..
TACLOBAN CITY,SECONDARY EDUCATION  (S),0.00009448
TACLOBAN CITY,Secondary education (S),0.00009448
TACLOBAN CITY,Lower secondary general education services,0.00009448
TACLOBAN CITY,Lower secondary technical-vocational livelihood programs services,..
TACLOBAN CITY,TERTIARY EDUCATION (S),0.00018773
TACLOBAN CITY,Tertiary education (s),0.00018773
TACLOBAN CITY,Tertiary education (s),0.00018773
TACLOBAN CITY,RESTAURANTS AND ACCOMMODATION SERVICES,0.01060394
TACLOBAN CITY,FOOD AND BEVERAGE SERVING SERVICES,0.01060394
TACLOBAN CITY,"Restaurants, café and the like (S)",0.01060394
TACLOBAN CITY,"Restaurants, café and the like - with full service (S)",0.01060394
TACLOBAN CITY,ACCOMMODATION SERVICES,..
TACLOBAN CITY,Accommodation services (S),..
TACLOBAN CITY,"Hotels, motels, inns and similar accommodation services (S)",..
TACLOBAN CITY,FINANCIAL SERVICES,0.00000009
TACLOBAN CITY,FINANCIAL SERVICES,0.00000009
TACLOBAN CITY,Financial intermediation services indirectly measured (S),0.00000009
TACLOBAN CITY,Financial intermediation services indirectly measured (S),0.00000009
TACLOBAN CITY,Other financial services (S),..
TACLOBAN CITY,Remittances fees (S),..
TACLOBAN CITY,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.00991290
TACLOBAN CITY,PERSONAL CARE,0.00918794
TACLOBAN CITY,Electric appliances for personal care (SD),..
TACLOBAN CITY,Electric appliances for personal care (SD),..
TACLOBAN CITY,"Other appliances, articles and products for personal care (ND)",0.00823564
TACLOBAN CITY,"Other appliances, articles and products for personal care (ND)",0.00823564
TACLOBAN CITY,Hairdressing salons and personal grooming establishments (S),0.00095230
TACLOBAN CITY,Hairdressing (S),0.00047615
TACLOBAN CITY,Personal grooming treatments (S),0.00047615
TACLOBAN CITY,OTHER PERSONAL EFFECTS,0.00066114
TACLOBAN CITY,Jewellery and watches (D),0.00001656
TACLOBAN CITY,Jewellery and watches (D),0.00001656
TACLOBAN CITY,"Repair and hire of jewellery, clocks and watches (S)",..
TACLOBAN CITY,Other personal effects n.e.c. (SD),0.00064458
TACLOBAN CITY,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00064458
TACLOBAN CITY,OTHER SERVICES,0.00006382
TACLOBAN CITY,Other services (S),0.00006382
TACLOBAN CITY,Other services n.e.c. (S),0.00006382
Region 9,ALL ITEMS,5.10451134
Region 9,FOOD AND NON-ALCOHOLIC BEVERAGES,3.15194094
Region 9,FOOD,2.95225241
Region 9,Cereals and cereal products (ND),1.43533394
Region 9,Cereals (ND),1.24613344
Region 9,Rice,0.91564060
Region 9,Corn,0.33049284
Region 9,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.18920050
Region 9,Flour of cereals (ND),0.00639626
Region 9,Bread and bakery products (ND),0.11151555
Region 9,Breakfast cereals (ND),0.00012846
Region 9,"Macaroni, noodles, couscous and similar pasta products (ND)",0.04811920
Region 9,Other cereal and grain mill products (ND),0.02304103
Region 9,Meat and other parts of slaughtered land animals (ND),0.24285920
Region 9,"Meat, fresh, chilled or frozen (ND)",0.18549581
Region 9,"Meat, dried, salted, in brine or smoked (ND)",..
Region 9,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00418787
Region 9,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.05317552
Region 9,Fish and other seafood (ND),0.58798748
Region 9,"Fish, live, fresh, chilled or frozen (ND)",0.45773333
Region 9,"Fish, dried, salted, in brine or smoked (ND)",0.08234183
Region 9,Fish preparations (ND),0.01901347
Region 9,"Other seafood, live, fresh, chilled or frozen (ND)",0.02889885
Region 9,Other seafood preparations (ND),..
Region 9,"Milk, other dairy products and eggs (ND)",0.17774390
Region 9,Raw and whole milk (ND),..
Region 9,Other milk and cream (ND),0.09970558
Region 9,Non-animal milk (ND),..
Region 9,Cheese (ND),0.00084069
Region 9,Yoghurt and similar products (ND),..
Region 9,Milk-based dessert and beverages (ND),..
Region 9,Eggs (ND),0.07719763
Region 9,Oils and fats (ND),0.03165689
Region 9,Vegetable oils (ND),0.03012052
Region 9,Butter and other fats and oils derived from milk (ND),..
Region 9,Margarine and similar preparations (ND),0.00153637
Region 9,Other animal oils and fats (ND),..
Region 9,Fruits and nuts (ND),0.09002284
Region 9,"Dates, figs and tropical fruits, fresh (ND)",0.08739648
Region 9,"Citrus fruits, fresh (ND)",..
Region 9,"Fruit, dried and dehydrated (ND)",0.00000959
Region 9,"Nuts, in shell or shelled (ND)",0.00226845
Region 9,Fruit and nuts ground and other preparations (ND),0.00034832
Region 9,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.22154753
Region 9,"Leafy or stem vegetables, fresh or chilled (ND)",0.06685162
Region 9,"Fruit-bearing vegetables, fresh or chilled (ND)",0.07235501
Region 9,"Other vegetables, fresh or chilled (ND)",0.05164532
Region 9,"Tubers, plantains and cooking bananas (ND)",0.03069558
Region 9,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",..
Region 9,"Sugar, confectionery and desserts (ND)",0.07157774
Region 9,Cane and beet sugar (ND),0.04354316
Region 9,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00019231
Region 9,"Nut purée, nut butter and nut pastes (ND)",0.00282346
Region 9,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00306273
Region 9,"Ice, ice cream and sorbet (ND)",0.01263728
Region 9,Other sugar confectionery and desserts n.e.c. (ND),0.00931880
Region 9,Ready-made food and other food products n.e.c. (ND),0.09352289
Region 9,Baby food (ND),0.00851361
Region 9,"Salt, condiments and sauces (ND)",0.05469324
Region 9,"Spices, culinary herbs and seeds (ND)",0.02987828
Region 9,Other food products n.e.c. (ND),0.00043776
Region 9,NON-ALCOHOLIC BEVERAGES,0.19968853
Region 9,Fruit and vegetable juices (ND),0.01502896
Region 9,Fruit and vegetable juices (ND),0.01502896
Region 9,Coffee and coffee substitutes (ND),0.08802610
Region 9,Coffee and coffee substitutes (ND),0.08802610
Region 9,"Tea, maté and other plant products for infusion (ND)",0.00037242
Region 9,"Tea, maté and other plant products for infusion (ND)",0.00037242
Region 9,Cocoa drinks (ND),0.04213362
Region 9,Cocoa drinks (ND),0.04213362
Region 9,Water (ND),0.02412998
Region 9,Water (ND),0.02412998
Region 9,Soft drinks (ND),0.02931908
Region 9,Soft drinks (ND),0.02931908
Region 9,Other non-alcoholic beverages (ND),0.00067837
Region 9,Other non-alcoholic beverages (ND),0.00067837
Region 9,ALCOHOLIC BEVERAGES AND TOBACCO,0.11991199
Region 9,ALCOHOLIC BEVERAGES,0.03521405
Region 9,Spirits and liquors (ND),0.01332688
Region 9,Spirits and liquors (ND),0.01332688
Region 9,Wine (ND),0.01063397
Region 9,Wine from other sources (ND),0.01063397
Region 9,Beer (ND),0.01125320
Region 9,Beer (ND),0.01125320
Region 9,TOBACCO,0.08469794
Region 9,Tobacco (ND),0.08469794
Region 9,Cigarettes (ND),0.08107271
Region 9,Cigars (ND),..
Region 9,Other tobacco products (ND),0.00362523
Region 9,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
Region 9,Other vegetable-based tobacco products (ND),..
Region 9,Other vegetable-based tobacco products (ND),..
Region 9,NON-FOOD,1.83265841
Region 9,CLOTHING AND FOOTWEAR,0.15815635
Region 9,CLOTHING,0.12548230
Region 9,Clothing materials (SD),0.00000455
Region 9,Clothing materials (SD),0.00000455
Region 9,Garments (SD),0.12505050
Region 9,Garments for men or boys (SD),0.06634812
Region 9,Garments for women or girls (SD),0.05695517
Region 9,Garments for infants (0 to under 2 years) (SD),0.00174721
Region 9,Other articles of clothing and clothing accessories (SD),0.00042024
Region 9,Other articles of clothing (SD),0.00035903
Region 9,Clothing accessories (SD),0.00006121
Region 9,"Cleaning, repair, tailoring and hire of clothing (S)",0.00000701
Region 9,Cleaning of clothing (S),..
Region 9,"Repair, tailoring and hire of clothing (S)",0.00000701
Region 9,FOOTWEAR,0.03267405
Region 9,Shoes and other footwear (SD),0.03264891
Region 9,Footwear for men (SD),0.01830133
Region 9,Footwear for women (SD),0.01434758
Region 9,"Cleaning, repair, and hire of footwear (S)",0.00002514
Region 9,"Cleaning, repair, and hire of footwear (S)",0.00002514
Region 9,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.66300683
Region 9,ACTUAL RENTALS FOR HOUSING,0.24106649
Region 9,Actual rentals paid by tenants for main residence (S),0.24106649
Region 9,Actual rentals paid by tenants for main residence (S),0.24106649
Region 9,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00807524
Region 9,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00703705
Region 9,Materials for the maintenance and repair of the dwelling (ND),0.00703705
Region 9,"Services for the maintenance, repair and security of the dwelling (S)",0.00103819
Region 9,"Services for the maintenance, repair and security of the dwelling (S)",0.00103819
Region 9,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.04790501
Region 9,Water supply (ND),0.04790501
Region 9,Water supply through network systems (ND),0.04790501
Region 9,"ELECTRICITY, GAS AND OTHER FUELS",0.36596009
Region 9,Electricity (ND),0.15764387
Region 9,Electricity (ND),0.15764387
Region 9,Gas (ND),0.01229478
Region 9,Liquefied hydrocarbons (ND),0.01229478
Region 9,Liquid fuels (ND),0.00673212
Region 9,Liquid fuels (ND),0.00673212
Region 9,Solid fuels (ND),0.18928932
Region 9,"Wood fuel, including pellets and briquettes (ND)",0.15827383
Region 9,Charcoal (ND),0.03101549
Region 9,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.09832719
