Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
..Region VIII (Eastern Visayas),..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,882643.00,..,..,..,..,706562.00,..,..,..,..,755966.00,..,..,..,..,1088485.00,..,..,..,..,1070177.00,..,..,..,..,1496054.00,..,..,..,..,1507849.00,..,..,..,..,1718297.00,..,..,..,..,1760718.00,..,..,..,..,1976398.00,656634.00,564092.00,558087.00,599260.00,2378073.00,720313.00,707604.00,587603.00,623703.00,2639223.00,978514.96,890903.04,711907.40,850474.19,3431799.59,1035890.02,1259563.14,1061288.83,929358.30,4286100.29,1074070.01,1386027.74,1037983.78,961521.64,4459603.17,1331765.53,1551740.57,1189739.14,1023880.73,5097125.97,1358835.83,1924634.32,1378530.41,993194.66,5655195.22,1546943.97,1765065.80,1550445.94,1237559.64,6100015.35,1517417.20,2071287.78,1759767.05,1407495.53,6755967.56,1556971.47,2220445.38,1905714.05,1459321.71,7142452.61,1503449.12,2095850.24,1845128.32,1540122.76,6984550.44,1427581.36,2089286.95,1849980.32,1201619.31,6568467.94,1169499.70,1897407.39,1831645.27,1345655.76,6244208.12,1208480.92,1904327.43,1853767.59,1374974.43,6341550.37,1364748.50,1843054.46,1924728.17,1529937.00,6662468.13,1555657.16,2014528.81,1741221.65,1676342.98,6987750.60,1558014.28,1909799.98,1999840.40,2183466.59,7651121.25,2370837.68,2195121.33,2134812.77,2678756.21,9379527.99,2385878.31,2433974.20,2125766.61,2704624.81,9650243.93,2545953.25,3295772.84,2694421.33,3191928.16,11728075.58,2907445.94,3185680.76,2852372.53,2630377.28,11575876.51,2352304.69,2977295.55,2612318.69,2318081.57,10260000.50,2352235.94,2745429.59,2521773.54,2408080.51,10027519.58,2193652.81,2697232.61,2670331.44,2353672.03,9914888.89,2002336.78,..,..,..,..
..Region VIII (Eastern Visayas),....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,882643.00,..,..,..,..,706562.00,..,..,..,..,755889.00,..,..,..,..,1088205.00,..,..,..,..,1069932.00,..,..,..,..,1495753.00,..,..,..,..,1507534.00,..,..,..,..,1696127.00,..,..,..,..,1738135.00,..,..,..,..,1944286.00,647998.00,553794.00,545735.00,587252.00,2334779.00,705828.00,689784.00,551102.00,604696.00,2551410.00,961144.98,871813.07,665274.98,802300.44,3300533.47,1001950.53,1207766.64,1017337.89,883653.43,4110708.49,1027931.32,1340041.45,976383.98,909017.27,4253374.02,1268263.86,1505144.98,1138502.98,988954.11,4900865.93,1291223.23,1866632.84,1328421.94,957815.04,5444093.05,1484291.10,1743356.32,1527833.27,1220767.39,5976248.08,1471243.61,2047428.39,1736430.72,1379932.83,6635035.55,1516131.53,2199910.08,1880345.00,1431133.92,7027520.53,1489757.10,2077141.75,1823207.74,1517101.80,6907208.39,1414719.34,2073137.49,1827284.31,1180371.95,6495513.09,1157778.65,1883961.49,1809614.69,1325410.62,6176765.45,1197045.09,1891347.42,1832406.14,1356414.06,6277212.71,1355491.24,1830577.39,1904830.98,1511729.73,6602629.34,1544804.28,2003325.05,1719966.24,1657513.19,6925608.76,1547061.80,1900865.91,1980367.35,2165763.89,7594058.95,2361214.37,2185742.83,2125296.97,2670831.87,9343086.04,2375829.36,2421613.99,2113640.24,2694985.11,9606068.70,2504918.02,3244833.75,2642952.82,3134324.17,11527028.76,2869953.07,3130367.79,2817578.58,2590004.42,11407903.86,2319898.81,2942270.02,2572014.54,2275646.39,10109829.76,2326451.57,2699442.99,2477620.31,2382252.00,9885766.87,2181274.65,2674866.80,2652255.23,2340357.20,9848753.88,1979497.92,..,..,..,..
..Region VIII (Eastern Visayas),....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.00,..,..,..,..,280.00,..,..,..,..,245.00,..,..,..,..,301.00,..,..,..,..,315.00,..,..,..,..,22170.00,..,..,..,..,22583.00,..,..,..,..,32112.00,8636.00,10298.00,12352.00,12008.00,43294.00,14485.00,17820.00,36501.00,19007.00,87813.00,17369.98,19089.97,46632.42,48173.75,131266.12,33939.49,51796.50,43950.94,45704.87,175391.80,46138.69,45986.29,61599.80,52504.37,206229.15,63501.67,46595.59,51236.16,34926.62,196260.04,67612.60,58001.48,50108.47,35379.62,211102.17,62652.87,21709.48,22612.67,16792.25,123767.27,46173.59,23859.39,23336.33,27562.70,120932.01,40839.94,20535.30,25369.05,28187.79,114932.08,13692.02,18708.49,21920.58,23020.96,77342.05,12862.02,16149.46,22696.01,21247.36,72954.85,11721.05,13445.90,22030.58,20245.14,67442.67,11435.83,12980.01,21361.45,18560.37,64337.66,9257.26,12477.07,19897.19,18207.27,59838.79,10852.88,11203.76,21255.41,18829.79,62141.84,10952.48,8934.07,19473.05,17702.70,57062.30,9623.31,9378.50,9515.80,7924.34,36441.95,10048.95,12360.21,12126.37,9639.70,44175.23,41035.23,50939.09,51468.51,57603.99,201046.82,37492.87,55312.97,34793.95,40372.86,167972.65,32405.88,35025.53,40304.15,42435.18,150170.74,25784.37,45986.60,44153.23,25828.51,141752.71,12378.16,22365.81,18076.21,13314.83,66135.01,22838.86,..,..,..,..
..Region VIII (Eastern Visayas),..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129923.00,..,..,..,..,138611.00,..,..,..,..,196118.00,..,..,..,..,216023.00,..,..,..,..,291243.00,..,..,..,..,310117.00,..,..,..,..,275561.00,72015.00,43184.00,78295.00,72719.00,266213.00,66679.00,31467.00,46663.00,63292.00,208101.00,66004.00,40990.00,51983.00,49324.00,208301.00,48531.00,38192.00,46484.00,63235.00,196442.00,36809.00,49751.00,61635.00,19061.00,167256.00,35672.00,48490.00,62954.00,18808.00,165924.00,41110.00,59002.00,68130.00,20655.00,188897.00,41073.00,61518.00,69650.00,26248.00,198489.00,54988.00,79734.00,92830.00,36586.00,264138.00,58277.00,82479.00,117626.00,68445.00,326827.00,83806.00,102801.00,128939.00,78620.00,394166.00,88424.00,117174.00,134760.00,438076.00,778434.00,111326.00,198121.00,191560.00,228181.00,729188.00,131024.00,535708.12,315231.10,251697.00,1233660.22,199379.82,697930.73,320433.23,248085.07,1465828.85,195358.51,805043.67,336988.23,287477.18,1624867.59,196512.06,762025.33,422739.70,424676.89,1805953.98,616068.45,663452.40,458035.36,417526.83,2155083.04,594756.99,745030.42,588102.69,467952.53,2395842.63,739956.66,666124.37,635485.21,516688.74,2558254.98,771189.05,696390.08,715741.83,129659.15,2312980.11,195030.62,381630.02,440945.50,109819.78,1127425.92,155552.98,319151.49,313781.69,82631.45,871117.61,210401.42,386588.26,227526.11,89708.09,914223.88,149873.65,551428.78,283672.19,78825.91,1063800.53,206089.41,507484.96,302752.47,158876.19,1175203.03,329123.08,504380.28,341527.57,207962.36,1382993.29,290143.25,217338.40,281167.18,127468.29,916117.12,624538.12,137127.88,427940.19,129405.26,1319011.45,87044.74,86230.61,68449.34,139367.28,381091.97,155861.39,166763.90,324298.04,328308.76,975232.09,296240.65,172018.35,214984.22,345421.16,1028664.38,200594.19,314612.34,335482.20,265485.93,1116174.66,120109.26,..,..,..,..
....Biliran,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158134.00,..,..,..,..,29440.00,..,..,..,..,22970.00,..,..,..,..,64405.00,..,..,..,..,68815.00,..,..,60.00,65.00,94965.00,390.00,64.00,198.00,132.00,81234.00,204.00,376.00,155.00,174.00,89324.00,73.00,83.00,49.00,203.00,94420.00,117.00,186.00,224.00,186.00,100124.00,33610.00,32083.00,34862.00,30491.00,131046.00,35587.00,47474.00,70382.00,38341.00,191784.00,43527.48,51853.62,71826.45,53976.54,221184.09,65306.63,83910.78,96635.40,37453.14,283305.95,63697.47,95271.88,83345.39,81357.74,323672.48,71077.75,79595.71,79876.47,58038.61,288588.54,72678.35,94775.77,92662.24,80277.52,340393.88,80095.28,73972.86,72682.74,87241.61,313992.49,85115.48,85457.24,79774.68,82915.90,333263.30,69193.27,101764.34,89535.15,89979.55,350472.31,76334.94,98689.86,92837.72,91231.23,359093.75,78102.75,104726.62,92968.39,84907.34,360705.10,79048.87,106426.98,94713.21,88028.11,368217.17,82722.52,106012.71,96230.41,78756.09,363721.73,125635.13,110120.41,112108.75,111815.06,459679.35,123072.72,128070.25,147248.87,110976.19,509368.03,130545.21,157224.54,167944.58,131922.98,587637.31,170525.28,196945.89,205660.33,214369.37,787500.87,197142.35,212962.17,190311.16,203522.56,803938.24,234379.69,242025.49,228423.29,234997.69,939826.16,244878.20,151339.94,192048.72,174425.72,762692.58,157362.85,147119.68,117324.72,139501.59,561308.84,197874.41,189721.67,141429.06,166595.54,695620.68,134827.16,127357.58,142537.19,131318.90,536040.83,131936.05,..,..,..,..
....Biliran,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39438.00,..,..,..,..,42438.00,..,..,..,..,44823.00,..,..,..,..,51393.00,..,..,..,..,55723.00,..,..,..,..,58549.00,..,..,..,..,62368.00,22240.00,20619.00,22319.00,18148.00,83326.00,21861.00,26640.00,40514.00,24102.00,113117.00,27796.08,35214.37,42365.69,28260.29,133636.43,40954.92,56300.09,61872.76,22144.22,181271.99,33637.39,59876.35,45066.29,58299.95,196879.98,38860.29,46524.76,52230.87,34279.45,171895.37,43605.79,56638.56,60536.43,46715.31,207496.09,46008.47,39402.03,35027.22,41225.93,161663.65,46677.29,46657.21,40667.26,41204.60,175206.36,35468.48,51906.54,44395.42,42154.56,173925.00,38796.39,48843.27,46170.36,40570.35,174380.37,37170.58,50165.63,45486.91,35057.56,167880.68,35587.57,49612.91,47481.27,37422.06,170103.81,33801.37,49569.52,47202.93,32798.80,163372.62,36569.03,49820.74,47743.64,42086.89,176220.30,42468.07,31805.23,32776.30,21474.33,128523.93,26953.69,37100.87,31833.19,29326.85,125214.60,36257.34,49927.43,44672.96,45207.61,176065.34,44706.56,46730.27,41485.92,49280.10,182202.85,71198.17,67004.00,59391.01,76715.01,274308.19,77912.83,59872.10,77240.63,77851.95,292877.51,58362.96,19665.43,40247.14,38355.99,156631.52,41899.10,28405.14,29648.81,31244.69,131197.74,30587.25,39217.34,37272.69,33917.25,140994.53,27293.22,..,..,..,..
....Biliran,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158134.00,..,..,..,..,29440.00,..,..,..,..,22970.00,..,..,..,..,24967.00,..,..,..,..,26377.00,..,..,..,..,50017.00,..,..,..,..,29057.00,..,..,..,..,32692.00,..,..,..,..,35463.00,..,..,..,..,37043.00,11033.00,11130.00,12252.00,12316.00,46731.00,13535.00,20735.00,29595.00,14144.00,78009.00,15419.40,16471.25,29425.76,25376.25,86692.66,22235.71,27385.69,33796.64,14973.92,98391.96,26756.08,33782.13,36089.10,22939.79,119567.10,30241.67,31367.09,25852.17,23003.20,110464.13,28135.76,37677.60,31959.81,33425.75,131198.92,33537.15,34289.49,36582.76,45682.63,150092.03,38249.48,38420.12,38602.82,41311.88,156584.30,33076.87,48769.86,44559.39,47650.14,174056.26,36962.02,49411.74,46608.26,50311.48,183293.50,40117.38,53519.82,46971.44,49738.07,190346.71,43072.44,56618.43,47227.23,50603.57,197521.67,42533.16,56400.60,48689.19,45951.34,193574.29,52745.86,57621.75,62041.98,67248.17,239657.76,80099.65,96171.92,113440.76,89501.86,379214.19,103591.52,119966.87,135550.85,102555.70,461664.94,134133.54,145421.56,159458.94,166059.14,605073.18,151767.69,165675.68,147353.16,152566.91,617363.44,158492.72,174508.57,167757.42,155696.49,656455.20,163694.78,89166.41,113451.41,95053.62,461366.22,98031.12,123523.33,72161.05,99473.46,393188.96,155025.69,151745.98,109550.04,130535.35,546857.06,97352.31,83805.29,104190.80,92709.31,378057.71,101342.91,..,..,..,..
....Biliran,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158134.00,..,..,..,..,29440.00,..,..,..,..,22970.00,..,..,..,..,24967.00,..,..,..,..,26377.00,..,..,..,..,50017.00,..,..,..,..,29057.00,..,..,..,..,32692.00,..,..,..,..,35463.00,..,..,..,..,37043.00,11033.00,11130.00,12206.00,12272.00,46641.00,13535.00,20735.00,14300.00,14105.00,62675.00,14794.40,16025.00,15768.68,14661.25,61249.33,21431.13,26218.81,32402.64,13773.92,93826.50,25616.70,32216.89,35006.85,22180.96,115021.40,30182.59,31105.50,25696.17,22997.95,109982.21,28126.91,37668.57,31945.57,33415.81,131156.86,33531.01,34283.87,36573.84,45672.69,150061.41,38244.49,38416.60,38600.66,41306.70,156568.45,33068.97,48765.12,44555.78,47645.33,174035.20,36957.73,49400.99,46602.47,50306.15,183267.34,40113.06,53507.67,46964.29,49734.01,190319.03,43067.65,56606.79,47220.24,50599.72,197494.40,42529.37,56392.92,48683.46,45945.72,193551.47,52740.61,57614.31,62032.55,67217.01,239604.48,80092.80,96122.22,113396.72,89389.88,379001.62,103454.38,119794.50,135494.01,102489.50,461232.39,134044.69,145390.81,159380.63,165997.62,604813.75,151702.60,165567.81,147217.27,152466.70,616954.38,158435.25,174476.87,167691.33,155655.65,656259.10,163624.21,89091.39,113383.35,95036.51,461135.46,98022.61,123500.77,72156.12,99458.16,393137.66,155006.19,151725.18,109533.97,130511.99,546777.33,97345.50,83781.15,104164.71,92684.45,377975.81,101323.35,..,..,..,..
....Biliran,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.00,44.00,90.00,..,..,15295.00,39.00,15334.00,625.00,446.25,13657.08,10715.00,25443.33,804.58,1166.88,1394.00,1200.00,4565.46,1139.38,1565.24,1082.25,758.83,4545.70,59.08,261.59,156.00,5.25,481.92,8.85,9.03,14.24,9.94,42.06,6.14,5.62,8.92,9.94,30.62,4.99,3.52,2.16,5.18,15.85,7.90,4.74,3.61,4.81,21.06,4.29,10.75,5.79,5.33,26.16,4.32,12.15,7.15,4.06,27.68,4.79,11.64,6.99,3.85,27.27,3.79,7.68,5.73,5.62,22.82,5.25,7.44,9.43,31.16,53.28,6.85,49.70,44.04,111.98,212.57,137.14,172.37,56.84,66.20,432.55,88.85,30.75,78.31,61.52,259.43,65.09,107.87,135.89,100.21,409.06,57.47,31.70,66.09,40.84,196.10,70.57,75.02,68.06,17.11,230.76,8.51,22.56,4.93,15.30,51.30,19.50,20.80,16.07,23.36,79.73,6.81,24.14,26.09,24.86,81.90,19.56,..,..,..,..
....Biliran,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,65.00,125.00,390.00,64.00,198.00,132.00,784.00,204.00,376.00,155.00,174.00,909.00,73.00,83.00,49.00,203.00,408.00,117.00,186.00,224.00,186.00,713.00,337.00,334.00,291.00,27.00,989.00,191.00,99.00,273.00,95.00,658.00,312.00,168.00,35.00,340.00,855.00,2116.00,225.00,966.00,335.00,3642.00,3304.00,1613.40,2190.00,118.00,7225.40,1975.79,1703.86,1793.43,755.96,6229.04,936.80,459.61,166.00,136.46,1698.87,549.66,281.34,1072.76,333.05,2236.81,188.71,379.91,504.60,399.42,1472.64,647.92,1087.94,580.34,174.85,2491.05,576.53,434.85,59.10,349.40,1419.88,814.79,1041.17,510.04,111.71,2477.71,388.86,195.64,4.71,2.48,591.69,6387.99,42.59,338.29,5.95,6774.82,36320.24,2677.92,2323.13,2480.00,43801.29,505.00,93.10,1031.81,..,1629.91,..,156.80,560.54,40.43,757.77,134.40,1596.90,1528.43,3102.62,6362.35,668.10,556.22,1472.08,1675.55,4371.95,4688.80,512.92,1274.86,2586.19,9062.77,3270.59,2301.43,1356.68,1520.15,8448.85,968.77,3930.92,4916.53,1672.14,11488.36,949.62,9570.55,2230.21,4815.50,17565.88,6887.60,4334.95,1073.70,4692.34,16988.59,3299.92,..,..,..,..
....Eastern Samar,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95730.00,1632.00,2210.00,5904.00,217.00,92717.00,168.00,..,906.00,369.00,126591.00,22379.00,3540.00,11700.00,12111.00,227368.00,..,406.00,1240.00,1310.00,193499.00,75.00,350.00,1440.00,3500.00,191444.00,78.00,11.00,1640.00,2100.00,185474.00,3500.00,1905.00,2310.00,3700.00,220050.00,4270.00,5400.00,3580.00,4030.00,247010.00,3616.00,6610.00,4424.00,5950.00,286234.00,100673.00,128669.00,152422.00,157497.00,539261.00,206504.00,290689.00,300673.00,191924.00,989790.00,238895.72,343740.48,364596.98,497445.44,1444678.62,258447.86,346956.10,530524.17,494923.17,1630851.30,437098.81,736112.40,586311.55,551103.07,2310625.83,518069.81,831692.77,553980.05,572122.49,2475865.12,465035.57,857495.33,568994.72,599887.38,2491413.00,567121.87,1600520.72,771086.08,722017.00,3660745.67,830977.97,1333224.26,845084.31,706274.72,3715561.26,848514.84,1400236.12,880034.67,786632.55,3915418.18,961475.22,1230853.06,912481.78,868079.57,3972889.63,951563.35,1358755.12,972817.30,416015.93,3699151.70,367235.04,904509.83,840957.64,461609.29,2574311.80,192871.76,826348.80,920002.17,522519.44,2461742.17,330020.83,647917.77,872964.25,655344.41,2506247.26,317050.52,653248.99,620984.44,455501.78,2046785.73,306807.92,679612.59,569794.81,478533.98,2034749.30,350325.77,755771.25,490349.69,594877.92,2191324.63,435465.94,606666.65,383902.79,548263.17,1974298.55,442505.43,1015798.47,558627.01,471751.64,2488682.55,401506.85,704903.10,651129.52,494008.26,2251547.73,253280.05,419034.56,579167.80,368807.94,1620290.35,506145.35,687316.79,679409.84,607432.38,2480304.36,392841.49,663766.49,896833.49,760397.51,2713838.98,537676.20,..,..,..,..
....Eastern Samar,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7132.00,..,..,..,..,9256.00,..,..,..,..,19979.00,..,..,..,..,19859.00,..,..,..,..,20689.00,..,..,..,..,30774.00,..,..,..,..,19483.00,..,..,..,..,21124.00,..,..,..,..,30816.00,..,..,..,..,54120.00,17632.00,25590.00,55791.00,45401.00,144414.00,54437.00,121092.00,121803.00,54350.00,351682.00,66040.92,142728.81,130754.14,165174.19,504698.06,12309.43,16042.92,219948.60,132811.48,381112.43,156848.75,167742.52,241131.63,172563.04,738285.94,173073.24,180279.96,224812.83,201526.53,779692.56,151608.08,184184.09,238117.93,236862.28,810772.38,188797.19,739091.55,231694.09,224895.35,1384478.18,149636.28,402921.48,230746.46,201344.24,984648.46,159236.15,369334.02,227487.42,230600.95,986658.54,153903.70,341697.77,222572.70,238245.44,956419.61,149307.85,389207.98,236922.26,139423.97,914862.06,114532.95,282808.71,247860.55,143075.22,788277.43,51979.04,261334.31,282974.49,149740.96,746028.80,67031.56,212581.07,192856.15,133728.74,606197.52,40171.04,84794.20,123798.96,41528.58,290292.78,51885.48,88876.86,93203.89,50097.80,284064.03,50448.78,85623.43,32035.80,44778.17,212886.18,64655.95,40883.60,64986.10,38333.97,208859.62,66749.54,94718.35,101651.82,62520.37,325640.08,50582.47,124981.71,177344.48,143576.85,496485.51,39931.67,75370.49,182481.52,123585.04,421368.72,107011.57,155767.33,84275.40,27265.84,374320.14,122615.78,180426.18,67190.03,65078.37,435310.36,325044.94,..,..,..,..
