Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
..National Capital Region (NCR),..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,231848.00,..,..,..,..,196139.00,..,..,..,..,146368.00,..,..,..,..,162830.00,..,..,..,..,181839.00,..,..,..,..,200351.00,..,..,..,..,444364.00,149296.00,196203.00,74377.00,39987.00,459863.00,160152.00,108046.00,77740.00,144709.00,490647.00,43010.00,124850.00,39480.00,228863.00,436203.00,21070.00,92667.00,29657.00,168406.00,311800.00,16687.00,87136.00,31790.00,91900.00,227513.00,11155.00,49980.00,24309.00,265220.00,350664.00,5854.00,33162.00,4337.00,21745.00,65098.00,2736.00,37760.00,4213.00,15728.00,60437.00,1634.00,45770.00,3122.00,22871.00,73397.00,6508.00,36749.00,45490.00,89799.00,178546.00,18428.00,22483.00,31369.00,77650.00,149930.00,26828.00,22559.00,37781.00,98224.00,185392.00,17915.00,25005.00,42072.00,90742.00,175734.00,14541.00,21672.00,35208.00,53993.00,125414.00,10406.48,20211.02,34258.04,67867.74,132743.28,17129.24,23101.12,52989.85,69682.50,162902.71,17564.05,29471.01,70703.64,5405.95,123144.65,1979.43,24376.17,35481.32,48853.34,110690.26,18392.67,28519.77,47599.14,48291.36,142802.94,18379.16,45436.11,41479.30,49704.92,154999.49,15271.57,26812.61,49966.02,50931.89,142982.09,13426.17,25692.95,41846.01,51497.77,132462.90,7947.41,9284.85,42759.04,40779.44,100770.74,14125.60,14071.81,54053.93,64173.36,146424.70,6424.39,13698.34,56514.45,688833.54,765470.72,11854.55,8247.75,34881.82,1019312.78,1074296.90,16741.16,6300.55,42038.81,669707.07,734787.59,10190.23,7107.16,31109.24,690.61,49097.24,5612.63,13116.33,25643.24,3145.26,47517.46,30830.45,30668.54,25025.90,25705.39,112230.28,45180.57,82414.05,53537.64,20412.98,201545.24,17456.54,55008.25,28303.01,6722.96,107490.76,26263.53,18998.01,21832.44,17476.35,84570.33,7726.14,..,..,..,..
..Cordillera Administrative Region (CAR),FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8674.00,..,..,..,..,10899.00,..,..,..,..,16449.00,..,..,..,..,19378.00,..,..,..,..,29123.00,21522.00,20266.00,21252.00,25964.00,94249.00,23745.00,30704.00,20659.00,15114.00,102695.00,11446.00,15328.00,22351.00,19006.00,77073.00,13185.00,15392.00,5781.00,19246.00,61016.00,32085.00,18223.00,5340.00,13591.00,79212.00,21448.00,5595.00,5851.00,12458.00,78806.00,32070.00,22857.00,29962.00,48437.00,201603.00,37254.00,28267.00,31883.00,41298.00,209360.00,39811.00,31209.00,34393.00,44098.00,224074.00,63463.00,43722.00,44465.00,64227.00,215877.00,57735.00,37022.00,37804.00,63562.00,196123.00,65589.94,42384.73,36466.68,71385.77,215827.12,65217.65,43759.02,40597.12,72861.45,222435.24,81726.62,58358.26,50419.42,79694.79,270199.09,91680.43,67517.49,55854.89,93254.09,308306.90,97172.08,73941.56,67900.47,100658.38,339672.49,106642.18,81707.90,70987.81,104507.94,363845.83,79230.74,69338.49,67213.05,95853.97,311636.25,96815.46,79690.53,69714.54,90838.88,337059.41,100373.17,83580.11,78793.95,98144.60,360891.83,105625.68,86093.77,81640.12,103002.72,376362.29,108709.02,89508.14,86559.71,108411.58,393188.45,118859.13,90654.21,85695.36,106019.73,401228.43,118107.00,97508.52,87568.20,121618.81,424802.53,115317.99,97260.80,83450.63,124258.70,420288.12,125505.99,107710.08,83820.65,119547.14,436583.86,122034.70,86986.61,87662.69,129442.99,426126.99,103288.36,94135.88,90383.90,115745.90,403554.04,91462.67,98224.77,101164.09,129553.22,420404.75,92345.52,102177.46,113932.84,123965.92,432421.74,99443.68,129231.10,90590.42,113533.74,432798.94,126112.36,111370.20,120441.72,151079.31,509003.59,139072.44,103645.72,116015.01,134101.92,492835.09,199561.01,..,..,..,..
..Cordillera Administrative Region (CAR),..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
..Cordillera Administrative Region (CAR),..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5245.00,..,..,..,..,12473.00,..,..,..,..,8942.00,..,..,..,..,7412.00,..,..,..,..,9973.00,..,..,..,..,33454.00,..,..,..,..,68277.00,..,..,..,..,70658.00,..,..,..,..,74563.00,18886.00,17651.00,15384.00,17061.00,68982.00,18701.00,15531.00,14719.00,16694.00,65645.00,17700.94,16022.73,14726.68,16382.77,64833.12,17637.65,16802.02,16241.12,17398.45,68079.24,17741.10,17818.26,17405.42,18527.79,71492.57,17891.22,17535.68,17694.34,21344.86,74466.10,19975.27,18203.58,19739.34,22877.21,80795.40,21464.73,19005.72,20316.21,23470.61,84257.27,20290.98,18533.02,20243.40,23264.32,82331.72,23978.98,23032.16,22701.99,23901.41,93614.54,25690.33,24555.35,25024.67,25476.43,100746.78,26928.80,26518.65,27444.29,28310.36,109202.10,28860.31,27655.54,29490.06,29533.53,115539.44,30877.70,28684.29,32987.51,31513.09,124062.59,31855.18,34306.15,28273.59,36469.41,130904.33,33716.28,32049.94,25028.54,31115.86,121910.62,31068.00,27050.55,24170.31,32280.94,114569.80,30427.22,26898.72,32246.25,36367.93,125940.12,30753.23,22529.99,27204.11,32276.17,112763.50,4664.86,11418.07,27892.22,32560.19,76535.34,10343.02,11712.34,24806.34,28349.75,75211.45,16788.80,18508.00,15740.55,28507.65,79545.00,31177.10,29759.04,27376.99,39086.08,127399.21,47652.45,37645.40,34063.79,41244.84,160606.48,125381.40,..,..,..,..
..Cordillera Administrative Region (CAR),....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
..Cordillera Administrative Region (CAR),....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5245.00,..,..,..,..,12473.00,..,..,..,..,8942.00,..,..,..,..,7412.00,..,..,..,..,9973.00,..,..,..,..,33454.00,..,..,..,..,68277.00,..,..,..,..,70658.00,..,..,..,..,74563.00,18886.00,17651.00,15384.00,17061.00,68982.00,18701.00,15531.00,14719.00,16694.00,65645.00,17700.94,16022.73,14726.68,16382.77,64833.12,17637.65,16802.02,16241.12,17398.45,68079.24,17741.10,17818.26,17405.42,18527.79,71492.57,17891.22,17535.68,17694.34,21344.86,74466.10,19975.27,18203.58,19739.34,22877.21,80795.40,21464.73,19005.72,20316.21,23470.61,84257.27,20290.98,18533.02,20243.40,23264.32,82331.72,23978.98,23032.16,22701.99,23901.41,93614.54,25690.33,24555.35,25024.67,25476.43,100746.78,26928.80,26518.65,27444.29,28310.36,109202.10,28860.31,27655.54,29490.06,29533.53,115539.44,30877.70,28684.29,32987.51,31513.09,124062.59,31855.18,34306.15,28273.59,36469.41,130904.33,33716.28,32049.94,25028.54,31115.86,121910.62,31068.00,27050.55,24170.31,32280.94,114569.80,30427.22,26898.72,32246.25,36367.93,125940.12,30753.23,22529.99,27204.11,32276.17,112763.50,4664.86,11418.07,27892.22,32560.19,76535.34,10343.02,11712.34,24806.34,28349.75,75211.45,16788.80,18508.00,15740.55,28507.65,79545.00,31177.10,29759.04,27376.99,39086.08,127399.21,47652.45,37645.40,34063.79,41244.84,160606.48,125381.40,..,..,..,..
..Cordillera Administrative Region (CAR),..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8674.00,..,..,..,..,10899.00,..,..,..,..,16449.00,..,..,..,..,19378.00,..,..,..,..,29123.00,21522.00,20266.00,21252.00,25964.00,89004.00,23745.00,30704.00,20659.00,15114.00,90222.00,11446.00,15328.00,22351.00,19006.00,68131.00,13185.00,15392.00,5781.00,19246.00,53604.00,32085.00,18223.00,5340.00,13591.00,69239.00,21448.00,5595.00,5851.00,12458.00,45352.00,32070.00,22857.00,29962.00,48437.00,133326.00,37254.00,28267.00,31883.00,41298.00,138702.00,39811.00,31209.00,34393.00,44098.00,149511.00,44577.00,26071.00,29081.00,47166.00,146895.00,39034.00,21491.00,23085.00,46868.00,130478.00,47889.00,26362.00,21740.00,55003.00,150994.00,47580.00,26957.00,24356.00,55463.00,154356.00,63985.52,40540.00,33014.00,61167.00,198706.52,73789.21,49981.81,38160.55,71909.23,233840.80,77196.81,55737.98,48161.13,77781.17,258877.09,85177.45,62702.18,50671.60,81037.33,279588.56,58939.76,50805.47,46969.65,72589.65,229304.53,72836.48,56658.37,47012.55,66937.47,243444.87,74682.84,59024.76,53769.28,72668.17,260145.05,78696.88,59575.12,54195.83,74692.36,267160.19,79848.71,61852.60,57069.65,78878.05,277649.01,87981.43,61969.92,52707.85,74506.64,277165.84,86251.82,63202.37,59294.61,85149.40,293898.20,81601.71,65210.86,58422.09,93142.84,298377.50,94437.99,80659.53,59650.34,87266.20,322014.06,91607.48,60087.89,55416.44,93075.06,300186.87,72535.13,71605.89,63179.79,83469.73,290790.54,86797.81,86806.70,73271.87,96993.03,343869.41,82002.50,90465.12,89126.50,95616.17,357210.29,82654.88,110723.10,74849.87,85026.09,353253.94,94935.26,81611.16,93064.73,111993.23,381604.38,91419.99,66000.32,81951.22,92857.08,332228.61,74179.61,..,..,..,..
....Abra,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,917.00,1048.00,..,196.00,2161.00,1009.00,970.00,22.00,48.00,2049.00,1328.00,1044.00,9.00,50.00,2431.00,1200.00,850.00,50.00,100.00,2200.00,500.00,1155.00,55.00,58.00,1768.00,100.00,112.00,60.00,7.00,279.00,2700.00,2860.00,1680.00,1750.00,27852.00,2204.00,1904.00,1560.00,1920.00,28261.00,2442.00,3371.00,2001.00,2231.00,31955.00,8734.00,8100.00,6759.00,6934.00,30527.00,8572.00,8106.00,6867.00,5745.00,29290.00,9217.90,9049.40,6974.23,7356.27,32597.80,9734.28,11827.77,7654.50,8977.41,38193.96,11617.15,14591.48,9283.97,11369.48,46862.08,15057.09,18591.77,12521.48,20408.60,66578.94,17009.91,21270.57,18393.53,22450.96,79124.97,17871.16,22534.71,20296.50,24812.32,85514.69,18130.78,23808.57,19993.59,22901.07,84834.01,17574.53,22905.33,19371.14,23280.24,83131.24,19700.99,22537.66,21147.29,24156.46,87542.40,19932.16,22898.83,19623.33,25284.06,87738.38,20466.97,23222.10,20116.18,24164.45,87969.70,21031.44,23159.77,22591.03,22959.00,89741.24,20946.79,25418.90,17761.89,23536.80,87664.38,19052.42,19889.77,16672.06,20305.03,75919.28,20126.79,20031.61,15724.67,21965.14,77848.21,18081.77,20126.69,17637.78,22066.13,77912.37,18988.90,24803.84,20122.75,24671.65,88587.14,13958.57,24158.58,24176.82,26132.45,88426.42,14555.41,32289.06,26631.52,30744.93,104220.92,27077.18,38796.14,23431.48,35055.65,124360.45,39978.28,45662.65,31944.11,35989.56,153574.60,56006.68,49742.55,39752.87,52289.72,197791.82,127470.60,..,..,..,..
....Abra,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Abra,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18862.00,..,..,..,..,20673.00,..,..,..,..,21910.00,6130.00,5478.00,4442.00,3982.00,20032.00,5626.00,4909.00,4029.00,3339.00,17903.00,5935.90,5163.40,4382.23,4237.27,19718.80,6565.28,6582.77,4605.50,5071.41,22824.96,6456.59,7131.48,5259.97,6465.48,25313.52,6885.86,6712.26,5747.20,7041.00,26386.32,7216.83,6594.00,6200.05,6934.11,26944.99,6940.69,6849.18,6437.01,7021.55,27248.43,6977.08,6867.55,6691.31,7206.41,27742.35,7268.49,7161.35,6915.31,6957.24,28302.39,7904.79,7839.50,7309.89,7509.97,30564.15,8146.04,8174.79,7784.25,8519.65,32624.73,8709.27,8358.23,8855.99,8421.88,34345.37,9807.18,9422.44,12028.66,8970.63,40228.91,9634.92,10243.16,7357.55,12300.79,39536.42,8755.75,7384.47,6731.24,9147.67,32019.13,9665.26,6668.93,5898.69,11010.36,33243.24,8235.71,6784.66,7825.21,10865.12,33710.70,8646.57,7621.65,8474.25,12529.50,37271.97,2014.47,7162.88,12339.14,14207.42,35723.91,7963.24,8721.47,15986.12,16340.23,49011.06,13200.99,15265.50,11859.39,20437.21,60763.09,25492.48,22072.66,18025.19,21797.31,87387.64,41382.48,27898.91,24610.62,36941.04,130833.05,120473.23,..,..,..,..
....Abra,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Abra,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18862.00,..,..,..,..,20673.00,..,..,..,..,21910.00,6130.00,5478.00,4442.00,3982.00,20032.00,5626.00,4909.00,4029.00,3339.00,17903.00,5935.90,5163.40,4382.23,4237.27,19718.80,6565.28,6582.77,4605.50,5071.41,22824.96,6456.59,7131.48,5259.97,6465.48,25313.52,6885.86,6712.26,5747.20,7041.00,26386.32,7216.83,6594.00,6200.05,6934.11,26944.99,6940.69,6849.18,6437.01,7021.55,27248.43,6977.08,6867.55,6691.31,7206.41,27742.35,7268.49,7161.35,6915.31,6957.24,28302.39,7904.79,7839.50,7309.89,7509.97,30564.15,8146.04,8174.79,7784.25,8519.65,32624.73,8709.27,8358.23,8855.99,8421.88,34345.37,9807.18,9422.44,12028.66,8970.63,40228.91,9634.92,10243.16,7357.55,12300.79,39536.42,8755.75,7384.47,6731.24,9147.67,32019.13,9665.26,6668.93,5898.69,11010.36,33243.24,8235.71,6784.66,7825.21,10865.12,33710.70,8646.57,7621.65,8474.25,12529.50,37271.97,2014.47,7162.88,12339.14,14207.42,35723.91,7963.24,8721.47,15986.12,16340.23,49011.06,13200.99,15265.50,11859.39,20437.21,60763.09,25492.48,22072.66,18025.19,21797.31,87387.64,41382.48,27898.91,24610.62,36941.04,130833.05,120473.23,..,..,..,..
....Abra,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,917.00,1048.00,..,196.00,2161.00,1009.00,970.00,22.00,48.00,2049.00,1328.00,1044.00,9.00,50.00,2431.00,1200.00,850.00,50.00,100.00,2200.00,500.00,1155.00,55.00,58.00,1768.00,100.00,112.00,60.00,7.00,279.00,2700.00,2860.00,1680.00,1750.00,8990.00,2204.00,1904.00,1560.00,1920.00,7588.00,2442.00,3371.00,2001.00,2231.00,10045.00,2604.00,2622.00,2317.00,2952.00,10495.00,2946.00,3197.00,2838.00,2406.00,11387.00,3282.00,3886.00,2592.00,3119.00,12879.00,3169.00,5245.00,3049.00,3906.00,15369.00,5160.56,7460.00,4024.00,4904.00,21548.56,8171.23,11879.51,6774.28,13367.60,40192.62,9793.08,14676.57,12193.48,15516.85,52179.98,10930.47,15685.53,13859.49,17790.77,58266.26,11153.70,16941.02,13302.28,15694.66,57091.66,10306.04,15743.98,12455.83,16323.00,54828.85,11796.20,14698.16,13837.40,16646.49,56978.25,11786.12,14724.04,11839.08,16764.41,55113.65,11757.70,14863.87,11260.19,15742.57,53624.33,11224.26,13737.33,10562.37,13988.37,49512.33,11311.87,15175.74,10404.34,11236.01,48127.96,10296.67,12505.30,9940.82,11157.36,43900.15,10461.53,13362.68,9825.98,10954.78,44604.97,9846.06,13342.03,9812.57,11201.01,44201.67,10342.33,17182.19,11648.50,12142.15,51315.17,11944.10,16995.70,11837.68,11925.03,52702.51,6592.17,23567.59,10645.40,14404.70,55209.86,13876.19,23530.64,11572.09,14618.44,63597.36,14485.80,23589.99,13918.92,14192.25,66186.96,14624.20,21843.64,15142.25,15348.68,66958.77,6997.37,..,..,..,..
....Apayao,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.00,6.00,..,..,..,..,..,1890.00,1782.00,1754.00,1220.00,14451.00,2146.00,2139.00,1987.00,1386.00,15575.00,1596.00,2414.00,2367.00,1597.00,16453.00,3557.00,2260.00,3909.00,4349.00,14075.00,3141.00,2915.00,4846.00,4420.00,15322.00,3578.59,3408.65,2976.00,3771.00,13734.24,4588.32,3131.87,4632.50,4790.00,17142.69,9261.16,4858.30,5136.20,5221.39,24477.05,11998.84,6264.05,6108.87,5066.89,29438.65,10351.26,6528.59,7863.07,6089.29,30832.21,11762.95,7093.57,7979.14,6306.11,33141.77,12338.02,6233.87,7125.61,5853.53,31551.03,13385.86,6695.98,7913.78,6524.27,34519.89,12542.46,6509.14,8786.46,6959.00,34797.06,14627.16,8185.63,10833.21,7709.23,41355.23,14711.68,8744.02,11346.87,7743.99,42546.56,13767.96,7460.98,11564.66,9258.67,42052.27,12089.48,11901.80,11163.54,6872.15,42026.97,6449.05,6749.28,9415.66,6638.42,29252.41,4389.10,11388.16,9412.13,5862.86,31052.25,4401.39,12186.64,14237.44,10874.85,41700.32,9219.48,6306.49,11286.70,6363.74,33176.41,645.90,1445.18,7706.83,4263.13,14061.04,3008.30,2449.18,6324.63,5159.02,16941.13,3628.22,3331.86,6877.38,4198.22,18035.68,1560.21,5552.91,7891.37,3090.19,18094.68,2849.52,3070.25,3103.99,1927.05,10950.81,2445.89,..,..,..,..
